dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
wearable,heart_rate_eps1.0,uniform,1.0,8,1,,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,1,4.0,1,0,0.0,509.8988186268832,2.6836779927730694,0.39512191401043784,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,1,8.0,1,0,0.0,358.58588125073334,1.887294111845965,0.3273934979395477,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,1,16.0,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,2,,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,2,4.0,1,0,0.0,509.8988186268832,2.6836779927730694,0.39512191401043784,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,2,8.0,1,0,0.0,358.58588125073334,1.887294111845965,0.3273934979395477,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,2,16.0,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,3,,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,3,4.0,1,0,0.0,509.8988186268832,2.6836779927730694,0.39512191401043784,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,3,8.0,1,0,0.0,358.58588125073334,1.887294111845965,0.3273934979395477,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,3,16.0,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,4,,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,4,4.0,1,0,0.0,509.8988186268832,2.6836779927730694,0.39512191401043784,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,4,8.0,1,0,0.0,358.58588125073334,1.887294111845965,0.3273934979395477,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,4,16.0,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,6,,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,6,8.0,1,0,0.0,358.58588125073334,1.887294111845965,0.3273934979395477,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,6,16.0,1,0,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,1,,1,2,0.0,329.936247379754,1.7365065651565998,0.28235352529240754,1.0,8.403361344537815,119
wearable,heart_rate_eps1.0,uniform,1.0,8,1,4.0,1,2,0.0,509.8988186268832,2.6836779927730694,0.39512191401043784,1.0,8.403361344537815,119
