dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
wearable,heart_rate_eps4.0,uniform,4.0,8,1,,1,0,0.0,82.4840618449385,0.43412664128914996,0.17911721760338106,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,1,4.0,1,0,0.0,127.4747046567208,0.6709194981932673,0.3660572096189578,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,1,8.0,1,0,0.0,89.64647031268333,0.47182352796149124,0.21722743702271663,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,1,16.0,1,0,0.0,82.4840618449385,0.43412664128914996,0.17911721760338106,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,2,,1,0,0.0,82.4840618449385,0.43412664128914996,0.17911721760338106,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,2,4.0,1,0,0.0,127.4747046567208,0.6709194981932673,0.3660572096189578,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,2,8.0,1,0,0.0,89.64647031268333,0.47182352796149124,0.21722743702271663,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,2,16.0,1,0,0.0,82.4840618449385,0.43412664128914996,0.17911721760338106,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,3,,1,0,0.0,82.4840618449385,0.43412664128914996,0.17911721760338106,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,3,4.0,1,0,0.0,127.4747046567208,0.6709194981932673,0.3660572096189578,1.0,8.403361344537815,119
wearable,heart_rate_eps4.0,uniform,4.0,8,3,8.0,1,0,0.0,89.64647031268333,0.47182352796149124,0.21722743702271663,1.0,8.403361344537815,119
