dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
wearable,heart_rate_eps2.0,uniform,2.0,8,1,,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,4.0,1,0,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,8.0,1,0,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,16.0,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,4.0,1,0,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,8.0,1,0,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,16.0,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,3,,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,3,4.0,1,0,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,3,8.0,1,0,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,3,16.0,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,4,,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,4,4.0,1,0,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,4,8.0,1,0,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,4,16.0,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,6,,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,6,8.0,1,0,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,6,16.0,1,0,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,,1,2,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,4.0,1,2,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,8.0,1,2,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,16.0,1,2,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,,1,2,0.0,125.42353700066242,0.6601238789508549,0.10058037871182775,1.0,9.082568807339449,109
wearable,heart_rate_eps2.0,uniform,2.0,8,2,4.0,1,2,0.0,223.65998644290272,1.1771578233836986,0.37140013538666805,1.0,9.082568807339449,109
wearable,heart_rate_eps2.0,uniform,2.0,8,2,8.0,1,2,0.0,141.06255732472914,0.7424345122354166,0.12968646393717925,1.0,9.082568807339449,109
wearable,heart_rate_eps2.0,uniform,2.0,8,2,16.0,1,2,0.0,125.42353700066242,0.6601238789508549,0.10058037871182775,1.0,9.082568807339449,109
wearable,heart_rate_eps2.0,uniform,2.0,8,3,,1,2,0.0,102.08570630856183,0.5372931910976938,0.5916684186398652,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,3,4.0,1,2,0.0,202.15835106747946,1.0639913214077865,0.7712738032901082,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,3,8.0,1,2,0.0,118.017044769527,0.6211423408922474,0.677101205137947,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,3,16.0,1,2,0.0,102.08570630856183,0.5372931910976938,0.5916684186398652,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,4,,1,2,0.0,102.08570630856183,0.5372931910976938,0.5491629693009883,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,4,4.0,1,2,0.0,202.15835106747946,1.0639913214077865,0.7912172998881748,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,4,8.0,1,2,0.0,118.017044769527,0.6211423408922474,0.708490895190001,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,4,16.0,1,2,0.0,102.08570630856183,0.5372931910976938,0.5491629693009883,1.0,9.214953271028037,107
wearable,heart_rate_eps2.0,uniform,2.0,8,6,,1,2,0.0,104.33391436874048,0.5491258650986341,0.3586196028993315,1.0,9.273584905660377,106
wearable,heart_rate_eps2.0,uniform,2.0,8,6,8.0,1,2,0.0,120.41554847556381,0.6337660446082306,0.4418256431962802,1.0,9.273584905660377,106
wearable,heart_rate_eps2.0,uniform,2.0,8,6,16.0,1,2,0.0,104.33391436874048,0.5491258650986341,0.3586196028993315,1.0,9.273584905660377,106
wearable,heart_rate_eps2.0,uniform,2.0,8,1,,1,4,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,4.0,1,4,0.0,254.9494093134416,1.3418389963865347,0.3825230528724361,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,8.0,1,4,0.0,179.29294062536667,0.9436470559229825,0.32035464257397517,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,1,16.0,1,4,0.0,164.968123689877,0.8682532825782999,0.2978748336759239,1.0,8.403361344537815,119
wearable,heart_rate_eps2.0,uniform,2.0,8,2,,1,4,0.0,97.64221708659508,0.5139064057189214,0.5237649347458269,1.0,9.233644859813085,107
wearable,heart_rate_eps2.0,uniform,2.0,8,2,4.0,1,4,0.0,197.71486184551276,1.0406045360290146,0.7909931393350046,1.0,9.233644859813085,107
wearable,heart_rate_eps2.0,uniform,2.0,8,2,8.0,1,4,0.0,113.57355554756025,0.597755555513475,0.6962442915215405,1.0,9.233644859813085,107
wearable,heart_rate_eps2.0,uniform,2.0,8,2,16.0,1,4,0.0,97.64221708659508,0.5139064057189214,0.5237649347458269,1.0,9.233644859813085,107
wearable,heart_rate_eps2.0,uniform,2.0,8,3,,1,4,0.0,95.67766444385012,0.5035666549676322,0.3958335925633133,1.0,9.371428571428572,105
wearable,heart_rate_eps2.0,uniform,2.0,8,3,4.0,1,4,0.0,197.65645481722333,1.0402971306169648,0.768516203030429,1.0,9.371428571428572,105
wearable,heart_rate_eps2.0,uniform,2.0,8,3,8.0,1,4,0.0,111.91245697073845,0.5890129314249392,0.511935330235854,1.0,9.371428571428572,105
wearable,heart_rate_eps2.0,uniform,2.0,8,3,16.0,1,4,0.0,95.67766444385012,0.5035666549676322,0.3958335925633133,1.0,9.371428571428572,105
