dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
pune,pm10_eps4.0,uniform,4.0,8,1,,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,4.0,1,0,0.0,496.20424992690147,0.4962042499269015,0.6287026068277797,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,8.0,1,0,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,16.0,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,2,,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,2,4.0,1,0,0.0,496.20424992690147,0.4962042499269015,0.6287026068277797,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,2,8.0,1,0,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,2,16.0,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,3,,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,3,4.0,1,0,0.0,496.20424992690147,0.4962042499269015,0.6287026068277797,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,3,8.0,1,0,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,3,16.0,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,4,,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,4,4.0,1,0,0.0,496.20424992690147,0.4962042499269015,0.6287026068277797,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,4,8.0,1,0,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,4,16.0,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,6,,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,6,8.0,1,0,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,6,16.0,1,0,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,,1,2,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,4.0,1,2,0.0,496.20424992690147,0.4962042499269015,0.6287026068277797,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,8.0,1,2,0.0,266.96559734461584,0.26696559734461583,0.5209369388221552,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,1,16.0,1,2,0.0,261.23826406207337,0.26123826406207334,0.5077709774618508,1.0,7.840303115352231,3563
pune,pm10_eps4.0,uniform,4.0,8,2,,1,2,0.0,260.36653187820673,0.26036653187820674,0.5607042324456923,1.0,7.844144903117102,3561
pune,pm10_eps4.0,uniform,4.0,8,2,4.0,1,2,0.0,495.4396341694774,0.4954396341694774,0.6276327493837016,1.0,7.844144903117102,3561
pune,pm10_eps4.0,uniform,4.0,8,2,8.0,1,2,0.0,266.08115642449843,0.2660811564244984,0.577112657573775,1.0,7.844144903117102,3561
pune,pm10_eps4.0,uniform,4.0,8,2,16.0,1,2,0.0,260.36653187820673,0.26036653187820674,0.5607042324456923,1.0,7.844144903117102,3561
pune,pm10_eps4.0,uniform,4.0,8,3,,1,2,0.0,259.88529392396936,0.25988529392396936,0.5595206190204469,1.0,7.850716896260894,3557
pune,pm10_eps4.0,uniform,4.0,8,3,4.0,1,2,0.0,495.179144779907,0.495179144779907,0.627558574221239,1.0,7.850716896260894,3557
pune,pm10_eps4.0,uniform,4.0,8,3,8.0,1,2,0.0,265.5956623896448,0.2655956623896448,0.575427512587505,1.0,7.850716896260894,3557
pune,pm10_eps4.0,uniform,4.0,8,3,16.0,1,2,0.0,259.88529392396936,0.25988529392396936,0.5595206190204469,1.0,7.850716896260894,3557
