dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
traffic,speed_eps2.0,uniform,2.0,8,1,,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,4.0,1,0,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,8.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,16.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,4.0,1,0,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,8.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,16.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,3,,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,3,4.0,1,0,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,3,8.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,3,16.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,4,,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,4,4.0,1,0,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,4,8.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,4,16.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,6,,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,6,8.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,6,16.0,1,0,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,4.0,1,2,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,8.0,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,1,16.0,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,4.0,1,2,0.0,48.97000185680707,0.9794000371361414,0.8879926118354009,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,8.0,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,2,16.0,1,2,0.0,33.23047430340872,0.6646094860681744,0.8957750917820663,1.0,5.926056338028169,568
traffic,speed_eps2.0,uniform,2.0,8,3,,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,3,4.0,1,2,0.0,48.46657056029252,0.9693314112058503,0.8863397343801178,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,3,8.0,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,3,16.0,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,4,,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,4,4.0,1,2,0.0,48.46657056029252,0.9693314112058503,0.8863397343801178,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,4,8.0,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,4,16.0,1,2,0.0,32.49460188373152,0.6498920376746304,0.8645296493138006,1.0,5.967971530249111,562
traffic,speed_eps2.0,uniform,2.0,8,6,,1,2,0.0,32.57608416459716,0.6515216832919433,0.8695843150806528,1.0,5.975,560
