dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
energy,power_kw_eps4.0,uniform,4.0,8,1,,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,1,4.0,1,0,0.0,24.657880723688557,0.49315761447377116,0.7270184333577269,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,1,8.0,1,0,0.0,12.823338065346906,0.25646676130693813,0.5192669261545744,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,1,16.0,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,2,,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,2,4.0,1,0,0.0,24.657880723688557,0.49315761447377116,0.7270184333577269,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,2,8.0,1,0,0.0,12.823338065346906,0.25646676130693813,0.5192669261545744,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,2,16.0,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,3,,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,3,4.0,1,0,0.0,24.657880723688557,0.49315761447377116,0.7270184333577269,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,3,8.0,1,0,0.0,12.823338065346906,0.25646676130693813,0.5192669261545744,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,3,16.0,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,4,,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,4,4.0,1,0,0.0,24.657880723688557,0.49315761447377116,0.7270184333577269,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,4,8.0,1,0,0.0,12.823338065346906,0.25646676130693813,0.5192669261545744,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,4,16.0,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,6,,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,6,8.0,1,0,0.0,12.823338065346906,0.25646676130693813,0.5192669261545744,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,6,16.0,1,0,0.0,12.62263579275299,0.2524527158550598,0.5130884539954318,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps4.0,uniform,4.0,8,1,,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,1,4.0,1,2,0.0,24.679869135956515,0.4935973827191303,0.7270184333577269,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,1,8.0,1,2,0.0,12.831856991227937,0.25663713982455877,0.5192669261545744,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,1,16.0,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,2,,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,2,4.0,1,2,0.0,24.679869135956515,0.4935973827191303,0.7270184333577269,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,2,8.0,1,2,0.0,12.831856991227937,0.25663713982455877,0.5192669261545744,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,2,16.0,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,3,,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,3,4.0,1,2,0.0,24.679869135956515,0.4935973827191303,0.7270184333577269,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,3,8.0,1,2,0.0,12.831856991227937,0.25663713982455877,0.5192669261545744,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,3,16.0,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,4,,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,4,4.0,1,2,0.0,24.679869135956515,0.4935973827191303,0.7270184333577269,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,4,8.0,1,2,0.0,12.831856991227937,0.25663713982455877,0.5192669261545744,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,4,16.0,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,6,,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,6,8.0,1,2,0.0,12.831856991227937,0.25663713982455877,0.5192669261545744,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,6,16.0,1,2,0.0,12.630599620347354,0.2526119924069471,0.5130884539954318,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps4.0,uniform,4.0,8,1,,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,1,4.0,1,4,0.0,24.683705337933482,0.49367410675866963,0.7270184333577269,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,1,8.0,1,4,0.0,12.833242124556488,0.25666484249112975,0.5192669261545744,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,1,16.0,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,2,,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,2,4.0,1,4,0.0,24.683705337933482,0.49367410675866963,0.7270184333577269,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,2,8.0,1,4,0.0,12.833242124556488,0.25666484249112975,0.5192669261545744,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,2,16.0,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,3,,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,3,4.0,1,4,0.0,24.683705337933482,0.49367410675866963,0.7270184333577269,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,3,8.0,1,4,0.0,12.833242124556488,0.25666484249112975,0.5192669261545744,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,3,16.0,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,4,,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,4,4.0,1,4,0.0,24.683705337933482,0.49367410675866963,0.7270184333577269,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,4,8.0,1,4,0.0,12.833242124556488,0.25666484249112975,0.5192669261545744,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,4,16.0,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,6,,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,6,8.0,1,4,0.0,12.833242124556488,0.25666484249112975,0.5192669261545744,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,6,16.0,1,4,0.0,12.631838682949196,0.2526367736589839,0.5130884539954318,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps4.0,uniform,4.0,8,1,,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,1,4.0,2,0,0.0,24.726270769857422,0.49452541539714845,0.7291276852495695,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,1,8.0,2,0,0.0,12.781301185927193,0.25562602371854387,0.7505088657063684,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,1,16.0,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,2,,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,2,4.0,2,0,0.0,24.726270769857422,0.49452541539714845,0.7291276852495695,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,2,8.0,2,0,0.0,12.781301185927193,0.25562602371854387,0.7505088657063684,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,2,16.0,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,3,,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,3,4.0,2,0,0.0,24.726270769857422,0.49452541539714845,0.7291276852495695,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,3,8.0,2,0,0.0,12.781301185927193,0.25562602371854387,0.7505088657063684,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,3,16.0,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,4,,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,4,4.0,2,0,0.0,24.726270769857422,0.49452541539714845,0.7291276852495695,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,4,8.0,2,0,0.0,12.781301185927193,0.25562602371854387,0.7505088657063684,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,4,16.0,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,6,,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,6,8.0,2,0,0.0,12.781301185927193,0.25562602371854387,0.7505088657063684,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,6,16.0,2,0,0.0,12.546683427587912,0.25093366855175825,0.7343049881990849,0.9947757461234925,7.911187684099372,17993
energy,power_kw_eps4.0,uniform,4.0,8,1,,2,2,0.0,12.540451678859364,0.2508090335771873,0.7343049881990849,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,1,4.0,2,2,0.0,24.71728424314534,0.4943456848629068,0.7291276852495695,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,1,8.0,2,2,0.0,12.775708826829675,0.2555141765365935,0.7505088657063684,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,1,16.0,2,2,0.0,12.540451678859364,0.2508090335771873,0.7343049881990849,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,2,,2,2,0.0,12.540451678859364,0.2508090335771873,0.7343049881990849,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,2,4.0,2,2,0.0,24.71728424314534,0.4943456848629068,0.7291276852495695,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,2,8.0,2,2,0.0,12.775708826829675,0.2555141765365935,0.7505088657063684,0.998493807876827,7.940756443155194,17926
energy,power_kw_eps4.0,uniform,4.0,8,2,16.0,2,2,0.0,12.540451678859364,0.2508090335771873,0.7343049881990849,0.998493807876827,7.940756443155194,17926
