dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
energy,power_kw_eps1.0,uniform,1.0,8,1,,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,1,4.0,1,0,0.0,98.63191517510252,1.9726383035020505,0.7266710041836097,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,1,8.0,1,0,0.0,51.29374454173592,1.0258748908347184,0.9657805096760144,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,1,16.0,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,2,,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,2,4.0,1,0,0.0,98.63191517510252,1.9726383035020505,0.7266710041836097,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,2,8.0,1,0,0.0,51.29374454173592,1.0258748908347184,0.9657805096760144,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,2,16.0,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,3,,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,3,4.0,1,0,0.0,98.63191517510252,1.9726383035020505,0.7266710041836097,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,3,8.0,1,0,0.0,51.29374454173592,1.0258748908347184,0.9657805096760144,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,3,16.0,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,4,,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,4,4.0,1,0,0.0,98.63191517510252,1.9726383035020505,0.7266710041836097,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,4,8.0,1,0,0.0,51.29374454173592,1.0258748908347184,0.9657805096760144,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,4,16.0,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,6,,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,6,8.0,1,0,0.0,51.29374454173592,1.0258748908347184,0.9657805096760144,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,6,16.0,1,0,0.0,50.49093545136026,1.009818709027205,0.9587642830478376,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps1.0,uniform,1.0,8,1,,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,1,4.0,1,2,0.0,98.7196464837294,1.9743929296745881,0.7266710041836097,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,1,8.0,1,2,0.0,51.3275979048151,1.026551958096302,0.9657805096760144,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,1,16.0,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,2,,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,2,4.0,1,2,0.0,98.7196464837294,1.9743929296745881,0.7266710041836097,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,2,8.0,1,2,0.0,51.3275979048151,1.026551958096302,0.9657805096760144,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,2,16.0,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,3,,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,3,4.0,1,2,0.0,98.7196464837294,1.9743929296745881,0.7266710041836097,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,3,8.0,1,2,0.0,51.3275979048151,1.026551958096302,0.9657805096760144,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,3,16.0,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,4,,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,4,4.0,1,2,0.0,98.7196464837294,1.9743929296745881,0.7266710041836097,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,4,8.0,1,2,0.0,51.3275979048151,1.026551958096302,0.9657805096760144,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,4,16.0,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,6,,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,6,8.0,1,2,0.0,51.3275979048151,1.026551958096302,0.9657805096760144,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,6,16.0,1,2,0.0,50.52256842129277,1.0104513684258554,0.9587642830478376,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps1.0,uniform,1.0,8,1,,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,1,4.0,1,4,0.0,98.73490343603598,1.9746980687207196,0.7266710041836097,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,1,8.0,1,4,0.0,51.333050582528,1.0266610116505601,0.9657805096760144,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,1,16.0,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,2,,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,2,4.0,1,4,0.0,98.73490343603598,1.9746980687207196,0.7266710041836097,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,2,8.0,1,4,0.0,51.333050582528,1.0266610116505601,0.9657805096760144,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,2,16.0,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,3,,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,3,4.0,1,4,0.0,98.73490343603598,1.9746980687207196,0.7266710041836097,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,3,8.0,1,4,0.0,51.333050582528,1.0266610116505601,0.9657805096760144,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps1.0,uniform,1.0,8,3,16.0,1,4,0.0,50.52743681609884,1.0105487363219767,0.9587642830478376,0.9989950590402814,7.86330011445161,35823
