dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
traffic,speed_eps0.5,uniform,0.5,8,1,,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,1,4.0,1,0,0.0,195.8800074272283,3.9176001485445657,0.892475384919001,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,1,8.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,1,16.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,2,,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,2,4.0,1,0,0.0,195.8800074272283,3.9176001485445657,0.892475384919001,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,2,8.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,2,16.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,3,,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,3,4.0,1,0,0.0,195.8800074272283,3.9176001485445657,0.892475384919001,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,3,8.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,3,16.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,4,,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,4,4.0,1,0,0.0,195.8800074272283,3.9176001485445657,0.892475384919001,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,4,8.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,4,16.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,6,,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
traffic,speed_eps0.5,uniform,0.5,8,6,8.0,1,0,0.0,132.92189721363488,2.6584379442726975,0.8914645558675702,1.0,5.926056338028169,568
