dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
energy,power_kw_eps2.0,uniform,2.0,8,1,,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,1,4.0,1,0,0.0,49.315892207493214,0.9863178441498642,0.7269027584799401,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,1,8.0,1,0,0.0,25.64680689080991,0.5129361378161982,0.8886333652440578,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,1,16.0,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,2,,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,2,4.0,1,0,0.0,49.315892207493214,0.9863178441498642,0.7269027584799401,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,2,8.0,1,0,0.0,25.64680689080991,0.5129361378161982,0.8886333652440578,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,2,16.0,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,3,,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,3,4.0,1,0,0.0,49.315892207493214,0.9863178441498642,0.7269027584799401,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,3,8.0,1,0,0.0,25.64680689080991,0.5129361378161982,0.8886333652440578,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,3,16.0,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,4,,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,4,4.0,1,0,0.0,49.315892207493214,0.9863178441498642,0.7269027584799401,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,4,8.0,1,0,0.0,25.64680689080991,0.5129361378161982,0.8886333652440578,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,4,16.0,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,6,,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,6,8.0,1,0,0.0,25.64680689080991,0.5129361378161982,0.8886333652440578,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,6,16.0,1,0,0.0,25.24540234562208,0.5049080469124416,0.8821253415030252,0.9944977073780742,7.827900514103098,35985
energy,power_kw_eps2.0,uniform,2.0,8,1,,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,1,4.0,1,2,0.0,49.35979491854748,0.9871958983709496,0.7269027584799401,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,1,8.0,1,2,0.0,25.663770629090326,0.5132754125818065,0.8886333652440578,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,1,16.0,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,2,,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,2,4.0,1,2,0.0,49.35979491854748,0.9871958983709496,0.7269027584799401,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,2,8.0,1,2,0.0,25.663770629090326,0.5132754125818065,0.8886333652440578,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,2,16.0,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,3,,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,3,4.0,1,2,0.0,49.35979491854748,0.9871958983709496,0.7269027584799401,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,3,8.0,1,2,0.0,25.663770629090326,0.5132754125818065,0.8886333652440578,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,3,16.0,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,4,,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,4,4.0,1,2,0.0,49.35979491854748,0.9871958983709496,0.7269027584799401,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,4,8.0,1,2,0.0,25.663770629090326,0.5132754125818065,0.8886333652440578,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,4,16.0,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,6,,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,6,8.0,1,2,0.0,25.663770629090326,0.5132754125818065,0.8886333652440578,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,6,16.0,1,2,0.0,25.261255887329156,0.5052251177465831,0.8821253415030252,0.9982705235850372,7.857597143574437,35849
energy,power_kw_eps2.0,uniform,2.0,8,1,,1,4,0.0,25.26370472733241,0.5052740945466482,0.8821253415030252,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps2.0,uniform,2.0,8,1,4.0,1,4,0.0,49.36743803730098,0.9873487607460195,0.7269027584799401,0.9989950590402814,7.86330011445161,35823
energy,power_kw_eps2.0,uniform,2.0,8,1,8.0,1,4,0.0,25.666511610546994,0.5133302322109399,0.8886333652440578,0.9989950590402814,7.86330011445161,35823
