dataset,sensor,strategy,epsilon,w,P_min,P_max,delta_t,k_ext,epsilon_count,mae,normalized_mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
traffic,speed_eps1.0,uniform,1.0,8,1,,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,1,4.0,1,0,0.0,97.94000371361415,1.9588000742722829,0.8836793027427984,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,1,8.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,1,16.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,2,,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,2,4.0,1,0,0.0,97.94000371361415,1.9588000742722829,0.8836793027427984,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,2,8.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,2,16.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,3,,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,3,4.0,1,0,0.0,97.94000371361415,1.9588000742722829,0.8836793027427984,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,3,8.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
traffic,speed_eps1.0,uniform,1.0,8,3,16.0,1,0,0.0,66.46094860681744,1.3292189721363488,0.882652599359352,1.0,5.926056338028169,568
