sensor,S,epsilon,w,strategy,mae,rmse,relative_error,noise_scale_theoretical,normalized_mae,kl_divergence,kl_global_utility
vibration,1,4.0,10,budget_absorption,19.43893301422213,26.23846919877566,0.8920513382804495,125.0,0.3887786602844426,5.433734335471735,2.6459479771641115
vibration,1,4.0,12,uniform,149.98522913430537,225.68654668748363,6.882812151966814,150.0,2.9997045826861073,0.6974628694704741,0.719365749931535
vibration,1,4.0,12,sample,8.749450768746218,11.321226759872397,0.38686822974990753,150.0,0.17498901537492437,1.5488708872170922,2.306731628112997
vibration,1,4.0,12,budget_absorption,10.059891346794988,17.476178669287417,0.4616477423065745,150.0,0.20119782693589974,0.1910801949147058,2.2935862046300324
vibration,2,1.0,4,uniform,100.9973894754798,144.77796618513335,4.634763460449055,100.0,2.019947789509596,0.778707181135165,0.705272293618571
vibration,2,1.0,4,sample,18.798645414537283,24.567120687066254,0.8512239831276119,100.0,0.37597290829074564,0.6234281660518931,1.9626099578587104
vibration,2,1.0,4,budget_absorption,29.835782798390852,50.29462576215511,1.369162080782776,100.0,0.5967156559678171,0.3991526577706689,2.394037896649472
vibration,2,1.0,8,uniform,212.86438439362,303.3306729625707,9.768332389007476,200.0,4.257287687872401,0.8894338562751324,0.7364656615379321
vibration,2,1.0,8,sample,26.691248794183288,38.79856425439393,1.190895775442468,200.0,0.5338249758836657,0.33066688149775686,1.4618696139548828
vibration,2,1.0,8,budget_absorption,43.96945681804182,68.03404548405982,2.017755437981182,200.0,0.8793891363608364,0.42772871443716676,3.395553375410627
vibration,2,1.0,10,uniform,247.37956563431132,358.7236487686539,11.352231751911011,250.0,4.947591312686226,0.6762436854081276,0.616420973510609
vibration,2,1.0,10,sample,24.176615199005088,39.45049210900228,1.0730485352514114,250.0,0.4835323039801018,0.25057488782917164,1.198032736625407
vibration,2,1.0,10,budget_absorption,88.37255587292327,189.84246548796827,4.055410689261001,250.0,1.7674511174584655,0.15720036488797276,2.254966235532206
vibration,2,1.0,12,uniform,288.3081140097482,382.82981098934863,13.230440104471949,300.0,5.766162280194964,1.0528394002455055,0.9570717899234318
vibration,2,1.0,12,sample,48.42677804961377,64.65879520782484,2.141252335914386,300.0,0.9685355609922754,1.1134422982342527,2.297745116182719
vibration,2,1.0,12,budget_absorption,70.51167305672328,112.4902399844507,3.2357759692172348,300.0,1.4102334611344656,0.8351652872613796,2.746298089328296
vibration,2,2.0,4,uniform,58.77048730765614,90.21894116776272,2.6969737390335218,50.0,1.1754097461531228,0.44647715074564087,0.5386277018509805
vibration,2,2.0,4,sample,13.861445311611343,18.334063197156997,0.6276619633950258,50.0,0.27722890623222685,0.6630123138958348,1.4281679983836493
vibration,2,2.0,4,budget_absorption,16.060066759120613,23.357219355371516,0.7369953914067845,50.0,0.32120133518241223,0.052396146843438976,2.101063685462516
vibration,2,2.0,8,uniform,107.96804034778283,153.02890161477026,4.954646163618734,100.0,2.1593608069556565,0.670609866897583,0.7384936960962731
vibration,2,2.0,8,sample,16.231961403469363,19.713263298243806,0.72422891905865,100.0,0.3246392280693873,0.7645158481295339,2.709841354914816
vibration,2,2.0,8,budget_absorption,20.071301046417517,26.774275369227798,0.9210706650610373,100.0,0.40142602092835034,0.6771463784078643,3.0966537177111824
vibration,2,2.0,10,uniform,128.42360494195617,183.00143612391554,5.893350657232871,125.0,2.5684720988391234,0.7293937387650754,0.8221072332813865
vibration,2,2.0,10,sample,18.50816884298568,23.703056730225423,0.8214617018832676,125.0,0.37016337685971357,0.40215755633530675,2.165462616692891
vibration,2,2.0,10,budget_absorption,81.0710601005888,107.90695818644984,3.7203455357160675,125.0,1.621421202011776,0.4277287144371667,2.688465457167548
vibration,2,2.0,12,uniform,145.91651236582996,198.554005933175,6.696099011088807,150.0,2.9183302473165993,1.0606567434008793,0.8996386239864097
vibration,2,2.0,12,sample,16.188798095531883,21.754858630786472,0.7158085491913182,150.0,0.3237759619106377,3.1894723256680595,1.358798411736867
vibration,2,2.0,12,budget_absorption,19.91505775160688,51.28135173263277,0.9139006706929718,150.0,0.3983011550321376,0.32831611338848343,2.4022725523018598
vibration,2,3.0,4,uniform,31.178915112491676,45.586160174560426,1.4307983330094163,33.333333333333336,0.6235783022498336,0.41706500706214245,0.6805690851171144
vibration,2,3.0,4,sample,6.390643194399918,9.83791508976128,0.2893755712035363,33.333333333333336,0.12781286388799837,0.24315197237726455,1.30609731659378
vibration,2,3.0,4,budget_absorption,10.365299252432896,12.534360925660884,0.4756628907072815,33.333333333333336,0.20730598504865794,0.3038060953992998,2.6421336754774023
vibration,2,3.0,8,uniform,75.96597644999102,107.95605512033384,3.486073587805267,66.66666666666667,1.5193195289998203,0.8370987025263514,0.8421490299230131
vibration,2,3.0,8,sample,5.431329304524969,7.193847033130041,0.242332128169486,66.66666666666667,0.10862658609049937,0.8493896919994076,1.7969877422812666
vibration,2,3.0,8,budget_absorption,13.189264218747521,27.39677305519211,0.6052544544836985,66.66666666666667,0.2637852843749504,0.3261127270821774,2.1596741661015235
vibration,2,3.0,10,uniform,79.67450675445758,113.59307601132551,3.656257795895938,83.33333333333333,1.5934901350891517,0.7205795694296957,0.7660364102559603
vibration,2,3.0,10,sample,11.379381273895406,13.470758150836275,0.5050594678995137,83.33333333333333,0.22758762547790812,0.6910980820534802,2.491334892551439
vibration,2,3.0,10,budget_absorption,23.317158973630917,32.84646927113007,1.070022868647546,83.33333333333333,0.46634317947261833,0.22313147597219596,2.2735994184963153
vibration,2,3.0,12,uniform,103.25318758691233,139.51506752327523,4.738281885185724,100.0,2.0650637517382466,0.9289153698290858,0.8706430295378176
vibration,2,3.0,12,sample,4.731488497976817,6.716027200463776,0.20920885523842342,100.0,0.09462976995953634,0.5313898190225573,1.7654679224560244
vibration,2,3.0,12,budget_absorption,14.864030237144618,26.256615752366503,0.682109355260645,100.0,0.29728060474289236,0.10946541532857265,2.899175430181346
vibration,2,4.0,4,uniform,26.29804581640493,34.552237060736566,1.2068155668585876,25.0,0.5259609163280986,0.9856837169494593,0.8821129334771941
vibration,2,4.0,4,sample,6.220467538154731,9.338326836848118,0.2816698244996614,25.0,0.12440935076309462,0.1538987369076981,1.0746771691453432
vibration,2,4.0,4,budget_absorption,18.43726457679075,27.79999756543513,0.8460848405580585,25.0,0.368745291535815,0.4322195455954463,1.926105215996241
vibration,2,4.0,8,uniform,51.21670923651823,68.53067428690878,2.3503313676388524,50.0,1.0243341847303646,0.6250081116776733,0.7517745635847999
vibration,2,4.0,8,sample,5.41939860375763,6.7246364664453715,0.24179981058286978,50.0,0.10838797207515259,0.21197683747870194,1.8088454388640747
vibration,2,4.0,8,budget_absorption,21.503796423164694,27.770805549272616,0.9868077822666449,50.0,0.4300759284632939,0.42772871443716676,2.3500092163317694
vibration,2,4.0,10,uniform,59.66759760797172,83.44057231007868,2.7381420708239648,62.5,1.1933519521594345,1.0677311082659937,0.7504683057532225
vibration,2,4.0,10,sample,6.819026794090863,8.056028459368738,0.3026538931529358,62.5,0.13638053588181726,0.5284511346432641,2.069449070916248
vibration,2,4.0,10,budget_absorption,78.24615632350087,114.29954432876505,3.590710889975939,62.5,1.5649231264700174,0.13407246527606334,2.453370173982967
vibration,2,4.0,12,uniform,73.85122399982617,104.10085318784498,3.389027739047971,75.0,1.4770244799965235,0.7127647940701372,0.6894877222456774
vibration,2,4.0,12,sample,11.55280547145562,12.846830674832338,0.5108221669584343,75.0,0.23105610942911242,1.133777942922051,2.7928028976231745
vibration,2,4.0,12,budget_absorption,5.018478926726353,8.850821012269275,0.23029766291406806,75.0,0.10036957853452706,0.48242032564567106,1.4747182823055196
vibration,4,1.0,4,uniform,46.714186667330395,65.54401019287349,2.1437109075270064,50.0,0.9342837333466079,0.9735519699372982,0.7965624548454107
vibration,4,1.0,4,sample,18.652994419287324,28.28555161609815,0.8446287408859932,50.0,0.3730598883857465,0.5950573642418343,1.5497105082990144
vibration,4,1.0,4,budget_absorption,31.980508617808297,45.88487697558631,1.4675834054540533,50.0,0.6396101723561659,0.514575105586588,1.2300849518831163
vibration,4,1.0,8,uniform,92.88720435675317,127.55368703300836,4.262587606786246,100.0,1.8577440871350634,0.8853868158628415,0.8179642420401813
vibration,4,1.0,8,sample,14.490639316729753,20.03348289202672,0.6465355472432861,100.0,0.28981278633459506,0.23476061776803925,2.323249016089908
vibration,4,1.0,8,budget_absorption,34.51684861066614,56.27719015005487,1.5839758784003675,100.0,0.6903369722133228,0.6022190627215144,1.9396430273448642
vibration,4,1.0,10,uniform,121.96707805658352,175.25632166994708,5.597061069500534,125.0,2.43934156113167,0.9909127829754799,0.7033111036549436
vibration,4,1.0,10,sample,11.081682334531585,13.286013693192052,0.49184647641163204,125.0,0.2216336466906317,0.7671433218583587,2.3628058592014693
vibration,4,1.0,10,budget_absorption,39.785500142232685,81.94613196001151,1.8257539454490412,125.0,0.7957100028446537,0.5961125915118481,1.1440170931540634
vibration,4,1.0,12,uniform,140.2078563248145,193.49956490592638,6.434129166476201,150.0,2.80415712649629,0.7332881727951784,0.8689951159760386
vibration,4,1.0,12,sample,6.172030937296068,7.423087617815261,0.27290429374180647,150.0,0.12344061874592135,4.711414676550043,2.84552280065668
vibration,4,1.0,12,budget_absorption,77.29511364390872,128.92495759882195,3.547067604901017,150.0,1.5459022728781744,0.5553746158742618,1.0888304013959922
vibration,4,2.0,4,uniform,25.644392115434695,36.85242682501752,1.1768194421589522,25.0,0.5128878423086939,0.972714368658312,0.6838050638851108
vibration,4,2.0,4,sample,5.248542212151634,7.68366031464356,0.23765994351838732,25.0,0.10497084424303267,0.17205312202183445,1.3339338265760754
vibration,4,2.0,4,budget_absorption,13.742976598256796,20.824907087040412,0.6306642786135681,25.0,0.2748595319651359,0.14354498898634752,1.599654050382684
vibration,4,2.0,8,uniform,49.458507936002235,69.35086157880633,2.269647627335605,50.0,0.9891701587200447,0.293438443472131,0.6922070333515722
vibration,4,2.0,8,sample,7.249566812012009,10.618565631410366,0.3234572708375668,50.0,0.1449913362402402,0.272682338084305,1.478448537653157
vibration,4,2.0,8,budget_absorption,14.616133746657288,24.406162689564688,0.6707334018617388,50.0,0.2923226749331458,0.4269060459793057,1.7042929945544252
vibration,4,2.0,10,uniform,52.99832481544514,74.76912260284276,2.432089587615241,62.5,1.0599664963089028,0.8183622986597502,0.6655417699254471
vibration,4,2.0,10,sample,6.028122688058287,6.6874351304355315,0.26755061316453166,62.5,0.12056245376116576,1.621396333400267,2.8342806262620295
vibration,4,2.0,10,budget_absorption,29.333351400830626,50.93720113878173,1.3461055374910325,62.5,0.5866670280166125,0.4444078442910977,1.543420287204352
vibration,4,2.0,12,uniform,76.77673140601333,107.89565911682199,3.52327907861117,75.0,1.5355346281202664,0.6818354162892656,0.7011407489724604
vibration,4,2.0,12,sample,7.111134775630012,8.274845683025296,0.3144279789524677,75.0,0.14222269551260022,1.9573078674720656,2.7749573350512393
vibration,4,2.0,12,budget_absorption,36.10725431183815,65.63916916409815,1.6569594898517452,75.0,0.722145086236763,0.6891236312460898,1.7794190478135734
vibration,4,3.0,4,uniform,14.494043285910939,20.21319251738383,0.6651306787688419,16.666666666666668,0.2898808657182188,0.49738994381242974,0.6722065862906984
vibration,4,3.0,4,sample,4.947005814912607,6.787436587663868,0.22400603349159018,16.666666666666668,0.09894011629825213,0.23772937625199578,1.3475848627961202
vibration,4,3.0,4,budget_absorption,8.723467002891582,16.428445733715492,0.40031931838447016,16.666666666666668,0.17446934005783163,0.08770778641026565,1.4549011101025113
vibration,4,3.0,8,uniform,31.915134492378538,44.55432451761102,1.464583391202455,33.333333333333336,0.6383026898475708,0.7315061545236698,0.6483830030559603
vibration,4,3.0,8,sample,5.954980244194482,8.792744142361784,0.2656961040054463,33.333333333333336,0.11909960488388965,0.446435015941697,1.299598865431437
vibration,4,3.0,8,budget_absorption,7.608125832090019,12.981820820632276,0.3491363865165077,33.333333333333336,0.1521625166418004,0.3329819398883196,1.0169765617029025
vibration,4,3.0,10,uniform,47.357189254142696,63.79255838443463,2.173218253309002,41.666666666666664,0.9471437850828539,0.8354682069170167,0.7803010369959862
vibration,4,3.0,10,sample,3.0763892005542965,3.9394929430383954,0.13654164978619074,41.666666666666664,0.06152778401108593,0.2773098535502456,1.7084627810751798
vibration,4,3.0,10,budget_absorption,9.311068147609788,20.401130613118994,0.42728429568736537,41.666666666666664,0.18622136295219577,0.1496350020374999,1.1099206274541233
vibration,4,3.0,12,uniform,49.265407356944976,67.77533626247634,2.260786254654053,50.0,0.9853081471388996,0.947743723426249,0.7750033659240574
vibration,4,3.0,12,sample,7.045456675742477,8.074408229143655,0.31152393721220323,50.0,0.14090913351484954,3.4121207586431694,2.384560045967433
vibration,4,3.0,12,budget_absorption,28.853397543099312,52.923360257616984,1.3240804870014382,50.0,0.5770679508619863,0.299324699621616,0.973464180548575
vibration,4,4.0,4,uniform,14.072017761543917,19.67918583915795,0.6457639556300424,12.5,0.28144035523087835,0.7573377192319524,0.6911298999799048
vibration,4,4.0,4,sample,2.6096458103376685,3.5740910910033254,0.11816772178223423,12.5,0.05219291620675337,0.05407048032670696,1.2015406306165985
vibration,4,4.0,4,budget_absorption,6.954380896599175,9.484592877131703,0.3191360750708123,12.5,0.1390876179319835,0.518800763024024,1.7675008655525069
vibration,4,4.0,8,uniform,24.108336854516388,33.95763096259861,1.106329968782384,25.0,0.48216673709032776,0.8773223443802545,0.6245034316439622
vibration,4,4.0,8,sample,3.3549556977609494,4.83013369174034,0.14968960793362554,25.0,0.06709911395521899,0.035766624561792,1.9650302974364047
vibration,4,4.0,8,budget_absorption,4.024207593635566,6.2052364065553425,0.18467061781603672,25.0,0.08048415187271132,0.17366035013675307,1.6217928499152878
vibration,4,4.0,10,uniform,29.32272523010183,42.056594135182834,1.3456179032256907,31.25,0.5864545046020366,0.24889272633234666,0.5947433128964056
vibration,4,4.0,10,sample,3.6466066528164616,4.400389610175039,0.1618500313312586,31.25,0.07293213305632923,0.4169298668200767,2.3746513700623386
vibration,4,4.0,10,budget_absorption,10.831176286594532,18.793960065981768,0.4970419567030313,31.25,0.21662352573189064,0.4029070905615222,0.9263019923764825
vibration,4,4.0,12,uniform,35.948806951741325,52.67273096473106,1.64968835107484,37.5,0.7189761390348265,0.7001003992138994,0.6236372820869943
vibration,4,4.0,12,sample,4.28100888155827,5.834169982208994,0.18929031905272475,37.5,0.0856201776311654,0.4777714553081109,2.054253778394652
vibration,4,4.0,12,budget_absorption,18.983027458314787,33.83007874219021,0.8711298627560937,37.5,0.3796605491662957,0.5374320425403353,1.5630769650380283
power_draw,1,1.0,4,uniform,1974.7186645761801,2616.9886468465297,5.857037132800808,2000.0,3.94943732915236,0.9297680380096003,0.8863608877914259
power_draw,1,1.0,4,sample,388.0237614157201,487.8902150993492,1.1348545385817583,2000.0,0.7760475228314402,0.6575361028699617,1.5859046751737462
power_draw,1,1.0,4,budget_absorption,1204.708461817171,1213.0405424719168,3.573178459108198,2000.0,2.4094169236343417,5.77192287848993,3.5559047407806834
power_draw,1,1.0,8,uniform,3922.2950115130434,5709.669923829402,11.633569854955416,4000.0,7.844590023026087,0.8477574165241735,0.6392068812404665
power_draw,1,1.0,8,sample,423.6327053477964,571.1434846632277,1.2210853416314957,4000.0,0.8472654106955928,0.7645158481295339,2.501263927433705
power_draw,1,1.0,8,budget_absorption,1685.9322418488737,1736.3630771035234,5.000493448019479,4000.0,3.371864483697747,3.8718796518439254,3.39076253156842
power_draw,1,1.0,10,uniform,4493.077452336334,6226.730658216738,13.32651681019686,5000.0,8.986154904672668,0.8425858973567143,0.7703231321084897
power_draw,1,1.0,10,sample,234.07633323827545,308.72069453742296,0.671207407034466,5000.0,0.4681526664765509,0.5248833114910852,1.8672484613854792
power_draw,1,1.0,10,budget_absorption,8035.924222512611,8235.033302451375,23.834639035901052,5000.0,16.07184844502522,5.841109392354488,3.3344807605516085
power_draw,1,1.0,12,uniform,5958.681590434071,8820.167577229266,17.673514695420835,6000.0,11.917363180868142,0.3259397286807025,0.6719508568434321
power_draw,1,1.0,12,sample,370.40921531319583,433.6569088120784,1.0581048485683777,6000.0,0.7408184306263916,5.388051642442225,3.437781354071013
power_draw,1,1.0,12,budget_absorption,2679.8491240247176,2889.74377465881,7.94846177902775,6000.0,5.359698248049435,3.3320002906016524,3.350643513309416
power_draw,1,2.0,4,uniform,832.1591094059114,1122.2290990237839,2.4681930097799234,1000.0,1.6643182188118228,0.9244614742454467,0.7984957000553226
power_draw,1,2.0,4,sample,349.35920508391024,607.438408738481,1.0217721668339266,1000.0,0.6987184101678204,0.08836984700518323,1.313557313362158
power_draw,1,2.0,4,budget_absorption,51.29761037638531,87.0390534329535,0.15214927279928284,1000.0,0.10259522075277061,3.4977380606207333,2.51873797523517
power_draw,1,2.0,8,uniform,2011.0078366728576,2763.297511045674,5.964671213696303,2000.0,4.022015673345715,0.9508475222393917,0.8626767201573189
power_draw,1,2.0,8,sample,252.1431634404335,306.1866627061776,0.7267812824246794,2000.0,0.504286326880867,0.446435015941697,2.676733841965
power_draw,1,2.0,8,budget_absorption,208.8843544178829,376.7776251549838,0.6195532772508855,2000.0,0.4177687088357658,1.2663323606790848,3.1935240941858756
power_draw,1,2.0,10,uniform,2823.0852520108365,3968.5810432596845,8.373301699479589,2500.0,5.646170504021673,0.8826740432418098,0.7805755462856064
power_draw,1,2.0,10,sample,227.9481820371957,323.21581341192814,0.6536351030740958,2500.0,0.4558963640743914,0.38480297303011224,1.9360806856170132
power_draw,1,2.0,10,budget_absorption,1557.044226713332,1603.0726651219225,4.618210187034614,2500.0,3.114088453426664,3.271253256741121,3.3881408455067525
power_draw,1,2.0,12,uniform,2898.4524521544063,4037.7161722654305,8.596841638486982,3000.0,5.796904904308812,0.9831249986195174,0.7188624966703906
power_draw,1,2.0,12,sample,258.25147645096473,345.9098827436103,0.7377169035917699,3000.0,0.5165029529019295,5.446740878267221,2.617338116183335
power_draw,1,2.0,12,budget_absorption,772.8596947064824,791.1113223450856,2.2923102979393217,3000.0,1.5457193894129648,3.810941577610165,3.3843977981135787
power_draw,1,3.0,4,uniform,704.3066027611561,982.6141657749707,2.088981078291591,666.6666666666666,1.4086132055223122,0.6886186472244975,0.7632756319805217
power_draw,1,3.0,4,sample,125.26885776154067,170.8896224964654,0.3663742943343307,666.6666666666666,0.25053771552308135,0.5592641188656094,1.2353652311631718
power_draw,1,3.0,4,budget_absorption,270.86927822521034,323.6620971482325,0.8034012384445192,666.6666666666666,0.5417385564504207,3.728533762155974,3.1253007919454294
power_draw,1,3.0,8,uniform,1401.704529028277,2052.9270504919773,4.1574709466250495,1333.3333333333333,2.803409058056554,0.6267375014506037,0.7764702294946945
power_draw,1,3.0,8,sample,181.99139070721228,269.2175369227737,0.5245747476301721,1333.3333333333333,0.3639827814144245,0.22364226280592986,1.7479305736497697
power_draw,1,3.0,8,budget_absorption,266.1021683096156,295.08342981101123,0.7892619383545117,1333.3333333333333,0.5322043366192312,3.850204878787221,3.2204039910801394
power_draw,1,3.0,10,uniform,1751.90302070007,2497.1948008482327,5.196163498818425,1666.6666666666667,3.50380604140014,0.8375129752059207,0.7378095107842675
power_draw,1,3.0,10,sample,317.7507457604525,442.64724270052255,0.9111414690866612,1666.6666666666667,0.635501491520905,0.26310671724892043,2.1603552722243062
power_draw,1,3.0,10,budget_absorption,221.42087980200827,371.6122545539249,0.6567367485008934,1666.6666666666667,0.44284175960401656,5.6426223059855465,3.20668947134627
power_draw,1,3.0,12,uniform,2038.1998283430762,2769.5328014261163,6.045322958060842,2000.0,4.076399656686152,0.8918906745313887,0.8850708550170298
power_draw,1,3.0,12,sample,195.95486309219336,247.099448641814,0.5597614264620482,2000.0,0.39190972618438674,1.6739832732481492,2.593688736908995
power_draw,1,3.0,12,budget_absorption,536.8661170829142,1006.8556720617863,1.5923507684939435,2000.0,1.0737322341658284,0.053991561472503447,3.3044245504245704
power_draw,1,4.0,4,uniform,436.30348011328897,642.5407295687345,1.2940808886020274,500.0,0.8726069602265779,0.7609659612817989,0.7680708799330894
power_draw,1,4.0,4,sample,102.08186030716719,138.93274344928898,0.2985591966166749,500.0,0.20416372061433438,0.6649688708081724,1.701875704878127
power_draw,1,4.0,4,budget_absorption,70.48690212825262,135.67932584077244,0.2090649217770359,500.0,0.14097380425650524,0.026751675867615194,2.4891488296003255
power_draw,1,4.0,8,uniform,965.9567732318817,1337.7553356986696,2.8650383424181793,1000.0,1.9319135464637633,0.8784129491530112,0.7453230187746419
power_draw,1,4.0,8,sample,160.59522976047745,194.57526728174818,0.4629021284734508,1000.0,0.32119045952095493,1.0333818118196691,2.516779302067032
power_draw,1,4.0,8,budget_absorption,55.328325930878094,177.70406291042903,0.1641044191692033,1000.0,0.11065665186175619,0.030885131364904946,2.2176114540269674
power_draw,1,4.0,10,uniform,1253.7492650278207,1818.5098484813786,3.7186340171984433,1250.0,2.507498530055641,0.6195136700335782,0.6872934782137045
power_draw,1,4.0,10,sample,126.9080197809654,146.4236287376334,0.36390523429103283,1250.0,0.25381603956193083,0.5460176195540061,2.9807094047676186
power_draw,1,4.0,10,budget_absorption,434.76348299581326,524.780314178115,1.28951324032723,1250.0,0.8695269659916265,3.7647579951604566,3.343802644232747
power_draw,1,4.0,12,uniform,1670.5852246668187,2333.8885825349353,4.954974027392379,1500.0,3.3411704493336374,0.6427411175197416,0.8324635672094142
power_draw,1,4.0,12,sample,164.11398689397558,180.693183086091,0.4688053052448355,1500.0,0.32822797378795115,5.197914591804663,3.3073614592773843
power_draw,1,4.0,12,budget_absorption,887.0859497466139,901.4077606739834,2.6311066183024625,1500.0,1.7741718994932278,3.1456128610548695,3.2888983275821975
power_draw,2,1.0,4,uniform,987.6151328538211,1354.4204617835244,2.929277273672966,1000.0,1.9752302657076424,0.9086685946488902,0.7641430940363161
power_draw,2,1.0,4,sample,177.673285492566,225.49853373097298,0.5196417190800475,1000.0,0.355346570985132,0.6471455135579552,2.047986886763618
power_draw,2,1.0,4,budget_absorption,92.61730587043836,260.94694980629055,0.27470394104952295,1000.0,0.18523461174087671,0.03228510090801312,2.505227860168634
power_draw,2,1.0,8,uniform,2165.240628544376,3168.3213114022033,6.422127359370046,2000.0,4.330481257088752,0.61554241073836,0.6523355071262098
power_draw,2,1.0,8,sample,173.5205883171206,267.7822327249765,0.5001583782143451,2000.0,0.3470411766342412,0.1692617053428122,1.4359288419834482
power_draw,2,1.0,8,budget_absorption,1198.112494609935,1242.275141421577,3.5536147483110407,2000.0,2.39622498921987,5.838611467543897,3.629017487847629
power_draw,2,1.0,10,uniform,2199.542959254173,3099.8137147553102,6.523868447005949,2500.0,4.399085918508346,0.9758232310220913,0.8119196543198247
power_draw,2,1.0,10,sample,294.95987664989946,346.9861346552537,0.8457892826946076,2500.0,0.589919753299799,1.3739760175715618,2.880956760091244
power_draw,2,1.0,10,budget_absorption,1745.6190007939213,1784.4151726353489,5.177525027124295,2500.0,3.4912380015878424,3.2782243715127937,3.284906132556816
power_draw,2,1.0,12,uniform,2922.0612597450336,4152.847427861505,8.666865619725408,3000.0,5.8441225194900674,0.8815650839825825,0.768094957434789
power_draw,2,1.0,12,sample,365.69265001972434,513.2638346809817,1.044631586027132,3000.0,0.7313853000394487,1.1651457788324295,1.3565869052773283
power_draw,2,1.0,12,budget_absorption,3278.5352873780507,3335.6221663834253,9.72417148013958,3000.0,6.557070574756102,3.934321945592819,3.3928736455903494
power_draw,2,2.0,4,uniform,543.9112787978228,755.6561358075402,1.6132467951082776,500.0,1.0878225575956455,0.7294859325372071,0.8169457213147694
power_draw,2,2.0,4,sample,123.77669655718873,163.66492434385185,0.36201016490865834,500.0,0.24755339311437746,0.8880197089077573,1.7921490614848181
power_draw,2,2.0,4,budget_absorption,201.3082232565608,219.9304566987562,0.5970823894576837,500.0,0.4026164465131216,3.972033876074575,3.183360698202819
power_draw,2,2.0,8,uniform,1137.078049329896,1561.098891444574,3.372585916813258,1000.0,2.274156098659792,0.9813251925143143,0.8771459768681986
power_draw,2,2.0,8,sample,109.57615936315784,143.19464332656645,0.3158439853711942,1000.0,0.2191523187263157,0.45689429655307995,1.7006387080273104
power_draw,2,2.0,8,budget_absorption,454.70800566442284,478.52448661729113,1.3486689124548874,1000.0,0.9094160113288456,4.159786794418048,3.2823187564292167
power_draw,2,2.0,10,uniform,1568.9369434327475,2370.799841827011,4.653484114751526,1250.0,3.137873886865495,0.8233191001556694,0.8444429346061277
power_draw,2,2.0,10,sample,123.25572502664292,148.39057488703176,0.3534323801675066,1250.0,0.24651145005328584,0.7671433218583587,2.275095973685592
power_draw,2,2.0,10,budget_absorption,2872.977883662074,2954.7074887008644,8.521283790030786,1250.0,5.745955767324148,3.83515741625132,3.3130376431470734
power_draw,2,2.0,12,uniform,1419.8314402546548,2067.0746602764657,4.211235563357765,1500.0,2.8396628805093096,0.701642921768228,0.7260742655224182
power_draw,2,2.0,12,sample,57.67123141173946,76.8576475735812,0.16474268743037004,1500.0,0.11534246282347893,0.7592318702496916,2.3361694048125727
power_draw,2,2.0,12,budget_absorption,1474.6684637489132,1499.8764180546857,4.373882774132508,1500.0,2.9493369274978263,3.707353257784268,3.3390009114676085
power_draw,2,3.0,4,uniform,335.61704144290263,466.9988990585548,0.9954438115131287,333.3333333333333,0.6712340828858052,0.774329675852861,0.7230856063852187
power_draw,2,3.0,4,sample,87.51003850745906,141.44969903070918,0.25594093518735456,333.3333333333333,0.17502007701491812,0.24422485637072275,1.179929448742084
power_draw,2,3.0,4,budget_absorption,289.3657014370122,316.2689077050048,0.8582618317628962,333.3333333333333,0.5787314028740244,3.4753556755448707,3.1784479126486733
power_draw,2,3.0,8,uniform,700.1909608210295,1015.3970253234035,2.0767740393340657,666.6666666666666,1.400381921642059,0.6044147927806153,0.6309253669614431
power_draw,2,3.0,8,sample,132.26708963674446,176.33065790295964,0.38124866729326495,666.6666666666666,0.26453417927348893,0.1009677460002278,2.0340310573088067
power_draw,2,3.0,8,budget_absorption,70.58551329177764,189.91785678281047,0.20935740356537139,666.6666666666666,0.1411710265835553,3.791030567364069,2.4211012938504384
power_draw,2,3.0,10,uniform,779.8028441618411,1158.6064468307693,2.312903755077354,833.3333333333334,1.5596056883236822,0.5488822470713536,0.6812274904837488
power_draw,2,3.0,10,sample,136.16842706338548,156.249215226505,0.39045919587325356,833.3333333333334,0.27233685412677094,0.7402255429286616,2.7067580145082992
power_draw,2,3.0,10,budget_absorption,882.9275007374068,901.5695828935336,2.6187726131103806,833.3333333333334,1.7658550014748136,5.673366241036083,3.291200758824002
power_draw,2,3.0,12,uniform,925.5597472016045,1285.6717321939623,2.7452203218776,1000.0,1.851119494403209,0.9568455197160647,0.720714289252543
power_draw,2,3.0,12,sample,106.03912559632282,136.99535981947542,0.30290961534677346,1000.0,0.21207825119264564,1.7553154829873374,2.593487040456585
power_draw,2,3.0,12,budget_absorption,1791.490792721629,1846.5581790273088,5.313581263128101,1000.0,3.582981585443258,3.496784365006789,3.277912786334001
power_draw,2,4.0,4,uniform,309.31065506101595,446.90205992868135,0.9174187821089607,250.0,0.6186213101220319,0.7874624047292679,0.7632592946455791
power_draw,2,4.0,4,sample,50.989705060530504,61.189327137728306,0.14912978008811179,250.0,0.10197941012106101,0.9156326761275038,1.7628511233265256
power_draw,2,4.0,4,budget_absorption,488.6147671092033,494.5596684568696,1.449236737329182,250.0,0.9772295342184065,3.755183369406276,3.2743327648581855
power_draw,2,4.0,8,uniform,475.28141701236643,647.0768765990578,1.4096898752760156,500.0,0.9505628340247329,0.845680000389518,0.8291108569334803
power_draw,2,4.0,8,sample,63.857717159092736,83.37529049879751,0.1840644534491293,500.0,0.12771543431818547,0.5027500205093842,2.2641983519178273
