K_ext,T_max_over_dt,num_releases,release_rate,mean_wait_dt,p95_wait_dt,max_wait_dt,k_ext_firings,k_ext_firing_rate,total_extensions,extensions_per_release,suppression_rate,mae,kl_divergence,normalized_mae
0,1,119,0.42016806722689076,1.0,1.0,1,0,0.0,0,0.0,0.15126050420168066,165.94604542044542,0.24997400717417012,0.8734002390549759
1,2,110,0.509090909090909,1.0818181818181818,2.0,2,9,0.08181818181818182,9,0.08181818181818182,0.08181818181818182,146.24340339933215,0.5498989894180198,0.7697021231543798
2,3,107,0.38317757009345793,1.1121495327102804,2.3999999999999773,3,6,0.056074766355140186,12,0.11214953271028037,0.056074766355140186,98.69926761731439,0.4319293863563862,0.5194698295648126
4,5,105,0.5142857142857142,1.1333333333333333,1.0,5,4,0.0380952380952381,14,0.13333333333333333,0.0380952380952381,148.51513799212904,0.6784612086685835,0.7816586210112055
8,9,103,0.5048543689320388,1.1553398058252426,1.0,9,2,0.019417475728155338,16,0.1553398058252427,0.019417475728155338,128.08279108321466,0.23658888041625115,0.6741199530695509
