K_ext,T_max_over_dt,num_releases,release_rate,mean_wait_dt,p95_wait_dt,max_wait_dt,k_ext_firings,k_ext_firing_rate,total_extensions,extensions_per_release,suppression_rate,mae,kl_divergence,normalized_mae
0,1,834,0.2589928057553957,1.0,1.0,1,0,0.0,0,0.0,0.001199040767386091,76.62217548855378,0.14343279471852127,0.6385181290712815
1,2,834,0.2853717026378897,1.0,1.0,1,0,0.0,0,0.0,0.001199040767386091,85.19123478235437,0.13118928515951592,0.7099269565196198
2,3,834,0.2829736211031175,1.0,1.0,1,0,0.0,0,0.0,0.001199040767386091,77.21121239014398,0.3803660577293743,0.6434267699178665
4,5,834,0.30455635491606714,1.0,1.0,1,0,0.0,0,0.0,0.001199040767386091,87.03027474069496,0.20340073100539618,0.7252522895057913
8,9,834,0.29376498800959233,1.0,1.0,1,0,0.0,0,0.0,0.001199040767386091,81.12476372090758,0.24948604912235672,0.6760396976742299
