K_ext,T_max_over_dt,num_releases,release_rate,mean_wait_dt,p95_wait_dt,max_wait_dt,k_ext_firings,k_ext_firing_rate,total_extensions,extensions_per_release,suppression_rate,mae,kl_divergence,normalized_mae
0,1,35985,0.49667917187717103,1.0,1.0,1,0,0.0,0,0.0,0.005502292621925802,45.062449673487585,0.4071277751110108,0.9012489934697517
1,2,35884,0.5036785196745067,1.0028146249024634,1.0,2,101,0.0028146249024634936,101,0.0028146249024634936,0.0027031546092966224,46.19556202009834,0.4299599172939686,0.9239112404019668
2,3,35849,0.5060392200619264,1.0037936902005635,1.0,3,70,0.0019526346620547296,136,0.0037936902005634744,0.0017294764149627605,44.97895982067283,0.7220503307359335,0.8995791964134565
4,5,35823,0.5016330290595428,1.0045222343187337,1.0,5,44,0.0012282611729894201,162,0.004522234318733775,0.0010049409597186166,44.97118645830103,0.5282009782868337,0.8994237291660205
8,9,35805,0.4957408183214635,1.0050272308336825,1.0,9,27,0.000754084625052367,180,0.005027230833682447,0.0005027230833682447,44.88410991465758,0.8343069762831078,0.8976821982931515
