num_colluders_c,mean_mae,std_mae,predicted_mae_ratio,empirical_mae_ratio
1,143.8211856693332,4.905682252198152,1.0,1.0
2,107.93871953031041,3.1452824704057294,0.7071067811865475,0.7505063946453476
4,79.5819141097052,2.3172931827901966,0.5,0.5533392993482624
8,56.92894138002888,1.775752088360964,0.35355339059327373,0.3958314007431227
16,40.71238580470022,1.0624098826341755,0.25,0.28307641614291923
