num_colluders_c,mean_mae,std_mae,predicted_mae_ratio,empirical_mae_ratio
1,256.4962281579129,28.166360927813855,1.0,1.0
2,192.18586169878907,22.782205528415084,0.7071067811865475,0.7492736368055638
4,141.8668167795813,12.85810095524708,0.5,0.5530951382733021
8,99.22182449968071,12.30159053484336,0.35355339059327373,0.3868354135741692
16,71.98341416779637,8.649319414816455,0.25,0.280641219111727
