sensor,cv_n_tau,mean_n_tau,kl_uniform,kl_n_weighted,mae_uniform,mae_n_weighted,nmae_uniform,nmae_n_weighted,kl_advantage
speed,0.08754992889424673,5.926056338028169,0.7834897726967471,0.7953594165703776,52.761431784666854,52.97129221388953,1.0552286356933371,1.0594258442777906,-0.011869643873630431
object_count,0.08754992889424673,5.926056338028169,0.7415138643435588,0.7490792127156163,52.761431784666854,52.97129221388953,1.0552286356933371,1.0594258442777906,-0.007565348372057468
