sensor,cv_n_tau,mean_n_tau,kl_uniform,kl_n_weighted,mae_uniform,mae_n_weighted,nmae_uniform,nmae_n_weighted,kl_advantage
traffic_speed,0.15791542009466575,5.08273381294964,0.5127120667300243,0.6149452161325206,149.83267325870784,155.34363952340274,1.248605610489232,1.2945303293616894,-0.10223314940249628
vehicle_count,0.15791542009466575,5.08273381294964,0.4142423279661402,0.6126075844589604,624.302805244616,647.2651646808449,1.248605610489232,1.2945303293616899,-0.19836525649282016
road_occupancy,0.15791542009466575,5.08273381294964,0.4333457736800175,0.6241110706067207,124.8605610489232,129.45303293616894,1.248605610489232,1.2945303293616894,-0.1907652969267032
emission,0.15791542009466575,5.08273381294964,0.5558426720367301,0.6283292690150558,998.8844883913856,1035.6242634893515,1.248605610489232,1.2945303293616894,-0.07248659697832571
