num_colluders_c,mean_mae,std_mae,predicted_mae_ratio,empirical_mae_ratio
1,118.84216602709222,4.24717335330582,1.0,1.0
2,89.09460511169496,2.303370945018695,0.7071067811865475,0.7496884993781099
4,65.39440975319553,1.7340263348936662,0.5,0.5502626882304358
8,46.851817010427965,1.1220129520432218,0.35355339059327373,0.39423563686770274
16,33.52013412977939,0.7737234615595241,0.25,0.28205590027817123
