num_colluders_c,mean_mae,std_mae,predicted_mae_ratio,empirical_mae_ratio
1,793.5743736695129,12.694535991817759,1.0,1.0
2,594.7404124933803,8.377069694345463,0.7071067811865475,0.7494450831914871
4,434.02533393929946,5.5573945954520845,0.5,0.5469245836812404
8,311.28454290083783,3.793582408844893,0.35355339059327373,0.3922562940905568
16,222.75657379185697,2.704253834460142,0.25,0.2807003113795416
