num_colluders_c,mean_mae,std_mae,predicted_mae_ratio,empirical_mae_ratio
1,50.83251227641568,2.1963317238784366,1.0,1.0
2,38.311259734807805,1.5802599349686164,0.7071067811865475,0.753676299264531
4,28.19618374851798,0.9575234663183987,0.5,0.5546879838476904
8,20.028826378227514,0.6159612811626863,0.35355339059327373,0.39401606336738376
16,14.43458286947227,0.4334903138407926,0.25,0.283963593831056
