sensor,cv_n_tau,mean_n_tau,kl_uniform,kl_n_weighted,mae_uniform,mae_n_weighted,nmae_uniform,nmae_n_weighted,kl_advantage
heart_rate,0.3839244717389085,8.403361344537815,0.0753511882206155,0.8238870928190585,243.77520973425823,140.7587297692192,1.2830274196539906,0.7408354198379958,-0.748535904598443
steps,0.3839244717389085,8.403361344537815,0.07535118822061551,0.6005874713622236,6415.137098269954,3495.4962039168045,1.2830274196539908,0.6990992407833609,-0.5252362831416081
temperature,0.3839244717389085,8.403361344537815,0.0753511882206155,0.5513829138273109,38.490822589619725,24.005299111914702,1.2830274196539908,0.8001766370638234,-0.4760317256066954
calories_burned,0.3839244717389085,8.403361344537815,0.0753511882206155,1.0448965686430263,64.15137098269955,32.986853160056434,1.283027419653991,0.6597370632011287,-0.9695453804224108
