sensor,cv_n_tau,mean_n_tau,kl_uniform,kl_n_weighted,mae_uniform,mae_n_weighted,nmae_uniform,nmae_n_weighted,kl_advantage
power_kw,0.11679573988208794,7.827900514103098,0.7850673899682048,0.00728324905716714,38.62983398492067,34.807103457959805,0.7725966796984135,0.6961420691591961,0.7777841409110376
voltage,0.07438235913726936,11.93397248853689,0.8077935202994635,0.07003443493976168,41.34485457336221,183.84208592527568,0.5168106821670276,2.298026074065946,0.7377590853597018
current,0.2615560690649085,5.6497429484507435,0.653212817043866,0.0001716214237768951,113.3115043906498,82.8649827097068,1.133115043906498,0.8286498270970679,0.6530411956200891
