regime,sensor,kl_divergence,P_our
Extreme 1 (global average),power_kw,2.726091237487505,4
Extreme 1 (global average),voltage,5.042158352009372,4
Extreme 1 (global average),current,2.722339548862336,4
Extreme 2 (per-publisher),power_kw,0.9615925198117369,4
Extreme 2 (per-publisher),voltage,0.8577160586333797,4
Extreme 2 (per-publisher),current,1.100264267325853,4
Our approach (P=4 topic pool),power_kw,0.599425216042961,4
Our approach (P=4 topic pool),voltage,0.510200995981236,4
Our approach (P=4 topic pool),current,0.4786831696964722,4
