publisher_id,t,true,noisy
Device_10,51,69.0,611.1766089095431
Device_10,52,64.0,-668.6298661392572
Device_10,53,59.0,436.35362396899706
Device_10,54,132.0,1416.4937090377696
Device_10,55,93.0,149.1480251903025
Device_10,56,105.0,709.6037723151462
Device_10,57,65.0,-3409.82275061719
Device_10,58,89.0,-598.8283399790365
Device_10,59,111.0,614.057517066136
Device_10,60,68.0,314.3761160646683
Device_10,61,136.0,-527.2731723291098
Device_10,62,86.0,-3138.1053728622696
Device_10,63,71.0,-1816.3351514432795
Device_10,64,71.0,-785.1631363992484
Device_10,65,93.0,752.4445433738897
Device_10,66,129.0,-1741.6020991002952
Device_10,67,69.0,367.21813082217756
Device_10,68,68.0,602.448813571571
Device_10,69,72.0,-3571.1676564307045
Device_10,70,69.0,-2906.3107330016105
Device_10,71,220.0,1695.8052771307478
Device_10,72,138.0,-2563.347351066153
Device_10,73,58.0,-110.46712580607343
Device_10,74,70.0,-660.6863108349734
Device_10,75,112.0,-89.28178026654268
Device_10,76,132.0,2350.802524369614
Device_10,77,60.0,-223.7088954122504
Device_10,78,115.0,372.37206810180146
Device_10,79,69.0,-3000.783531051176
Device_10,80,150.0,1134.0588238060366
Device_10,81,64.0,-2725.316079326431
Device_10,82,80.0,-432.79716740330934
Device_10,83,142.0,-397.75941328795204
Device_10,84,94.0,124.53182593487573
Device_10,85,92.0,-1238.8244029499658
Device_10,86,112.0,-855.1166501148666
Device_10,87,145.0,985.1347407004669
Device_10,88,79.0,2372.7775470504153
Device_10,89,87.0,16.789258067997537
Device_10,90,101.0,-253.36831772303935
Device_10,91,94.0,677.6335106766322
Device_10,92,76.0,-1006.808248264761
Device_10,93,220.0,-926.9319561142911
Device_10,94,95.0,-328.2895874758287
Device_10,95,84.0,-31.324478140685372
Device_10,96,160.0,2247.8886915790795
Device_10,97,71.0,-221.0193458298263
Device_10,98,111.0,672.4572018153377
Device_10,99,0.0,672.4572018153377
Device_10,100,0.0,672.4572018153377
Device_10,101,0.0,672.4572018153377
Device_10,102,0.0,672.4572018153377
Device_10,103,0.0,672.4572018153377
Device_10,104,0.0,672.4572018153377
Device_10,105,0.0,672.4572018153377
Device_10,106,0.0,672.4572018153377
Device_10,107,0.0,672.4572018153377
Device_10,108,0.0,672.4572018153377
Device_10,109,0.0,672.4572018153377
Device_10,110,0.0,672.4572018153377
Device_10,111,0.0,672.4572018153377
Device_10,112,0.0,672.4572018153377
Device_10,113,0.0,672.4572018153377
Device_10,114,0.0,672.4572018153377
Device_10,115,0.0,672.4572018153377
Device_10,116,0.0,672.4572018153377
Device_10,117,0.0,672.4572018153377
Device_10,118,0.0,672.4572018153377
Device_2,0,64.0,-52.103387882834895
Device_2,1,220.0,4858.490005961354
Device_2,2,135.0,-532.9508960958683
Device_2,3,130.0,513.0691306283782
Device_2,4,85.0,875.595374099261
