dataset,sensor,clamp_mode,strategy,P,P_max,rho_split,epsilon,w,payload_bound,normalized_mae,predicted_nmae_uniform,predicted_laplace_scale,kl_divergence,release_rate,attribution_advantage,avg_n_tau_eligible,avg_n_tau,mae,deferrals,num_timestamps,trial,seed,subscription_level,scope
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.994914293671399,8.0,800.0,0.997940499898317,0.7978521794061908,1.0,1.0,0.7978521794061908,799.4914293671399,960,4749,5,5077,3,energy/building01/CT17
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.892068794576457,8.0,800.0,0.8318858159914287,0.9993303571428572,1.0,1.0,0.9993303571428572,789.2068794576458,6,8960,0,77,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.132660850542045,8.0,800.0,0.947153243443589,0.9993303571428572,1.0,1.0,0.9993303571428572,813.2660850542046,6,8960,1,1077,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.032128689613998,8.0,800.0,0.8632835648089878,0.9993303571428572,1.0,1.0,0.9993303571428572,803.2128689613997,6,8960,2,2077,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.002348473022012,8.0,800.0,0.7900660990637527,0.9993303571428572,1.0,1.0,0.9993303571428572,800.2348473022012,6,8960,3,3077,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.028622483992198,8.0,800.0,0.9413515590268284,0.9993303571428572,1.0,1.0,0.9993303571428572,802.8622483992198,6,8960,4,4077,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.064187335116753,8.0,800.0,1.0295116780497398,0.9993303571428572,1.0,1.0,0.9993303571428572,806.4187335116753,6,8960,5,5077,4,energy/building01/CT1/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.761723422565606,8.0,800.0,0.6810272757035167,0.9171024300215318,1.0,1.0,0.9171024300215318,776.1723422565607,539,6502,0,77,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.164326425960477,8.0,800.0,0.9270757826131292,0.9171024300215318,1.0,1.0,0.9171024300215318,816.4326425960477,539,6502,1,1077,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.003643641983015,8.0,800.0,0.8861965332394289,0.9171024300215318,1.0,1.0,0.9171024300215318,800.3643641983015,539,6502,2,2077,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.989255773605348,8.0,800.0,0.8727771578992776,0.9171024300215318,1.0,1.0,0.9171024300215318,798.9255773605348,539,6502,3,3077,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.048053800713094,8.0,800.0,0.9711631287089352,0.9171024300215318,1.0,1.0,0.9171024300215318,804.8053800713094,539,6502,4,4077,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.932572362659301,8.0,800.0,0.8328301302248556,0.9171024300215318,1.0,1.0,0.9171024300215318,793.2572362659301,539,6502,5,5077,4,energy/building01/CT2/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.873582245146911,8.0,800.0,0.6759449520974513,0.8815426997245179,1.0,1.0,0.8815426997245179,787.3582245146912,688,5808,0,77,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.076517300044939,8.0,800.0,1.0192100883558295,0.8815426997245179,1.0,1.0,0.8815426997245179,807.651730004494,688,5808,1,1077,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.994006396212316,8.0,800.0,0.8570138915609343,0.8815426997245179,1.0,1.0,0.8815426997245179,799.4006396212316,688,5808,2,2077,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.042429585262322,8.0,800.0,0.7994658081848585,0.8815426997245179,1.0,1.0,0.8815426997245179,804.2429585262323,688,5808,3,3077,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.002849594845067,8.0,800.0,0.9702259675006129,0.8815426997245179,1.0,1.0,0.8815426997245179,800.2849594845067,688,5808,4,4077,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.077751755423382,8.0,800.0,0.8341332589485335,0.8815426997245179,1.0,1.0,0.8815426997245179,807.7751755423382,688,5808,5,5077,4,energy/building01/CT3/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.333923474382209,8.0,800.0,0.8749551314676006,0.4870081662954714,1.0,1.0,0.4870081662954714,833.3923474382209,1382,2694,0,77,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.799888617167964,8.0,800.0,0.8979841692849971,0.4870081662954714,1.0,1.0,0.4870081662954714,879.9888617167965,1382,2694,1,1077,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.860623314467496,8.0,800.0,0.8496231084627978,0.4870081662954714,1.0,1.0,0.4870081662954714,786.0623314467496,1382,2694,2,2077,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.8103940620716115,8.0,800.0,1.0384456581577832,0.4870081662954714,1.0,1.0,0.4870081662954714,781.0394062071612,1382,2694,3,3077,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.701328091782852,8.0,800.0,0.8936141619356954,0.4870081662954714,1.0,1.0,0.4870081662954714,870.1328091782852,1382,2694,4,4077,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.429374058327141,8.0,800.0,0.8513014706533029,0.4870081662954714,1.0,1.0,0.4870081662954714,842.9374058327141,1382,2694,5,5077,4,energy/building01/CT4/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,6.84691257844847,8.0,800.0,0.8825538223630549,0.2092911877394636,1.0,1.0,0.2092911877394636,684.691257844847,1651,2088,0,77,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.9084487565214525,8.0,800.0,0.8204548031807313,0.2092911877394636,1.0,1.0,0.2092911877394636,790.8448756521452,1651,2088,1,1077,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.597026495285145,8.0,800.0,0.8893877288048386,0.2092911877394636,1.0,1.0,0.2092911877394636,759.7026495285145,1651,2088,2,2077,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.584523932810216,8.0,800.0,0.7459966518972825,0.2092911877394636,1.0,1.0,0.2092911877394636,858.4523932810215,1651,2088,3,3077,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.767106736622015,8.0,800.0,1.0523968199982183,0.2092911877394636,1.0,1.0,0.2092911877394636,876.7106736622014,1651,2088,4,4077,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.393224743134114,8.0,800.0,0.8052208100470121,0.2092911877394636,1.0,1.0,0.2092911877394636,839.3224743134114,1651,2088,5,5077,4,energy/building01/CT5/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.892055178505029,8.0,800.0,0.8334309752444884,0.9993303571428572,1.0,1.0,0.9993303571428572,789.2055178505028,6,8960,0,77,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.132674466613475,8.0,800.0,0.9480206909985192,0.9993303571428572,1.0,1.0,0.9993303571428572,813.2674466613475,6,8960,1,1077,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.032115073542569,8.0,800.0,0.863282295155519,0.9993303571428572,1.0,1.0,0.9993303571428572,803.2115073542569,6,8960,2,2077,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.002355408518081,8.0,800.0,0.789572299284418,0.9993303571428572,1.0,1.0,0.9993303571428572,800.2355408518081,6,8960,3,3077,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.02860886792077,8.0,800.0,0.9416393014272828,0.9993303571428572,1.0,1.0,0.9993303571428572,802.8608867920769,6,8960,4,4077,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.064173719045323,8.0,800.0,1.0282570654906389,0.9993303571428572,1.0,1.0,0.9993303571428572,806.4173719045324,6,8960,5,5077,4,energy/building01/CT6/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.892047589219314,8.0,800.0,0.8326581776090054,0.9993303571428572,1.0,1.0,0.9993303571428572,789.2047589219314,6,8960,0,77,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.132682055899188,8.0,800.0,0.9497572316254168,0.9993303571428572,1.0,1.0,0.9993303571428572,813.2682055899189,6,8960,1,1077,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.032107484256855,8.0,800.0,0.8627510998666852,0.9993303571428572,1.0,1.0,0.9993303571428572,803.2107484256854,6,8960,2,2077,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.002362997803795,8.0,800.0,0.7883389357844456,0.9993303571428572,1.0,1.0,0.9993303571428572,800.2362997803796,6,8960,3,3077,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.028601278635055,8.0,800.0,0.940776086439944,0.9993303571428572,1.0,1.0,0.9993303571428572,802.8601278635055,6,8960,4,4077,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.06416612975961,8.0,800.0,1.0279438969159391,0.9993303571428572,1.0,1.0,0.9993303571428572,806.416612975961,6,8960,5,5077,4,energy/building01/CT7/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.824641874656198,8.0,800.0,0.830142722012392,0.9899223908259006,1.0,1.0,0.9899223908259006,782.4641874656198,87,8633,0,77,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.622822568677998,8.0,800.0,0.9043267701102906,0.9899223908259006,1.0,1.0,0.9899223908259006,862.2822568677998,87,8633,1,1077,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.986552522383938,8.0,800.0,0.8624608496873023,0.9899223908259006,1.0,1.0,0.9899223908259006,798.6552522383938,87,8633,2,2077,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.940281293277601,8.0,800.0,0.7864397139220144,0.9899223908259006,1.0,1.0,0.9899223908259006,794.0281293277601,87,8633,3,3077,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.98495158550948,8.0,800.0,0.9431478182517898,0.9899223908259006,1.0,1.0,0.9899223908259006,798.495158550948,87,8633,4,4077,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.046207958414474,8.0,800.0,1.0279836859715326,0.9899223908259006,1.0,1.0,0.9899223908259006,804.6207958414474,87,8633,5,5077,4,energy/building01/CT8/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.201369454229498,8.0,800.0,0.9879695775911316,0.0288043478260869,1.0,1.0,0.0288043478260869,720.1369454229498,1787,1840,0,77,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,2.985047570222136,8.0,800.0,0.6708871708634361,0.0288043478260869,1.0,1.0,0.0288043478260869,298.5047570222136,1787,1840,1,1077,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,6.218352935325584,8.0,800.0,0.7191571851137049,0.0288043478260869,1.0,1.0,0.0288043478260869,621.8352935325584,1787,1840,2,2077,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,16.530333938174543,8.0,800.0,0.7883292490151876,0.0288043478260869,1.0,1.0,0.0288043478260869,1653.0333938174545,1787,1840,3,3077,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,15.25982964628527,8.0,800.0,0.7030093145925698,0.0288043478260869,1.0,1.0,0.0288043478260869,1525.982964628527,1787,1840,4,4077,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,4.2149632071468615,8.0,800.0,0.8767357197533805,0.0288043478260869,1.0,1.0,0.0288043478260869,421.4963207146861,1787,1840,5,5077,4,energy/building01/CT9/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.080738823233345,8.0,800.0,0.8013351426438917,0.4249352890422778,1.0,1.0,0.4249352890422778,708.0738823233345,1333,2318,0,77,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.050450622243233,8.0,800.0,1.0474630851247464,0.4249352890422778,1.0,1.0,0.4249352890422778,805.0450622243233,1333,2318,1,1077,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.976140645628777,8.0,800.0,0.8462210576772202,0.4249352890422778,1.0,1.0,0.4249352890422778,797.6140645628777,1333,2318,2,2077,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.842769775817945,8.0,800.0,0.7625466689270405,0.4249352890422778,1.0,1.0,0.4249352890422778,784.2769775817944,1333,2318,3,3077,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.242192364666701,8.0,800.0,0.9023245703147684,0.4249352890422778,1.0,1.0,0.4249352890422778,824.2192364666702,1333,2318,4,4077,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.653205707191114,8.0,800.0,0.9524830953411992,0.4249352890422778,1.0,1.0,0.4249352890422778,865.3205707191115,1333,2318,5,5077,4,energy/building01/CT10/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.330106229753405,8.0,800.0,0.9014060316258956,0.2295488349033217,1.0,1.0,0.2295488349033217,833.0106229753405,1554,2017,0,77,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.184532969723465,8.0,800.0,0.8221154724683185,0.2295488349033217,1.0,1.0,0.2295488349033217,718.4532969723465,1554,2017,1,1077,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.120471909083987,8.0,800.0,0.8767586684635001,0.2295488349033217,1.0,1.0,0.2295488349033217,812.0471909083986,1554,2017,2,2077,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.071448639559621,8.0,800.0,0.7333434508330602,0.2295488349033217,1.0,1.0,0.2295488349033217,707.1448639559621,1554,2017,3,3077,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,9.010467722403735,8.0,800.0,1.0459878792050192,0.2295488349033217,1.0,1.0,0.2295488349033217,901.0467722403736,1554,2017,4,4077,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,10.336278163405195,8.0,800.0,0.7979197950438599,0.2295488349033217,1.0,1.0,0.2295488349033217,1033.6278163405198,1554,2017,5,5077,4,energy/building01/CT13/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.224416445970933,8.0,800.0,0.630416125800573,0.7978521794061908,1.0,1.0,0.7978521794061908,822.4416445970933,960,4749,0,77,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,8.715320206920916,8.0,800.0,0.8503779591028502,0.7978521794061908,1.0,1.0,0.7978521794061908,871.5320206920917,960,4749,1,1077,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.776514905165658,8.0,800.0,0.9457709752751936,0.7978521794061908,1.0,1.0,0.7978521794061908,777.6514905165658,960,4749,2,2077,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.9885576253337085,8.0,800.0,0.7458015434247428,0.7978521794061908,1.0,1.0,0.7978521794061908,798.8557625333708,960,4749,3,3077,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.791073608898653,8.0,800.0,1.071130462636232,0.7978521794061908,1.0,1.0,0.7978521794061908,779.1073608898653,960,4749,4,4077,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,1.0,8,100.0,7.994914293671399,8.0,800.0,0.997940499898317,0.7978521794061908,1.0,1.0,0.7978521794061908,799.4914293671399,960,4749,5,5077,4,energy/building01/CT17/current
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7155450512500819,0.669082757332337,66.9082757332337,0.5926712806964257,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,71.55450512500819,6,8960,0,77,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.735912108030036,0.669082757332337,66.9082757332337,0.6841379513872006,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,73.5912108030036,6,8960,1,1077,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7289488926466204,0.669082757332337,66.9082757332337,0.755839675875984,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.89488926466204,6,8960,2,2077,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7255753034006173,0.669082757332337,66.9082757332337,0.8032984265670045,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.55753034006173,6,8960,3,3077,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7260175847592517,0.669082757332337,66.9082757332337,0.8194497418476487,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.60175847592517,6,8960,4,4077,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7290171012782258,0.669082757332337,66.9082757332337,1.005765354812752,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.90171012782258,6,8960,5,5077,1,energy
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7155450512500819,0.669082757332337,66.9082757332337,0.5926712806964257,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,71.55450512500819,6,8960,0,77,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.735912108030036,0.669082757332337,66.9082757332337,0.6841379513872006,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,73.5912108030036,6,8960,1,1077,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7289488926466204,0.669082757332337,66.9082757332337,0.755839675875984,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.89488926466204,6,8960,2,2077,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7255753034006173,0.669082757332337,66.9082757332337,0.8032984265670045,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.55753034006173,6,8960,3,3077,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7260175847592517,0.669082757332337,66.9082757332337,0.8194497418476487,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.60175847592517,6,8960,4,4077,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,0.7290171012782258,0.669082757332337,66.9082757332337,1.005765354812752,0.9993303571428572,0.1807230059296175,5.978333705606433,5.974330357142857,72.90171012782258,6,8960,5,5077,2,energy/building01
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.946045334788229,4.0,400.0,0.8298289104363621,0.9993303571428572,1.0,1.0,0.9993303571428572,394.6045334788229,6,8960,0,77,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.066319487771024,4.0,400.0,0.9459995154090396,0.9993303571428572,1.0,1.0,0.9993303571428572,406.6319487771024,6,8960,1,1077,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.016075282306999,4.0,400.0,0.8622230373789384,0.9993303571428572,1.0,1.0,0.9993303571428572,401.6075282306999,6,8960,2,2077,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.001168656153863,4.0,400.0,0.7895728501381153,0.9993303571428572,1.0,1.0,0.9993303571428572,400.1168656153863,6,8960,3,3077,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.014322179496099,4.0,400.0,0.9410638553289316,0.9993303571428572,1.0,1.0,0.9993303571428572,401.4322179496099,6,8960,4,4077,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.032104605058376,4.0,400.0,1.030767943476237,0.9993303571428572,1.0,1.0,0.9993303571428572,403.21046050583766,6,8960,5,5077,3,energy/building01/CT1
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.880717518470336,4.0,400.0,0.6810272757035167,0.9171024300215318,1.0,1.0,0.9171024300215318,388.0717518470336,539,6502,0,77,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.082023887900776,4.0,400.0,0.926650043210568,0.9171024300215318,1.0,1.0,0.9171024300215318,408.2023887900776,539,6502,1,1077,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.0019559092207695,4.0,400.0,0.8866048601194768,0.9171024300215318,1.0,1.0,0.9171024300215318,400.195590922077,539,6502,2,2077,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.9944845603902888,4.0,400.0,0.8727772381869449,0.9171024300215318,1.0,1.0,0.9171024300215318,399.4484560390289,539,6502,3,3077,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.023890543594526,4.0,400.0,0.9711631287089352,0.9171024300215318,1.0,1.0,0.9171024300215318,402.3890543594526,539,6502,4,4077,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.966431281555223,4.0,400.0,0.832442590305146,0.9171024300215318,1.0,1.0,0.9171024300215318,396.6431281555223,539,6502,5,5077,3,energy/building01/CT2
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.9366050573997535,4.0,400.0,0.6759449520974513,0.8815426997245179,1.0,1.0,0.8815426997245179,393.66050573997535,688,5808,0,77,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.038068493548167,4.0,400.0,1.0192100883558295,0.8815426997245179,1.0,1.0,0.8815426997245179,403.8068493548167,688,5808,1,1077,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.997197250647071,4.0,400.0,0.8570138915609343,0.8815426997245179,1.0,1.0,0.8815426997245179,399.7197250647071,688,5808,2,2077,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.021401813877214,4.0,400.0,0.8003392512494051,0.8815426997245179,1.0,1.0,0.8815426997245179,402.1401813877214,688,5808,3,3077,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.001619737129682,4.0,400.0,0.9702264672348238,0.8815426997245179,1.0,1.0,0.8815426997245179,400.1619737129682,688,5808,4,4077,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.03908831382998,4.0,400.0,0.8341332589485335,0.8815426997245179,1.0,1.0,0.8815426997245179,403.908831382998,688,5808,5,5077,3,energy/building01/CT3
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.167001305803971,4.0,400.0,0.8749551314676006,0.4870081662954714,1.0,1.0,0.4870081662954714,416.7001305803971,1382,2694,0,77,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.400102167763354,4.0,400.0,0.8979841692849971,0.4870081662954714,1.0,1.0,0.4870081662954714,440.0102167763354,1382,2694,1,1077,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.930203494347917,4.0,400.0,0.8460144790769918,0.4870081662954714,1.0,1.0,0.4870081662954714,393.0203494347917,1382,2694,2,2077,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.90510088005031,4.0,400.0,1.034230969742833,0.4870081662954714,1.0,1.0,0.4870081662954714,390.510088005031,1382,2694,3,3077,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.3504625149629526,4.0,400.0,0.8936141619356954,0.4870081662954714,1.0,1.0,0.4870081662954714,435.04625149629527,1382,2694,4,4077,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.214523090004724,4.0,400.0,0.8513014706533029,0.4870081662954714,1.0,1.0,0.4870081662954714,421.4523090004725,1382,2694,5,5077,3,energy/building01/CT4
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.4256284164911266,4.0,400.0,0.8825538223630549,0.2092911877394636,1.0,1.0,0.2092911877394636,342.56284164911267,1651,2088,0,77,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.956331596203271,4.0,400.0,0.8204548031807313,0.2092911877394636,1.0,1.0,0.2092911877394636,395.6331596203271,1651,2088,1,1077,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.796420120536169,4.0,400.0,0.8893877288048386,0.2092911877394636,1.0,1.0,0.2092911877394636,379.6420120536169,1651,2088,2,2077,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.290166143102266,4.0,400.0,0.7459966518972825,0.2092911877394636,1.0,1.0,0.2092911877394636,429.0166143102266,1651,2088,3,3077,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.38140017861433,4.0,400.0,1.0523968199982183,0.2092911877394636,1.0,1.0,0.2092911877394636,438.14001786143297,1651,2088,4,4077,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.19881236755486,4.0,400.0,0.8105039615407835,0.2092911877394636,1.0,1.0,0.2092911877394636,419.881236755486,1651,2088,5,5077,3,energy/building01/CT5
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.9460317187168,4.0,400.0,0.8336888136899837,0.9993303571428572,1.0,1.0,0.9993303571428572,394.60317187168,6,8960,0,77,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.066333103842452,4.0,400.0,0.9491780633097094,0.9993303571428572,1.0,1.0,0.9993303571428572,406.6333103842453,6,8960,1,1077,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.0160616662355695,4.0,400.0,0.863548027002034,0.9993303571428572,1.0,1.0,0.9993303571428572,401.606166623557,6,8960,2,2077,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.001173790082434,4.0,400.0,0.7890795187333349,0.9993303571428572,1.0,1.0,0.9993303571428572,400.1173790082434,6,8960,3,3077,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.01430856342467,4.0,400.0,0.9413519246557108,0.9993303571428572,1.0,1.0,0.9993303571428572,401.4308563424671,6,8960,4,4077,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.032090988986948,4.0,400.0,1.0295115345910448,0.9993303571428572,1.0,1.0,0.9993303571428572,403.2090988986948,6,8960,5,5077,3,energy/building01/CT6
energy,current,static,uniform,1,,0.1,2.0,8,100.0,3.946024129431086,4.0,400.0,0.8326581776090054,0.9993303571428572,1.0,1.0,0.9993303571428572,394.60241294310856,6,8960,0,77,3,energy/building01/CT7
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.066340693128166,4.0,400.0,0.9491780964969568,0.9993303571428572,1.0,1.0,0.9993303571428572,406.6340693128166,6,8960,1,1077,3,energy/building01/CT7
energy,current,static,uniform,1,,0.1,2.0,8,100.0,4.016054076949856,4.0,400.0,0.8627510998666852,0.9993303571428572,1.0,1.0,0.9993303571428572,401.6054076949856,6,8960,2,2077,3,energy/building01/CT7
