dataset,sensor,clamp_mode,subscription_level,scope,strategy,P,epsilon,w,normalized_mae_mean,normalized_mae_std,mae_mean,mae_std,kl_divergence_mean,kl_divergence_std,release_rate_mean,release_rate_std,attribution_advantage_mean,attribution_advantage_std,avg_n_tau_mean,avg_n_tau_std,n_trials
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,0.1,8,0.3901264052218006,0.0397196586953407,39.01264052218006,3.97196586953407,0.0447609232864548,0.0146105208615736,0.1876551443073617,0.0083748006171277,0.0053687424562981,0.0002277779125695,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,0.25,8,0.3248091385288165,0.0404984535001516,32.48091385288165,4.049845350015165,0.1181369373637885,0.1771210309905525,0.1855062798710681,0.0091858301710672,0.0106462254227243,0.0003925933790065,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,0.5,8,0.2666015647816404,0.0225262162386195,26.66015647816404,2.2526216238619563,0.1222299359053988,0.0431661957535344,0.1796710014449261,0.0079938915821939,0.0180498353866912,0.0004176180402563,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,1.0,8,0.2038959026308888,0.0280292615064286,20.38959026308888,2.8029261506428638,0.1617764035540573,0.1817490950852759,0.1655551850616872,0.0112902082984734,0.0281604749919393,0.0009380322454274,0.2467489163054351,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,2.0,8,0.1582910554128872,0.0098354647569707,15.82910554128872,0.9835464756970712,0.2036915973378686,0.1268034004307195,0.1496424734170649,0.007867835816326,0.0442224709468555,0.0004634865492842,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,4.0,8,0.1080684445255612,0.0063045356707719,10.806844452556122,0.6304535670771949,0.3058741263741732,0.1504580079193263,0.1186877107183876,0.0036276594180067,0.0662494968730183,0.0009861211429209,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,p_gated_ba,6,8.0,8,0.0690831782510519,0.0027048668343862,6.908317825105191,0.2704866834386263,0.3137732573674491,0.1284721168409167,0.0781742062168871,0.0031191175236586,0.0914267164030371,0.0013425037803372,0.1094809380904746,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,0.1,8,79.74265241019171,4.961440563308145,7974.26524101917,496.1440563308144,0.8852736945208065,0.098409021866087,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,0.25,8,31.89705057437292,1.984620094059211,3189.7050574372915,198.4620094059213,0.8849048351647272,0.0989043440812379,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,0.5,8,15.948516629099984,0.9923466102560916,1594.8516629099986,99.2346610256092,0.8849056476572144,0.0989032475070769,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,1.0,8,7.974249656463519,0.4962098795027816,797.424965646352,49.62098795027817,0.8853956033381444,0.0997686933266777,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,2.0,8,3.987116184295969,0.2481415447568701,398.7116184295969,24.814154475687,0.8821509119498127,0.0998093825128936,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,4.0,8,1.9935496785251297,0.124107557835409,199.3549678525129,12.41075578354091,0.8787807464686228,0.100637215487829,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT10,uniform,1,8.0,8,0.9967666856987024,0.0620910418938439,99.67666856987024,6.209104189384398,0.8751700577731523,0.103727329940174,0.4249352890422779,0.0,1.0,0.0,0.4249352890422779,0.0,12
energy,current,static,3,energy/building01/CT13,n_weighted,6,0.1,8,0.4646667324547135,0.0098892936592401,46.46667324547136,0.9889293659240116,0.0828312779902037,0.0336755531255682,0.496748645268862,0.0049970100705493,0.0630397988336226,0.0001112637060672,0.0411004585243851,0.0,6
energy,current,static,3,energy/building01/CT13,n_weighted,6,0.25,8,0.3692748093382146,0.0122606819308624,36.92748093382146,1.2260681930862471,0.1574803943266417,0.0449780283318297,0.49137140475198,0.0049923484523817,0.0638352374866996,0.0001376376574602,0.0411004585243851,0.0,6
energy,current,static,3,energy/building01/CT13,n_weighted,6,0.5,8,0.2938439390436431,0.0080670619691859,29.384393904364316,0.8067061969185949,0.277716949762234,0.1597096081403221,0.4817979713769626,0.0047155435005611,0.0650317961677056,0.0001237483521019,0.0411004585243851,0.0,6
energy,current,static,3,energy/building01/CT13,n_weighted,6,1.0,8,0.2359762566887643,0.0151189297324199,23.59762566887644,1.511892973241998,0.2821985108734162,0.0541688746131547,0.470323441147049,0.0085838480169199,0.0674061520015452,0.0001803328828758,0.1367122374124708,0.0,6
energy,current,static,3,energy/building01/CT13,n_weighted,6,2.0,8,0.17527571660335,0.0060533873271119,17.527571660335006,0.6053387327112013,0.3712316144073244,0.0978370301634317,0.4370107915335093,0.007473434148689,0.0715870729517333,0.0003004146536221,0.0650270946227594,0.0,6
energy,current,static,3,energy/building01/CT13,n_weighted,6,4.0,8,0.1347375238845854,0.0066239206739351,13.473752388458545,0.6623920673935123,0.5961884651023374,0.2039048728843114,0.3867400244525953,0.0088533539127384,0.0802280966837854,0.0006998848650625,0.1367122374124708,0.0,6
