dataset,sensor,clamp_mode,subscription_level,scope,strategy,P,epsilon,w,normalized_mae_mean,normalized_mae_std,mae_mean,mae_std,kl_divergence_mean,kl_divergence_std,release_rate_mean,release_rate_std,attribution_advantage_mean,attribution_advantage_std,avg_n_tau_mean,avg_n_tau_std,n_trials
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,0.25,8,0.5873041197351526,0.0673803135573696,117.46082394703052,13.476062711473938,0.4309052179972898,0.6672263981521341,0.4956666666666667,0.0115181016954473,0.0638007716427245,0.0003199794781921,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,0.5,8,0.5109001870978792,0.0495345229657133,102.18003741957584,9.906904593142675,0.5885666569443488,0.7498824254092182,0.4876666666666667,0.0120443624433453,0.064569117068755,0.0006562247675658,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,1.0,8,0.4691422702313676,0.0336506772089995,93.82845404627352,6.730135441799919,1.4468411503934937,0.6414264322561349,0.4743333333333333,0.0266958174002345,0.0292009726615075,0.0016478085757948,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,2.0,8,0.3995282412306975,0.016757174628111,79.9056482461395,3.3514349256222187,2.0499264554777934,0.392459361454938,0.4491666666666666,0.0119902738361835,0.0424240590284179,0.0017063290056023,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,4.0,8,0.3651808689470901,0.006742038832222,73.03617378941802,1.3484077664444012,2.9725709295482976,0.5317206569161096,0.4073333333333333,0.0176030300422019,0.0619440590956071,0.001555416683408,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,n_weighted,6,8.0,8,0.3532341046568258,0.0077732545817222,70.64682093136517,1.5546509163444555,4.714491889736498,0.8931289624010779,0.3316666666666666,0.0123071794764952,0.0866095810982375,0.0011518774055647,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,0.1,8,0.6488498780586108,0.0957562993628144,129.76997561172217,19.15125987256289,0.577150568895843,0.7406730141388381,0.1785,0.0183575597506858,0.0629510712257875,0.0004942725646339,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,0.25,8,0.5884797637686923,0.0648710030504855,117.69595275373848,12.9742006100971,0.3304200683454887,0.6038255754700005,0.1865,0.0208173878371815,0.0636933536411936,0.0007195454282338,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,0.5,8,0.5206361116962582,0.0508191501503693,104.12722233925166,10.163830030073878,0.3666501407475311,0.6448041741709344,0.1951666666666666,0.0159933698384011,0.064402348551068,0.0006198221986184,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,1.0,8,0.4705379905814162,0.0376504194686973,94.10759811628324,7.530083893739469,0.6667487864257975,0.6369119326938681,0.2065,0.0217402015546398,0.0664896878334673,0.0012343194293938,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,2.0,8,0.4061866802331303,0.0281026407597522,81.23733604662607,5.620528151950447,1.3479879214056762,0.598821610070821,0.266,0.0258175416053785,0.038278033663977,0.0026396666378174,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,4.0,8,0.3655914567742035,0.0170132675184519,73.11829135484071,3.4026535036903915,1.834217703631428,0.3799950799384115,0.227,0.0190501729889544,0.0780181326272978,0.0017025429017537,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,p_gated_ba,6,8.0,8,0.3380244148248397,0.0125517793477264,67.60488296496794,2.5103558695452923,2.2153260661736134,0.2089561953531994,0.2015,0.0161216962788997,0.0912488801827929,0.0018134640430686,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,0.1,8,79.66442619738838,2.9796586108563323,15932.885239477677,595.9317221712664,0.8914602287823171,0.1040879560828302,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,0.25,8,31.865770478955355,1.1918634443425329,6373.154095791072,238.37268886850663,0.8914602287823171,0.1040879560828302,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,0.5,8,15.932885239477676,0.5959317221712663,3186.577047895536,119.18634443425331,0.8914631240500143,0.1040837589538883,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,1.0,8,7.966442619738839,0.297965861085633,1593.288523947768,59.59317221712656,0.8914650242991891,0.1040874196610819,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,2.0,8,3.9832213098694194,0.1489829305428165,796.644261973884,29.79658610856333,0.888947776094342,0.1036770950426102,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,4.0,8,1.9916106549347097,0.0744914652714082,398.322130986942,14.898293054281664,0.8846291106201027,0.1018117034145473,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine4/temperature,uniform,1,8.0,8,0.9958053274673548,0.0372457326357041,199.161065493471,7.44914652714082,0.887298024999136,0.1038306944854465,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,0.1,8,0.6842941737564424,0.0866369036895307,136.8588347512885,17.327380737906143,0.7523222313286287,0.9521016719528028,0.4998333333333333,0.0119233664150132,0.0629925197540959,0.0001877568905757,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,0.25,8,0.5870519635558666,0.0676499635702537,117.41039271117332,13.52999271405075,0.4310867714707512,0.6671152593965548,0.4956666666666667,0.0115181016954473,0.0638007716427245,0.0003199794781921,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,0.5,8,0.5106783996884205,0.0496125249032191,102.13567993768407,9.922504980643827,0.5880761694986111,0.7495098353206354,0.4876666666666667,0.0120443624433453,0.064569117068755,0.0006562247675658,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,1.0,8,0.4686139016537531,0.0334766653311597,93.7227803307506,6.695333066231944,1.4517761912178395,0.6383510853884953,0.4743333333333333,0.0266958174002345,0.0292009726615075,0.0016478085757948,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,2.0,8,0.3990950385100034,0.0167032686235634,79.81900770200069,3.3406537247127024,2.048696944491509,0.3805828638543242,0.4491666666666666,0.0119902738361835,0.0424240590284179,0.0017063290056023,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,4.0,8,0.3647493075916397,0.0066526808459667,72.94986151832796,1.3305361691933535,2.986117583869321,0.5133147663937953,0.4073333333333333,0.0176030300422019,0.0619440590956071,0.001555416683408,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,n_weighted,6,8.0,8,0.3527645053965695,0.0077879716744254,70.55290107931391,1.557594334885093,4.704929388781442,0.9241255671761514,0.3316666666666666,0.0123071794764952,0.0866095810982375,0.0011518774055647,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,0.1,8,0.6451248857774773,0.0978777674569818,129.02497715549546,19.575553491396363,0.364390497316756,0.6191484927482588,0.1785,0.0183575597506858,0.0629510712257875,0.0004942725646339,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,0.25,8,0.583657358037353,0.0626358549123644,116.7314716074706,12.527170982472894,0.3327687683179883,0.602793932818153,0.1861666666666666,0.0210749024944723,0.0636938219112363,0.0007148950651052,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,0.5,8,0.5190240516828039,0.0519414382449586,103.80481033656076,10.388287648991732,0.3582513460573926,0.6226451045561482,0.1956666666666666,0.016052942711446,0.064399800612456,0.0006247698833528,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,1.0,8,0.4699774910843086,0.0419161984434129,93.99549821686172,8.383239688682583,0.615442793173746,0.5593258197945302,0.208,0.0234326889001435,0.0664658349769721,0.0012388868221826,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,2.0,8,0.4047793140399665,0.0265879273528282,80.95586280799331,5.317585470565646,1.210478958289268,0.7264787193708313,0.2645,0.029,0.038428634206314,0.0025626749352588,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,4.0,8,0.3669800664398689,0.0144141614790704,73.39601328797379,2.8828322958140897,1.739154768435596,0.3533226052467432,0.2268333333333333,0.0172723285440421,0.0781914521910139,0.0017734921808479,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,p_gated_ba,6,8.0,8,0.3368015586730686,0.0134315241716824,67.36031173461372,2.6863048343364984,2.2847521790603835,0.2575176195198956,0.2005,0.0180277563773199,0.0910663795554707,0.0017889302358839,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,0.1,8,79.66442619738838,2.9796586108563323,15932.885239477677,595.9317221712664,0.8914602287823171,0.1040879560828302,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,0.25,8,31.865770478955355,1.1918634443425329,6373.154095791072,238.37268886850663,0.8913742109500064,0.1032869930760122,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,0.5,8,15.932885239477676,0.595931722171266,3186.577047895536,119.18634443425312,0.8913742109500064,0.1032869930760122,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,1.0,8,7.966442619738839,0.2979658610856331,1593.288523947768,59.59317221712666,0.8913424495757063,0.1032693685123569,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,2.0,8,3.9832213098694194,0.1489829305428165,796.644261973884,29.79658610856333,0.8905351596441969,0.1034388919123862,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,4.0,8,1.9916106549347097,0.0744914652714082,398.322130986942,14.89829305428164,0.8889069480598725,0.1039124934509188,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/sorting/machine8/temperature,uniform,1,8.0,8,0.9958053274673548,0.0372457326357041,199.161065493471,7.44914652714082,0.8898138308784111,0.1047066773718428,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,0.1,8,0.6843838955130099,0.0866428850234084,136.876779102602,17.328577004681684,0.7508589296679445,0.9497325147878334,0.4998333333333333,0.0119233664150132,0.0629925197540959,0.0001877568905757,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,0.25,8,0.5870383132772136,0.0674273410556619,117.40766265544272,13.485468211132396,0.4310867714707512,0.6671152593965548,0.4956666666666667,0.0115181016954473,0.0638007716427245,0.0003199794781921,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,0.5,8,0.510580692181024,0.0495196886949101,102.1161384362048,9.903937738982044,0.588199395757102,0.750178054719626,0.4876666666666667,0.0120443624433453,0.064569117068755,0.0006562247675658,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,1.0,8,0.4687039087009665,0.0336090245582005,93.7407817401933,6.721804911640111,1.447543496997434,0.6404937039238019,0.4743333333333333,0.0266958174002345,0.0292009726615075,0.0016478085757948,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,2.0,8,0.3991384460297174,0.0167748557247637,79.82768920594347,3.3549711449527537,2.046943787502685,0.3790512041713084,0.4491666666666666,0.0119902738361835,0.0424240590284179,0.0017063290056023,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,4.0,8,0.3648498968447658,0.006660471884826,72.96997936895316,1.3320943769652172,2.952133917700237,0.5441832995774235,0.4073333333333333,0.0176030300422019,0.0619440590956071,0.001555416683408,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,n_weighted,6,8.0,8,0.352792966311305,0.0077485855994557,70.558593262261,1.5497171198911504,4.576138926961242,0.7491192768951611,0.3316666666666666,0.0123071794764952,0.0866095810982375,0.0011518774055647,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,0.1,8,0.644848855326121,0.0971373567210911,128.96977106522422,19.42747134421824,0.364390497316756,0.6191484927482588,0.1785,0.0183575597506858,0.0629510712257875,0.0004942725646339,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,0.25,8,0.583863135460773,0.0627900489464435,116.7726270921546,12.5580097892887,0.3297656339368679,0.6041230532065867,0.1865,0.0210518839580171,0.0637233210323816,0.0007657288010548,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,0.5,8,0.5163237040735397,0.0496329371483376,103.26474081470792,9.926587429667531,0.3642767761222913,0.6354524447535237,0.1953333333333333,0.0156049720126359,0.0644030061376847,0.0006256992183947,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,1.0,8,0.4647444542922514,0.0393885683894792,92.94889085845028,7.877713677895848,0.978043891181902,0.7659022674944116,0.208,0.0224661361325723,0.0664030373514426,0.0012971461162121,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,2.0,8,0.4028158523351015,0.0335192752266706,80.5631704670203,6.703855045334129,1.184410061894427,0.7015011172816873,0.264,0.0316400206872705,0.0383670799040203,0.0026593507506616,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,4.0,8,0.3657634145684563,0.0155596217664181,73.15268291369128,3.111924353283633,1.7999035493413376,0.3519613020194532,0.2271666666666666,0.0191208279267938,0.077977361525321,0.0016961165186018,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,p_gated_ba,6,8.0,8,0.3386501237430632,0.0131148602882011,67.73002474861264,2.622972057640232,2.258983498100175,0.256276798601791,0.2041666666666667,0.016084059490594,0.0912165887084475,0.0015123183044761,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,0.1,8,79.66442619738838,2.9796586108563323,15932.885239477677,595.9317221712664,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,0.25,8,31.865770478955355,1.1918634443425329,6373.154095791072,238.37268886850663,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,0.5,8,15.932885239477676,0.5959317221712663,3186.577047895536,119.18634443425331,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,1.0,8,7.966442619738839,0.2979658610856331,1593.288523947768,59.59317221712666,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,2.0,8,3.9832213098694194,0.1489829305428165,796.644261973884,29.79658610856333,0.8914515967313915,0.1040931039604826,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,4.0,8,1.9916106549347097,0.0744914652714082,398.322130986942,14.89829305428164,0.8898847241616572,0.1054494105607327,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine2/temperature,uniform,1,8.0,8,0.9958053274673548,0.0372457326357041,199.161065493471,7.449146527140832,0.88888004760117,0.1035365102156703,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,0.1,8,0.6844097447222107,0.0866824524728367,136.88194894444214,17.336490494567343,0.7523222313286287,0.9521016719528028,0.4998333333333333,0.0119233664150132,0.0629925197540959,0.0001877568905757,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,0.25,8,0.5871229035736333,0.067511251401974,117.42458071472667,13.502250280394795,0.4310867714707512,0.6671152593965548,0.4956666666666667,0.0115181016954473,0.0638007716427245,0.0003199794781921,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,0.5,8,0.5104829776936732,0.0494166877504575,102.09659553873466,9.883337550091518,0.5855742276965888,0.7513679617277088,0.4876666666666667,0.0120443624433453,0.064569117068755,0.0006562247675658,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,1.0,8,0.4687353599622162,0.0337138823689593,93.74707199244324,6.7427764737918645,1.4489660635692598,0.6386335169131588,0.4743333333333333,0.0266958174002345,0.0292009726615075,0.0016478085757948,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,2.0,8,0.399107170175091,0.0167667319703443,79.82143403501821,3.353346394068875,2.048271776639796,0.3798199398002618,0.4491666666666666,0.0119902738361835,0.0424240590284179,0.0017063290056023,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,4.0,8,0.3647190637461519,0.0067498084140717,72.94381274923039,1.349961682814346,2.989633637990567,0.508786961840618,0.4073333333333333,0.0176030300422019,0.0619440590956071,0.001555416683408,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,n_weighted,6,8.0,8,0.3528462012563218,0.0078059565698569,70.56924025126436,1.5611913139713909,4.657396752084393,0.8914777427841282,0.3316666666666666,0.0123071794764952,0.0866095810982375,0.0011518774055647,1.0,0.0,6
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,0.1,8,0.6453384289851164,0.0978766728299007,129.06768579702324,19.575334565980157,0.364390497316756,0.6191484927482588,0.1785,0.0183575597506858,0.0629510712257875,0.0004942725646339,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,0.25,8,0.5862933733540547,0.0668064447480117,117.25867467081096,13.36128894960235,0.330391499027251,0.6038384895575443,0.1859999999999999,0.0210971777517967,0.0636959070573209,0.0007183893890915,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,0.5,8,0.5129670195650715,0.0442307267107858,102.5934039130143,8.846145342157175,0.3865988635208963,0.6077520670495276,0.1946666666666666,0.015790292376436,0.0643417356036601,0.0004908128588285,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,1.0,8,0.4731121983164179,0.0394749084417492,94.62243966328356,7.894981688349853,0.6494353975035182,0.6089576085762242,0.2068333333333333,0.0226227292515266,0.0664894171810517,0.0012692269825281,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,2.0,8,0.4045943216275605,0.0190210970024714,80.9188643255121,3.8042194004942886,1.218583797203873,0.7168157847050817,0.2638333333333333,0.0258837728503728,0.0384760720416114,0.0027426190652072,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,4.0,8,0.3662230959055774,0.0155711162585465,73.2446191811155,3.1142232517093054,1.7951327272693238,0.3809311380335958,0.2271666666666666,0.0186490717942711,0.0781129284559637,0.0017412785763735,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,p_gated_ba,6,8.0,8,0.3354917715225653,0.0144079736922393,67.09835430451307,2.881594738447876,2.173804767431383,0.2389352818078894,0.1995,0.0172968730752647,0.091148310531117,0.0016989969844259,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,0.1,8,79.66442619738838,2.9796586108563323,15932.885239477677,595.9317221712664,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,0.25,8,31.865770478955355,1.1918634443425329,6373.154095791072,238.37268886850663,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,0.5,8,15.932885239477676,0.5959317221712663,3186.577047895536,119.18634443425331,0.8924724021456468,0.1060462014410571,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,1.0,8,7.966442619738839,0.2979658610856331,1593.288523947768,59.59317221712666,0.8926785965061405,0.1082756782537863,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,2.0,8,3.9832213098694194,0.1489829305428165,796.644261973884,29.79658610856333,0.8910495787103283,0.1086637050031535,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,4.0,8,1.9916106549347097,0.0744914652714082,398.322130986942,14.898293054281664,0.8900354349567391,0.1066633733677296,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,temperature,static,5,factory/line1/warehouse/machine6/temperature,uniform,1,8.0,8,0.9958053274673548,0.0372457326357041,199.161065493471,7.44914652714082,0.8896216701048586,0.1108418119284582,1.0,0.0,1.0,0.0,1.0,0.0,12
manufacturing,vibration,static,1,factory,n_weighted,6,0.1,8,0.4736561258969274,0.0542264612916659,0.4736561258969274,0.0542264612916659,0.2545857081795095,0.3518309857514773,0.5055,0.0108765803449429,0.0629383828757145,0.0002658301236255,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,0.25,8,0.3774129455754569,0.0380618203137625,0.3774129455754569,0.0380618203137625,0.1984921054404093,0.134153767977573,0.5081666666666667,0.0109620557682702,0.0635477544407098,0.000313936785456,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,0.5,8,0.3002840846066084,0.0264278556872455,0.3002840846066084,0.0264278556872455,0.3607405775222354,0.2731596461549866,0.5113333333333333,0.010745541711178,0.0644826952839072,0.000431124046462,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,1.0,8,0.2718425273294731,0.02248153231603,0.2718425273294731,0.02248153231603,0.5833674637449214,0.1226980980003302,0.52,0.0233923064275415,0.0277968816074084,0.0018543262828875,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,2.0,8,0.2045546152582898,0.0127393600514018,0.2045546152582898,0.0127393600514018,0.4032838002835774,0.1765365588462857,0.5493333333333333,0.0088242091241462,0.0418328722445018,0.0014201515148389,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,4.0,8,0.1425896591549963,0.0029465752577723,0.1425896591549963,0.0029465752577723,0.485390060109767,0.232832347571344,0.5941666666666666,0.0089758936416752,0.0598074895261755,0.0011288887361151,10.0,0.0,6
manufacturing,vibration,static,1,factory,n_weighted,6,8.0,8,0.0946216876059393,0.0017467739119388,0.0946216876059393,0.0017467739119388,0.51982578280671,0.2917272028369009,0.6773333333333333,0.0154358889172819,0.0778770431470985,0.0005808387989605,10.0,0.0,6
manufacturing,vibration,static,1,factory,p_gated_ba,6,0.1,8,0.4727476124941969,0.1032290739814603,0.4727476124941969,0.1032290739814603,0.1469644354557916,0.1034172283240301,0.177,0.0151837233426276,0.0628806640921909,0.0003880728876395,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,0.25,8,0.3751646148281124,0.1104523616794533,0.3751646148281124,0.1104523616794533,0.2430028376774747,0.3001904239153324,0.1831666666666666,0.0176986560010195,0.0634036527854011,0.0005612140472557,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,0.5,8,0.2893270374148036,0.0404327139239706,0.2893270374148036,0.0404327139239706,0.216086883514313,0.1180884217144415,0.1888333333333333,0.0140959912633688,0.0641007104908347,0.0007441156970412,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,1.0,8,0.2344584068821825,0.0247424627171637,0.2344584068821825,0.0247424627171637,0.3538720834914715,0.3295484012454557,0.1996666666666666,0.0142020058335775,0.0664572767972365,0.001403630072343,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,2.0,8,0.1720010218746517,0.0187453681513555,0.1720010218746517,0.0187453681513555,0.2860998807644544,0.2864124942010362,0.2019999999999999,0.0121055960012489,0.0421501855362148,0.0024306744250624,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,4.0,8,0.1235861557196597,0.0124422134369022,0.1235861557196597,0.0124422134369022,0.3464550188272952,0.1411399759382253,0.2138333333333333,0.0122164816638189,0.0768114480416449,0.0024986383693213,10.0,0.0,12
manufacturing,vibration,static,1,factory,p_gated_ba,6,8.0,8,0.075208038815514,0.0109499296851781,0.075208038815514,0.0109499296851781,0.3489619092121978,0.1276461943444977,0.2015,0.0222117904808152,0.0867168294805478,0.0013547717483406,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,0.1,8,7.966442619738839,0.2979658610856333,7.966442619738839,0.2979658610856333,0.8915088427839666,0.1048107356550811,1.0,0.0,0.1,0.0,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,0.25,8,3.186577047895536,0.1191863444342532,3.186577047895536,0.1191863444342532,0.8899617734853482,0.1059935386966333,1.0,0.0,0.1,0.0,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,0.5,8,1.593288523947768,0.0595931722171266,1.593288523947768,0.0595931722171266,0.8899752885976739,0.1060372832390611,1.0,0.0,0.1,0.0,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,1.0,8,0.7966442619738839,0.0297965861085633,0.7966442619738839,0.0297965861085633,0.8899761286453125,0.1060183411745563,1.0,0.0,0.1,0.0,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,2.0,8,0.3983221309869419,0.0148982930542816,0.3983221309869419,0.0148982930542816,0.8900373504001052,0.1066606499662198,1.0,0.0,0.1,0.0,10.0,0.0,12
manufacturing,vibration,static,1,factory,uniform,1,4.0,8,0.1991610654934709,0.0074491465271408,0.1991610654934709,0.0074491465271408,0.8783493999580042,0.1076492213388766,1.0,0.0,0.1,0.0,10.0,0.0,12
