dataset,sensor,clamp_mode,leaf_publisher,P_min,P_max,epsilon,w,epsilon_count,n_levels,trial,seed,greedy_level,greedy_scope,greedy_n_pubs,greedy_normalized_mae,greedy_release_rate,greedy_levels_probed,greedy_eps_count_spent,brute_level,brute_scope,brute_normalized_mae,brute_release_rate,brute_levels_probed,brute_eps_count_spent,nmae_gap,eps_count_saved,probe_speedup
traffic,speed,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,4,4077,5,traffic/intersection01/lidar/OS1_LIDAR_1/speed,1,0.9873524273810554,0.4734982332155477,1,0.05,5,traffic/intersection01/lidar/OS1_LIDAR_1/speed,0.9873524273810554,0.4734982332155477,5,0.25,0.0,0.2,5.0
traffic,speed,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,5,5077,5,traffic/intersection01/lidar/OS1_LIDAR_1/speed,1,1.0657149916117103,0.4805653710247349,1,0.05,5,traffic/intersection01/lidar/OS1_LIDAR_1/speed,1.0657149916117103,0.4805653710247349,5,0.25,0.0,0.2,5.0
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,0,77,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1,1.559036756826376,0.431095406360424,1,0.05,2,traffic/intersection01,1.3321449397528788,0.5352112676056338,5,0.25,0.2268918170734972,0.2,5.0
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,1,1077,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1,1.3265615243543332,0.4770318021201413,1,0.05,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1.3265615243543332,0.4770318021201413,5,0.25,0.0,0.2,5.0
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,2,2077,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1,1.1666247997020982,0.4664310954063604,1,0.05,3,traffic/intersection01/lidar,1.1178106145531488,0.4911660777385159,5,0.25,0.0488141851489494,0.2,5.0
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,3,3077,2,traffic/intersection01,6,1.0881606525338412,0.5686619718309859,4,0.2,2,traffic/intersection01,1.0881606525338412,0.5686619718309859,5,0.25,0.0,0.0499999999999999,1.25
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,4,4077,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1,0.9899092462628196,0.4734982332155477,1,0.05,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,0.9899092462628196,0.4734982332155477,5,0.25,0.0,0.2,5.0
traffic,object_count,static,OS1_LIDAR_1,3,,1.0,8,0.05,5,5,5077,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1,1.0749991604357707,0.4805653710247349,1,0.05,5,traffic/intersection01/lidar/OS1_LIDAR_1/object_count,1.0749991604357707,0.4805653710247349,5,0.25,0.0,0.2,5.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,0,77,4,health/hospital02/Device_6/heart_rate,1,1.9021070710917696,0.4033613445378151,1,0.05,1,health,1.4699230568055988,0.5546218487394958,4,0.2,0.4321840142861708,0.15,4.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,1,1077,4,health/hospital02/Device_6/heart_rate,1,0.7899120319486953,0.4369747899159664,1,0.05,4,health/hospital02/Device_6/heart_rate,0.7899120319486953,0.4369747899159664,4,0.2,0.0,0.15,4.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,2,2077,4,health/hospital02/Device_6/heart_rate,1,2.0399892616512565,0.4873949579831932,1,0.05,1,health,1.1797400953336652,0.6638655462184874,4,0.2,0.8602491663175913,0.15,4.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,3,3077,1,health,10,0.952833891160866,0.5798319327731093,4,0.2,1,health,0.952833891160866,0.5798319327731093,4,0.2,0.0,0.0,1.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,4,4077,4,health/hospital02/Device_6/heart_rate,1,0.7251737841996002,0.4621848739495798,1,0.05,4,health/hospital02/Device_6/heart_rate,0.7251737841996002,0.4621848739495798,4,0.2,0.0,0.15,4.0
wearable,heart_rate,static,Device_6,3,,1.0,8,0.05,4,5,5077,4,health/hospital02/Device_6/heart_rate,1,0.9938216195949756,0.4957983193277311,1,0.05,4,health/hospital02/Device_6/heart_rate,0.9938216195949756,0.4957983193277311,4,0.2,0.0,0.15,4.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,0,77,4,health/hospital02/Device_6/steps,1,1.9533564409345132,0.4033613445378151,1,0.05,1,health,1.4706611351579153,0.5546218487394958,4,0.2,0.4826953057765981,0.15,4.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,1,1077,4,health/hospital02/Device_6/steps,1,0.8255488990596522,0.4369747899159664,1,0.05,4,health/hospital02/Device_6/steps,0.8255488990596522,0.4369747899159664,4,0.2,0.0,0.15,4.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,2,2077,4,health/hospital02/Device_6/steps,1,2.0556259166980144,0.4873949579831932,1,0.05,1,health,1.204337433561856,0.6638655462184874,4,0.2,0.8512884831361585,0.15,4.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,3,3077,1,health,10,0.951590454181301,0.5798319327731093,4,0.2,1,health,0.951590454181301,0.5798319327731093,4,0.2,0.0,0.0,1.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,4,4077,4,health/hospital02/Device_6/steps,1,0.716764834886114,0.4621848739495798,1,0.05,4,health/hospital02/Device_6/steps,0.716764834886114,0.4621848739495798,4,0.2,0.0,0.15,4.0
wearable,steps,static,Device_6,3,,1.0,8,0.05,4,5,5077,4,health/hospital02/Device_6/steps,1,1.0244107447420885,0.4957983193277311,1,0.05,2,health/hospital02,1.00088743335727,0.5042016806722689,4,0.2,0.0235233113848183,0.15,4.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,0,77,4,health/hospital02/Device_6/temperature,1,1.9121482880631049,0.4033613445378151,1,0.05,1,health,1.446170016243585,0.5546218487394958,4,0.2,0.4659782718195195,0.15,4.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,1,1077,4,health/hospital02/Device_6/temperature,1,0.7936355257089197,0.4369747899159664,1,0.05,4,health/hospital02/Device_6/temperature,0.7936355257089197,0.4369747899159664,4,0.2,0.0,0.15,4.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,2,2077,4,health/hospital02/Device_6/temperature,1,2.034223759346638,0.4873949579831932,1,0.05,1,health,1.1748419270643853,0.6638655462184874,4,0.2,0.8593818322822526,0.15,4.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,3,3077,1,health,10,0.9570080693462798,0.5798319327731093,4,0.2,1,health,0.9570080693462798,0.5798319327731093,4,0.2,0.0,0.0,1.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,4,4077,4,health/hospital02/Device_6/temperature,1,0.7206310452772999,0.4621848739495798,1,0.05,4,health/hospital02/Device_6/temperature,0.7206310452772999,0.4621848739495798,4,0.2,0.0,0.15,4.0
wearable,temperature,static,Device_6,3,,1.0,8,0.05,4,5,5077,4,health/hospital02/Device_6/temperature,1,1.02623249115048,0.4957983193277311,1,0.05,4,health/hospital02/Device_6/temperature,1.02623249115048,0.4957983193277311,4,0.2,0.0,0.15,4.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,0,77,4,health/hospital02/Device_6/calories_burned,1,1.899143874893372,0.4033613445378151,1,0.05,1,health,1.4501183366493116,0.5546218487394958,4,0.2,0.4490255382440604,0.15,4.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,1,1077,4,health/hospital02/Device_6/calories_burned,1,0.7633883030045305,0.4369747899159664,1,0.05,4,health/hospital02/Device_6/calories_burned,0.7633883030045305,0.4369747899159664,4,0.2,0.0,0.15,4.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,2,2077,4,health/hospital02/Device_6/calories_burned,1,2.0249540016146383,0.4873949579831932,1,0.05,1,health,1.179454456948094,0.6638655462184874,4,0.2,0.8454995446665443,0.15,4.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,3,3077,1,health,10,0.9562925445996316,0.5798319327731093,4,0.2,1,health,0.9562925445996316,0.5798319327731093,4,0.2,0.0,0.0,1.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,4,4077,4,health/hospital02/Device_6/calories_burned,1,0.7139148626606178,0.4621848739495798,1,0.05,4,health/hospital02/Device_6/calories_burned,0.7139148626606178,0.4621848739495798,4,0.2,0.0,0.15,4.0
wearable,calories_burned,static,Device_6,3,,1.0,8,0.05,4,5,5077,4,health/hospital02/Device_6/calories_burned,1,1.0075318640777209,0.4957983193277311,1,0.05,4,health/hospital02/Device_6/calories_burned,1.0075318640777209,0.4957983193277311,4,0.2,0.0,0.15,4.0
