dataset,sensor,clamp_mode,subscription_level,scope,normalized_mae_mean,normalized_mae_std,mae_mean,mae_std,kl_divergence_mean,kl_divergence_std,release_rate_mean,release_rate_std,attribution_advantage_mean,attribution_advantage_std,avg_n_tau_mean,avg_n_tau_std,eps_count_spent_mean,eps_count_spent_std,n_trials
wearable,calories_burned,static,3,health/hospital01/Device_5,0.9541680750217784,0.4905077565085546,47.7084037510889,24.525387825427728,0.4174760715992285,0.29028012448754,0.4418238993710692,0.0497114015939959,0.0713457476581978,0.0053978590296,0.9528301886792452,0.0,5.299999999999989,0.0,6
wearable,calories_burned,static,3,health/hospital02/Device_1,0.9565501474364524,0.4876978064385819,47.82750737182261,24.3848903219291,0.3112345002300313,0.1659571350940023,0.4396825396825397,0.0464295889184396,0.0705330061651256,0.0059456221724161,0.9523809523809522,0.0,5.249999999999989,0.0,6
wearable,calories_burned,static,3,health/hospital02/Device_6,1.1068032481093175,0.5278056088029525,55.34016240546588,26.390280440147627,0.3272613786517469,0.1608448927649914,0.4411764705882353,0.0468633394742812,0.0735549535314226,0.0052075643742473,1.0,0.0,5.949999999999986,0.0,6
wearable,calories_burned,static,3,health/hospital03/Device_2,0.9670816028667152,0.4876557809594251,48.35408014333576,24.38278904797125,0.412143365194545,0.2610723351025173,0.4391025641025641,0.0461805478316099,0.070817422680396,0.0063029020469651,0.951923076923077,0.0,5.1999999999999895,0.0,6
wearable,calories_burned,static,3,health/hospital03/Device_7,0.9678190835260432,0.505776527023374,48.39095417630215,25.288826351168694,0.4029360543263202,0.2681811070673531,0.4368932038834951,0.0467634740923972,0.0708031129070178,0.0061385350253946,0.941747572815534,0.0,5.14999999999999,0.0,6
wearable,calories_burned,static,3,health/hospital04/Device_3,0.9824779449590602,0.529732805037729,49.123897247953,26.48664025188645,0.3883564124086736,0.2551318606581582,0.4370748299319727,0.049325591957272,0.0695545680198355,0.0045589278194559,0.9183673469387756,0.0,4.899999999999991,0.0,6
wearable,calories_burned,static,3,health/hospital04/Device_8,0.9512165271097668,0.477188013900504,47.56082635548834,23.8594006950252,0.4059803881664359,0.2692133113202505,0.4444444444444445,0.0434297755539206,0.0707454785698954,0.0046801182242629,0.9629629629629628,0.0,5.399999999999989,0.0,6
wearable,calories_burned,static,3,health/hospital05/Device_4,0.960544427889903,0.5090969198962153,48.02722139449515,25.454845994810768,0.3647653802497271,0.2540306332272048,0.438943894389439,0.0450105006501183,0.0702960880675466,0.0059625734239835,0.9405940594059404,0.0,5.04999999999999,0.0,6
wearable,calories_burned,static,3,health/hospital05/Device_9,0.96112271471974,0.5050896935111049,48.056135735987,25.25448467555524,0.417629889773019,0.2959952123825946,0.4379084967320261,0.0445692212319798,0.0707481252129174,0.0066576285751294,0.9411764705882352,0.0,5.09999999999999,0.0,6
wearable,calories_burned,static,4,health/hospital01/Device_10/calories_burned,0.9613161366368482,0.492767963940694,48.065806831842416,24.638398197034707,0.416112165778518,0.2770682190383699,0.4391025641025641,0.0461805478316099,0.070817422680396,0.0063029020469651,0.951923076923077,0.0,5.1999999999999895,0.0,6
wearable,calories_burned,static,4,health/hospital01/Device_5/calories_burned,0.9541680750217784,0.4905077565085546,47.7084037510889,24.525387825427728,0.4174760715992285,0.29028012448754,0.4418238993710692,0.0497114015939959,0.0713457476581978,0.0053978590296,0.9528301886792452,0.0,5.299999999999989,0.0,6
wearable,calories_burned,static,4,health/hospital02/Device_1/calories_burned,0.9565501474364524,0.4876978064385819,47.82750737182261,24.3848903219291,0.3112345002300313,0.1659571350940023,0.4396825396825397,0.0464295889184396,0.0705330061651256,0.0059456221724161,0.9523809523809522,0.0,5.249999999999989,0.0,6
wearable,calories_burned,static,4,health/hospital02/Device_6/calories_burned,1.1068032481093175,0.5278056088029525,55.34016240546588,26.390280440147627,0.3272613786517469,0.1608448927649914,0.4411764705882353,0.0468633394742812,0.0735549535314226,0.0052075643742473,1.0,0.0,5.949999999999986,0.0,6
wearable,calories_burned,static,4,health/hospital03/Device_2/calories_burned,0.9670816028667152,0.4876557809594251,48.35408014333576,24.38278904797125,0.412143365194545,0.2610723351025173,0.4391025641025641,0.0461805478316099,0.070817422680396,0.0063029020469651,0.951923076923077,0.0,5.1999999999999895,0.0,6
wearable,calories_burned,static,4,health/hospital03/Device_7/calories_burned,0.9678190835260432,0.505776527023374,48.39095417630215,25.288826351168694,0.4029360543263202,0.2681811070673531,0.4368932038834951,0.0467634740923972,0.0708031129070178,0.0061385350253946,0.941747572815534,0.0,5.14999999999999,0.0,6
wearable,calories_burned,static,4,health/hospital04/Device_3/calories_burned,0.9824779449590602,0.529732805037729,49.123897247953,26.48664025188645,0.3883564124086736,0.2551318606581582,0.4370748299319727,0.049325591957272,0.0695545680198355,0.0045589278194559,0.9183673469387756,0.0,4.899999999999991,0.0,6
wearable,calories_burned,static,4,health/hospital04/Device_8/calories_burned,0.9512165271097668,0.477188013900504,47.56082635548834,23.8594006950252,0.4059803881664359,0.2692133113202505,0.4444444444444445,0.0434297755539206,0.0707454785698954,0.0046801182242629,0.9629629629629628,0.0,5.399999999999989,0.0,6
