dataset,clamp_mode,sensor,subscription_level,scope,P,epsilon,w,strategy,normalized_mae_mean,normalized_mae_std,mae_mean,mae_std,rmse_mean,rmse_std,relative_error_mean,relative_error_std,kl_divergence_mean,kl_divergence_std,kl_global_utility_mean,kl_global_utility_std,release_rate_mean,release_rate_std,attribution_advantage_mean,attribution_advantage_std,eps_count_spent_mean,eps_count_spent_std,n_trials
pune,static,pm10,1,air_quality,1,0.5,4,budget_absorption,1.3086396769745825,0.0387633768708688,1308.6396769745827,38.76337687086887,2185.2647631180766,68.85885365386646,78.66830849175126,2.330243644231761,0.3511263451680795,0.0495273130534978,0.8501667337574271,0.0155893380271278,0.5248853962017027,0.0054115216638441,0.1325803453469061,0.0007612567888337,0.0,0.0,6
pune,static,pm10,1,air_quality,1,0.5,8,budget_absorption,2.510365847729467,0.0806193439519929,2510.3658477294666,80.61934395199289,4174.67571031852,132.19860623051787,150.9095577729255,4.846397012109811,0.4431083374222127,0.2020091177572562,0.9625591778440424,0.0137749397008573,0.5136121246140893,0.0123555210233258,0.1325988873422389,0.0012645041459236,0.0,0.0,6
pune,static,pm10,1,air_quality,1,0.5,10,budget_absorption,3.202485615591439,0.1113183207504674,3202.485615591439,111.31832075046748,5367.589880967235,203.09757497477247,192.5160384332719,6.691852732011869,0.4367891248013913,0.1317712609196923,0.8804602850207534,0.0468447119720359,0.5253531668069978,0.013708759608222,0.1320024949715271,0.0015986010393978,0.0,0.0,6
pune,static,pm10,1,air_quality,1,0.5,12,budget_absorption,3.7165211304713446,0.1199466604435792,3716.521130471345,119.9466604435793,6163.439929176914,236.1146965878185,223.4170612066125,7.21054164286516,0.4262841286184863,0.1999454169236219,0.8776872200827777,0.0290965056063347,0.5122088127982037,0.007395865996969,0.1328159802114747,0.0005621649583785,0.0,0.0,6
pune,static,pm10,1,air_quality,1,1.0,4,budget_absorption,0.6304402498989298,0.0219300136220442,630.4402498989298,21.93001362204421,1060.0533328785966,49.89601233588184,37.89864310038725,1.3183132891368017,0.3815145381691729,0.151382268074141,0.8728984430420416,0.0118716727783133,0.4949013004022827,0.0124021858181817,0.1325893396921963,0.0005878422195922,0.0,0.0,6
pune,static,pm10,1,air_quality,1,1.0,8,budget_absorption,1.2628054065175949,0.0398734712267013,1262.8054065175943,39.87347122670128,2093.9642816523938,79.04179973087702,75.9130011361462,2.3969764865688323,0.4134161862599093,0.1568258911163612,0.928245467903213,0.0313415806039073,0.5152493217326223,0.0091659647123595,0.1317850811699975,0.0011569708973545,0.0,0.0,6
pune,static,pm10,1,air_quality,1,1.0,10,budget_absorption,1.6032935671353472,0.0556193047662039,1603.2935671353473,55.61930476620404,2662.6431546311246,147.4966787834481,96.38129972784982,3.343530463297616,0.3332904891236747,0.1361477801439369,0.9165154681931034,0.0264697006833612,0.5203480213303396,0.0144599690030533,0.1322512512043457,0.0011616879419647,0.0,0.0,6
pune,static,pm10,1,air_quality,1,1.0,12,budget_absorption,1.9404563165928563,0.0752899913627541,1940.4563165928564,75.28999136275407,3340.8034027992185,160.0092659174485,116.6496926651408,4.526025284942859,0.2888657184275678,0.1166686904194337,0.8530905592867534,0.0459410480109827,0.5188511553933951,0.0129721484400631,0.1328858729143276,0.000953420124181,0.0,0.0,6
pune,static,pm10,1,air_quality,1,2.0,4,budget_absorption,0.2909938267743762,0.0104865473471835,290.99382677437615,10.486547347183542,487.2575978005302,22.276610948231816,17.492968107772324,0.630394260724844,0.3537260762599203,0.0933679372813251,0.9028151309347964,0.0220688491856706,0.455795677799607,0.0077312165643339,0.1324641688728935,0.0010705961756585,0.0,0.0,6
pune,static,pm10,1,air_quality,1,2.0,8,budget_absorption,0.6048749501127194,0.0155788835155509,604.8749501127195,15.57888351555087,1029.1039111913412,58.86405675209122,36.3617961549276,0.9365178482069048,0.3971600104856807,0.1619363620161879,0.9624907833339248,0.0178174192479373,0.4830199270277855,0.0058550232098368,0.1325054859799615,0.0008648932146742,0.0,0.0,6
pune,static,pm10,1,air_quality,1,2.0,10,budget_absorption,0.7528481632912735,0.0200965513113827,752.8481632912734,20.096551311382708,1289.9750595084945,97.99143971877524,45.25714190033423,1.2080954948876044,0.4130088087933581,0.1233742214298259,0.9493177955332904,0.0120212667572643,0.4905042567125082,0.0135669604597604,0.1318165711058402,0.0010202691718749,0.0,0.0,6
pune,static,pm10,1,air_quality,1,2.0,12,budget_absorption,0.919085532300038,0.0266690558404161,919.085532300038,26.66905584041605,1556.153918658736,141.8553678026004,55.25042947837286,1.6031987635343128,0.4428896547101054,0.1618062356332117,0.8871040206986248,0.0260283548402513,0.495743287491814,0.0084696194575779,0.131799467030454,0.0012535586475298,0.0,0.0,6
pune,static,pm10,1,air_quality,1,4.0,4,budget_absorption,0.1275179025462353,0.0080569244032653,127.5179025462353,8.0569244032653,215.89380651075103,15.290931950063952,7.66568358902292,0.4843385277115546,0.3503162140245686,0.1315666248135173,0.9687429435679208,0.0060974355582338,0.3746842548414257,0.0063208254887496,0.1334272367063398,0.0013009261247431,0.0,0.0,6
pune,static,pm10,1,air_quality,1,4.0,8,budget_absorption,0.2873162679671092,0.0124580509058329,287.31626796710924,12.45805090583286,502.0344274027432,26.33521100185448,17.271893249782785,0.7489103449253273,0.2530143858273254,0.0607345039606567,1.026980152321703,0.0335329895493963,0.4438207503040509,0.0153290647001318,0.1327419619527091,0.0009739271259359,0.0,0.0,6
pune,static,pm10,1,air_quality,1,4.0,10,budget_absorption,0.3666954181533519,0.0118165691127144,366.6954181533518,11.816569112714426,610.9150449552084,26.83552016429869,22.043736549766788,0.7103479442272597,0.3363710137949545,0.097268105865189,0.978448860315059,0.0305596856317625,0.4545326971653101,0.0092247873949006,0.133035496281243,0.001072045376119,0.0,0.0,6
pune,static,pm10,1,air_quality,1,4.0,12,budget_absorption,0.4450833422642523,0.0116307002666018,445.0833422642523,11.630700266601895,760.6235222561278,30.28302430738256,26.75599272271184,0.6991745188892845,0.3698138070733781,0.1532388536141004,0.8792046509678579,0.0154858792897248,0.4666947329029844,0.007381829217178,0.1327657838690671,0.0010314098470007,0.0,0.0,6
pune,static,pm10,1,air_quality,2,0.5,4,budget_absorption,1.2982706431183475,0.0453699056509536,1298.2706431183478,45.369905650953655,2168.131943789814,61.91530569345913,78.0449785037369,2.727392266022662,0.4540754786102452,0.1396251037576014,0.8527571044481665,0.0083982318191969,0.5194124801197493,0.0133527657214032,0.132908943500808,0.0007046766986306,0.0,0.0,6
pune,static,pm10,1,air_quality,2,0.5,8,budget_absorption,2.537022474866393,0.0483251360089914,2537.022474866393,48.32513600899149,4268.030559510127,103.7274260993818,152.5120093903221,2.9050446615298657,0.4459366437545145,0.1936016516898868,0.9638312319962836,0.0243135309984621,0.5112732715876134,0.0069083241518356,0.1321779488532372,0.0008183718281474,0.0,0.0,6
pune,static,pm10,1,air_quality,2,0.5,10,budget_absorption,3.312870443535146,0.1725809301171317,3312.870443535146,172.58093011713137,5529.716356705337,342.6056268423819,199.1517746487291,10.374628011918036,0.3771699276288762,0.1725823622729385,0.9011967025782436,0.0353508028025188,0.5308260828889513,0.0217071367356167,0.132172582733885,0.001219380326275,0.0,0.0,6
pune,static,pm10,1,air_quality,2,0.5,12,budget_absorption,3.908516503382453,0.100529441600796,3908.5165033824537,100.52944160079596,6527.755513363091,371.0112734919259,234.95878005475137,6.04328392567033,0.4764936949086347,0.1504762846123294,0.8462963446217818,0.021981610809818,0.5229675367199925,0.0137492096573471,0.1317878520900624,0.0009941775302754,0.0,0.0,6
pune,static,pm10,1,air_quality,2,1.0,4,budget_absorption,0.6381957566685169,0.0194916661322276,638.195756668517,19.491666132227657,1055.6855832192457,21.97376489497002,38.36486203734494,1.1717330838182172,0.3760743723215791,0.0742470963303483,0.8662432415397615,0.0178486626832338,0.5019178594817102,0.0137492096573471,0.1328905840537619,0.0008003021494989,0.0,0.0,6
pune,static,pm10,1,air_quality,2,1.0,8,budget_absorption,1.2797797370271609,0.0405161407160763,1279.7797370271608,40.5161407160763,2140.063044540233,94.92141711611188,76.93340567718431,2.4356102851139547,0.3673243507721932,0.1800628735456149,0.9547376576945478,0.0143810038751106,0.505987463747778,0.0124373861879442,0.1329388892504163,0.0007591631762386,0.0,0.0,6
pune,static,pm10,1,air_quality,2,1.0,10,budget_absorption,1.566579485467208,0.0705345145885446,1566.579485467208,70.53451458854468,2644.698323633608,215.55315808470408,94.1742485788752,4.240151854325392,0.4374760534302513,0.1541559126723007,0.9255686048268892,0.0306411328233051,0.5098231827111984,0.0166674221981899,0.1324570391542262,0.0011394865214922,0.0,0.0,6
pune,static,pm10,1,air_quality,2,1.0,12,budget_absorption,1.9645460459856972,0.045396506480351,1964.5460459856972,45.396506480351015,3223.492057476601,118.9955996145999,118.09783633425224,2.7289913633830616,0.3399123842795568,0.0883516752091354,0.8574389023240813,0.0349620607619634,0.5255402750491159,0.0091905675333073,0.132425179096167,0.0010974168674303,0.0,0.0,6
