dataset,ref_sensor,clamp_mode,subscription_level,scope,range_compatible_fraction,topic_hierarchy_depth_h,n_sensor_types,avg_n_tau,trial,seed,normalized_mae,kl_divergence,release_rate,eps_count_spent,dp_count_releases,epsilon,w,P,P_max,rho_split
energy,power_kw,static,3,energy/building01/CT7,0.3333333333333333,4,3,0.9987162671280664,3,3077,0.261278049404017,0.6370489771259701,0.4723857896352524,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT7,0.3333333333333333,4,3,0.9987162671280664,4,4077,0.251523454439457,0.2897076990160689,0.4729997488348729,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT7,0.3333333333333333,4,3,0.9987162671280664,5,5077,0.2576180351969057,0.1159047075581023,0.4709346133452404,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,0,77,0.2581523984275901,0.2457210296344212,0.4663161543794777,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,1,1077,0.2568618787537752,0.180267386146415,0.4755893228564825,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,2,2077,0.25112939288291,0.346940212737284,0.468685001155535,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,3,3077,0.2620445068886955,0.6391164621052948,0.4721227178183499,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,4,4077,0.2526128445104387,0.290371015299512,0.4726427085740698,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT8,0.3333333333333333,4,3,0.9869713427316849,5,5077,0.2584119109386373,0.1166035927583136,0.4710249595562745,432.6999999997434,34616,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,0,77,0.2688610142542917,0.1950714470606077,0.460559796437659,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,1,1077,0.2554497376591962,0.3310660001684007,0.4714800678541136,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,2,2077,0.2511572243397532,0.1237622865434846,0.4631043256997455,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,3,3077,0.2536988475379632,0.1304558469676849,0.4651187446988973,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,4,4077,0.2498019868886664,0.1836739020485275,0.4655428329092451,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT9,0.3333333333333333,4,3,0.0640373197625106,5,5077,0.2443022420871203,0.2983736801772836,0.4741306191687871,117.90000000001824,9432,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,0,77,0.2586327977898444,0.1900647616200264,0.4662461976390478,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,1,1077,0.2571641997488471,0.1794612383165021,0.4752044205062373,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,2,2077,0.2516684501836334,0.3467426445878609,0.4691485502190718,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,3,3077,0.2612510327714352,0.6546813166214921,0.4723857896352524,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,4,4077,0.2515113670734022,0.2895211693014574,0.4729997488348729,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT10,0.3333333333333333,4,3,0.9987162671280664,5,5077,0.2576170720382889,0.1159987362349239,0.4709346133452404,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,0,77,0.2688008665657376,0.1868115298260055,0.4596240119632557,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,1,1077,0.2527830001059547,0.329653459411652,0.4713736381115146,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,2,2077,0.2489268023673679,0.1218522117596762,0.4631488998077334,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,3,3077,0.2526864071852555,0.1302947340733707,0.4649647511215552,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,4,4077,0.2505408966246357,0.2248310012125705,0.4657124546037171,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT13,0.3333333333333333,4,3,0.0717795342875454,5,5077,0.2443976817544382,0.2987835907789808,0.4735099337748344,117.02500000001804,9362,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,0,77,0.2591222624800435,0.1899017606493477,0.46625920964501,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,1,1077,0.2576068647122658,0.1790659367502727,0.4752176825184193,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,2,2077,0.2522372064541955,0.347346996156214,0.4691616432239339,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,3,3077,0.2617137092168394,0.1773447092037714,0.4723710649698593,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,4,4077,0.2520067590689943,0.2925180975866945,0.4730129493190444,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,3,energy/building01/CT17,0.3333333333333333,4,3,0.9987162313016298,5,5077,0.257945156682012,0.1159708176748219,0.4709477561955794,447.8999999997296,35832,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,0,77,0.2599014894541795,0.1900984844509818,0.4662461976390478,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,1,1077,0.2583284237783665,0.17832530141403,0.4752044205062373,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,2,2077,0.2530277505690969,0.3487594712833107,0.4691485502190718,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,3,3077,0.2627558549840807,0.0892830075639205,0.4723857896352524,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,4,4077,0.2530369811837421,0.2928079584706513,0.4729997488348729,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT1/power_kw,0.3333333333333333,4,3,0.9987162671280664,5,5077,0.2588054786392497,0.1158103989929566,0.4709346133452404,447.9124999997296,35833,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT2/power_kw,0.3333333333333333,4,3,0.997916842609014,0,77,0.2580984980003433,0.1890670987147138,0.4661486923964755,444.0374999997331,35523,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT2/power_kw,0.3333333333333333,4,3,0.997916842609014,1,1077,0.2568058345068423,0.1793957144350665,0.4753539960025899,444.0374999997331,35523,1.0,8,6,,0.1
energy,power_kw,static,4,energy/building01/CT2/power_kw,0.3333333333333333,4,3,0.997916842609014,2,2077,0.2510283044577602,0.3464984796721557,0.4689637699518622,444.0374999997331,35523,1.0,8,6,,0.1
