dataset,sensor,clamp_mode,scope,module,module_idx,epsilon,w,P,P_max,k_ext,rho_split,strategy,payload_bound,trial,seed,normalized_mae,mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
mobility,traffic_speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.2882472969239012,34.58967563086814,0.1789037843267646,0.4844124700239808,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,0,77,0.3491643218407936,41.89971862089524,0.1211907805927134,0.4592326139088729,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,1,1077,0.3275681865931764,39.30818239118116,0.0769626266446003,0.4820143884892086,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,2,2077,0.2932693651275989,35.19232381531187,0.0779225635565906,0.4592326139088729,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,3,3077,0.3892250924498307,46.70701109397969,0.1079070946458323,0.4856115107913669,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,4,4077,0.3103162479044731,37.23794974853678,0.2337100939442235,0.473621103117506,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.2882472969239012,34.58967563086814,0.1789037843267646,0.4844124700239808,0.3345323741007194,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,0,77,0.4235693057399869,50.82831668879843,1.2656464345054632,0.4772182254196642,5.08273381294964,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,1,1077,0.4764216074147614,57.17059288977137,0.1736963677392744,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,2,2077,0.4108300154662809,49.29960185595371,0.124334153635207,0.5,5.08273381294964,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,3,3077,0.480465935971723,57.65591231660676,1.7022233013227055,0.5083932853717026,5.08273381294964,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,4,4077,0.4373187811021605,52.47825373225926,0.8799431987436122,0.5,5.08273381294964,834
mobility,traffic_speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.3914218886406516,46.970626636878194,0.7983314200939966,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,0,77,0.4235693057399869,50.82831668879843,1.2656464345054632,0.4772182254196642,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,1,1077,0.4764216074147614,57.17059288977137,0.1736963677392744,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,2,2077,0.4108300154662809,49.29960185595371,0.124334153635207,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,3,3077,0.480465935971723,57.65591231660676,1.7022233013227055,0.5083932853717026,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,4,4077,0.4373187811021605,52.47825373225926,0.8799431987436122,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.3914218886406516,46.970626636878194,0.7983314200939966,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,0,77,0.4235693057399869,50.82831668879843,1.2656464345054632,0.4772182254196642,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,1,1077,0.4764216074147614,57.17059288977137,0.1736963677392744,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,2,2077,0.4108300154662809,49.29960185595371,0.124334153635207,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,3,3077,0.480465935971723,57.65591231660676,1.7022233013227055,0.5083932853717026,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,4,4077,0.4373187811021605,52.47825373225926,0.8799431987436122,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.3914218886406516,46.970626636878194,0.7983314200939966,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,0,77,0.4235693057399869,50.82831668879843,1.2656464345054632,0.4772182254196642,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,1,1077,0.4764216074147614,57.17059288977137,0.1736963677392744,0.5059952038369304,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,2,2077,0.4108300154662809,49.29960185595371,0.124334153635207,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,3,3077,0.480465935971723,57.65591231660676,1.7022233013227055,0.5083932853717026,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,4,4077,0.4373187811021605,52.47825373225926,0.8799431987436122,0.5,5.08273381294964,834
mobility,traffic_speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,120.0,5,5077,0.3914218886406516,46.970626636878194,0.7983314200939966,0.5059952038369304,5.08273381294964,834
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.2594883438158996,259.4883438158996,0.1594443059284712,0.4678641594162223,0.9915801291046872,3563
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2710005489230417,271.0005489230418,0.2035977113490989,0.4847039012068481,0.9915801291046872,3563
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2637420875283733,263.74208752837336,0.0838120727542393,0.4653381981476284,0.9915801291046872,3563
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2581378746108416,258.1378746108416,0.157926008653553,0.4779680044905978,0.9915801291046872,3563
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.2315033970470501,231.50339704705016,0.382867350886402,0.4684254841425764,0.9915801291046872,3563
pune,pm10,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2363249632016665,236.3249632016665,0.1684277240097035,0.4731967443165871,0.9915801291046872,3563
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.283276446179636,283.276446179636,0.2160180552630545,0.4572230014025245,0.9971949509116408,713
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2632715556702873,263.27155567028734,0.2316357454645455,0.485273492286115,0.9971949509116408,713
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2118690253428958,211.8690253428958,0.249815907660276,0.4768583450210378,0.9971949509116408,713
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2835853895762961,283.5853895762961,0.1711490053226216,0.4866760168302945,0.9971949509116408,713
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.235576804729144,235.576804729144,0.2043783508572291,0.4726507713884993,0.9971949509116408,713
pune,pm10,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2163195655150131,216.3195655150131,0.3616205552736896,0.4796633941093969,0.9971949509116408,713
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.2538626715226476,253.8626715226476,0.287707391940008,0.5057736720554272,7.966512702078522,3464
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2582430723455908,258.24307234559086,0.2259302610080518,0.5236720554272517,7.966512702078522,3464
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2696465615602225,269.6465615602225,0.1639274343934369,0.5132794457274826,7.966512702078522,3464
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2533097391775997,253.30973917759977,0.2359914510945069,0.5193418013856813,7.966512702078522,3464
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.2474290701160399,247.42907011603995,0.1454166032056949,0.5121247113163973,7.966512702078522,3464
pune,pm10,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2572062512077072,257.2062512077072,0.1990630001921692,0.515877598152425,7.966512702078522,3464
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.2444937013398389,244.4937013398389,0.2054793569849371,0.5021049677238283,7.840303115352231,3563
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2658548642376038,265.8548642376038,0.2345764041183442,0.5239966320516418,7.840303115352231,3563
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2693540716373849,269.35407163738495,0.1427238375786353,0.5133314622509122,7.840303115352231,3563
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2580188454784725,258.01884547847254,0.3024281833503963,0.518664047151277,7.840303115352231,3563
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.2515277432030409,251.52774320304093,0.232444444792216,0.5147347740667977,7.840303115352231,3563
pune,pm10,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2536070414815984,253.6070414815984,0.1390370349902285,0.5127701375245579,7.840303115352231,3563
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.2538626715226476,253.8626715226476,0.287707391940008,0.5057736720554272,7.966512702078522,3464
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2582430723455908,258.24307234559086,0.2259302610080518,0.5236720554272517,7.966512702078522,3464
