dataset,sensor,clamp_mode,scope,module,module_idx,epsilon,w,P,P_max,k_ext,rho_split,strategy,payload_bound,trial,seed,normalized_mae,mae,kl_divergence,release_rate,avg_n_tau,n_logical_timestamps
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2696465615602225,269.6465615602225,0.1639274343934369,0.5132794457274826,7.966512702078522,3464
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2533097391775997,253.30973917759977,0.2359914510945069,0.5193418013856813,7.966512702078522,3464
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.2474290701160399,247.42907011603995,0.1454166032056949,0.5121247113163973,7.966512702078522,3464
pune,pm10,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2572062512077072,257.2062512077072,0.1990630001921692,0.515877598152425,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,0,77,0.2538626715226476,253.8626715226476,0.287707391940008,0.5057736720554272,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,1,1077,0.2582430723455908,258.24307234559086,0.2259302610080518,0.5236720554272517,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,2,2077,0.2696465615602225,269.6465615602225,0.1639274343934369,0.5132794457274826,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,3,3077,0.2533097391775997,253.30973917759977,0.2359914510945069,0.5193418013856813,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,4,4077,0.2474290701160399,247.42907011603995,0.1454166032056949,0.5121247113163973,7.966512702078522,3464
pune,pm10,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,1000.0,5,5077,0.2572062512077072,257.2062512077072,0.1990630001921692,0.515877598152425,7.966512702078522,3464
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.3964056448544223,19.82028224272112,0.1888950447389668,0.4348591549295774,0.9947183098591548,568
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.3887657234683059,19.438286173415296,0.2609233310833709,0.4806338028169014,0.9947183098591548,568
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3461027736343778,17.305138681718894,0.3114212594936732,0.4735915492957746,0.9947183098591548,568
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4001265532842144,20.006327664210723,0.9109400506515852,0.5017605633802817,0.9947183098591548,568
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3632858241948739,18.16429120974369,0.4492795459718602,0.4823943661971831,0.9947183098591548,568
traffic,speed,static,leaf,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3092902702090301,15.464513510451509,0.2610224995858229,0.4911971830985915,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.3964056448544223,19.82028224272112,0.1888950447389668,0.4348591549295774,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.3887657234683059,19.438286173415296,0.2609233310833709,0.4806338028169014,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3461027736343778,17.305138681718894,0.3114212594936732,0.4735915492957746,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4001265532842144,20.006327664210723,0.9109400506515852,0.5017605633802817,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3632858241948739,18.16429120974369,0.4492795459718602,0.4823943661971831,0.9947183098591548,568
traffic,speed,static,leaf,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3092902702090301,15.464513510451509,0.2610224995858229,0.4911971830985915,0.9947183098591548,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.384503295693594,19.225164784679706,0.3876105469390195,0.4630281690140845,5.926056338028169,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.4102970521400459,20.514852607002297,0.2254316360244886,0.5052816901408451,5.926056338028169,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3780128835550356,18.900644177751783,0.3950154437154504,0.5264084507042254,5.926056338028169,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4168775156387517,20.843875781937584,0.128411239175599,0.5211267605633803,5.926056338028169,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3664771850207057,18.323859251035287,0.7461986198397276,0.5105633802816901,5.926056338028169,568
traffic,speed,static,leaf,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3265316695262324,16.326583476311622,0.8841811391532433,0.5158450704225352,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.384503295693594,19.225164784679706,0.3876105469390195,0.4630281690140845,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.4102970521400459,20.514852607002297,0.2254316360244886,0.5052816901408451,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3780128835550356,18.900644177751783,0.3950154437154504,0.5264084507042254,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4168775156387517,20.843875781937584,0.128411239175599,0.5211267605633803,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3664771850207057,18.323859251035287,0.7461986198397276,0.5105633802816901,5.926056338028169,568
traffic,speed,static,pooled,M1_pgate,1,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3265316695262324,16.326583476311622,0.8841811391532433,0.5158450704225352,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.384503295693594,19.225164784679706,0.3876105469390195,0.4630281690140845,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.4102970521400459,20.514852607002297,0.2254316360244886,0.5052816901408451,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3780128835550356,18.900644177751783,0.3950154437154504,0.5264084507042254,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4168775156387517,20.843875781937584,0.128411239175599,0.5211267605633803,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3664771850207057,18.323859251035287,0.7461986198397276,0.5105633802816901,5.926056338028169,568
traffic,speed,static,pooled,M2_interval_ext,2,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3265316695262324,16.326583476311622,0.8841811391532433,0.5158450704225352,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,0,77,0.384503295693594,19.225164784679706,0.3876105469390195,0.4630281690140845,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,1,1077,0.4102970521400459,20.514852607002297,0.2254316360244886,0.5052816901408451,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,2,2077,0.3780128835550356,18.900644177751783,0.3950154437154504,0.5264084507042254,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,3,3077,0.4168775156387517,20.843875781937584,0.128411239175599,0.5211267605633803,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,4,4077,0.3664771850207057,18.323859251035287,0.7461986198397276,0.5105633802816901,5.926056338028169,568
traffic,speed,static,pooled,M3_walk_up,3,1.0,8,6,,0,0.1,p_gated_uniform,50.0,5,5077,0.3265316695262324,16.326583476311622,0.8841811391532433,0.5158450704225352,5.926056338028169,568
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.621565646471306,118.09747282954812,1.7724906839079453,0.4033613445378151,1.0,119
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.5208910648797417,98.96930232715091,2.1419352879795217,0.4369747899159664,1.0,119
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,0.6804178234711915,129.2793864595264,0.1264627074264678,0.5042016806722689,1.0,119
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.681278186575007,129.44285544925134,1.0618876907437933,0.5042016806722689,1.0,119
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.4714727573422939,89.57982389503584,2.006168833227299,0.4621848739495798,1.0,119
wearable,heart_rate,static,leaf,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.5250848763824065,99.76612651265724,1.3974464281056038,0.5042016806722689,1.0,119
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.6209898710151921,117.9880754928865,2.935616828046258,0.5,1.0,24
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.4511599598133621,85.7203923645388,2.9229449159452505,0.2916666666666667,1.0,24
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,1.3931185119993714,264.6925172798806,0.2617553822204829,0.5416666666666666,1.0,24
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.4227964760793838,80.33133045508293,1.8407327493948056,0.5,1.0,24
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.5192477895411105,98.657080012811,3.396222676966369,0.6666666666666666,1.0,24
wearable,heart_rate,static,leaf,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.422025049697434,80.18475944251247,2.316683155186204,0.4166666666666667,1.0,24
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.5115488089982078,97.19427370965948,1.3978540249248963,0.4660194174757281,9.50485436893204,103
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.5658212352907971,107.50603470525144,2.5948183520974566,0.4757281553398058,9.50485436893204,103
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,0.5778281672157345,109.78735177098956,0.5449642958721762,0.6116504854368932,9.50485436893204,103
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.537872197455897,102.19571751662043,0.8924293841202618,0.5339805825242718,9.50485436893204,103
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.5044986949364744,95.85475203793014,1.3727395784399368,0.5533980582524272,9.50485436893204,103
wearable,heart_rate,static,leaf,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.559214590099858,106.25077211897302,1.583383251424901,0.5631067961165048,9.50485436893204,103
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.6018513495897764,114.35175642205752,0.1078500544815588,0.453781512605042,8.403361344537815,119
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.5560421945680409,105.6480169679278,1.9232813955493369,0.4957983193277311,8.403361344537815,119
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,0.5655287763828847,107.45046751274808,0.6072508712890688,0.5546218487394958,8.403361344537815,119
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.5458842417314003,103.71800592896604,0.9274355557487874,0.5294117647058824,8.403361344537815,119
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.4941279111284539,93.88430311440624,1.2994232301721769,0.5294117647058824,8.403361344537815,119
wearable,heart_rate,static,pooled,M1_pgate,1,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.5508038086100356,104.65272363590678,1.339061486322182,0.5294117647058824,8.403361344537815,119
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.5115488089982078,97.19427370965948,1.3978540249248963,0.4660194174757281,9.50485436893204,103
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.5658212352907971,107.50603470525144,2.5948183520974566,0.4757281553398058,9.50485436893204,103
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,0.5778281672157345,109.78735177098956,0.5449642958721762,0.6116504854368932,9.50485436893204,103
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.537872197455897,102.19571751662043,0.8924293841202618,0.5339805825242718,9.50485436893204,103
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.5044986949364744,95.85475203793014,1.3727395784399368,0.5533980582524272,9.50485436893204,103
wearable,heart_rate,static,pooled,M2_interval_ext,2,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.559214590099858,106.25077211897302,1.583383251424901,0.5631067961165048,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,0,77,0.5115488089982078,97.19427370965948,1.3978540249248963,0.4660194174757281,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,1,1077,0.5658212352907971,107.50603470525144,2.5948183520974566,0.4757281553398058,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,2,2077,0.5778281672157345,109.78735177098956,0.5449642958721762,0.6116504854368932,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,3,3077,0.537872197455897,102.19571751662043,0.8924293841202618,0.5339805825242718,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,4,4077,0.5044986949364744,95.85475203793014,1.3727395784399368,0.5533980582524272,9.50485436893204,103
wearable,heart_rate,static,pooled,M3_walk_up,3,1.0,8,6,,4,0.1,p_gated_uniform,190.0,5,5077,0.559214590099858,106.25077211897302,1.583383251424901,0.5631067961165048,9.50485436893204,103
