dataset,sensor,clamp_mode,subscription_level,scope,approach,epsilon,w,P,payload_bound,trial,seed,normalized_mae,mae,kl_divergence,release_rate,attribution_advantage,eps_count_spent,compute_ms_per_element,noise_scale,strategy,P_min,P_max
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,per_type_wevent,1.0,8,6,120.0,4,4077,8.1439315183813,977.2717822057562,0.9813837334793653,0.782991202346041,1.0,0.0,0.1639210464722337,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,per_type_wevent,1.0,8,6,120.0,5,5077,8.05216902787905,966.2602833454858,0.8758417418858591,0.782991202346041,1.0,0.0,0.1637195366710599,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,0,77,0.9176944941009072,110.12333929210888,0.569653501781772,0.3343108504398827,0.0554047214986359,17.050000000000107,0.1659574836514387,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,1,1077,0.7710132297602974,92.52158757123568,0.2092506398629196,0.3782991202346041,0.0629858545811707,17.050000000000107,0.1696814691423933,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,2,2077,0.6689901612302332,80.27881934762799,0.2465729257369328,0.407624633431085,0.0585529092462502,17.050000000000107,0.1667963547080405,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,3,3077,0.7201955107079637,86.42346128495565,0.5903343541445614,0.4193548387096774,0.0631037497286044,17.050000000000107,0.1671880209146619,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,4,4077,0.8290528482130137,99.48634178556163,0.3799882301835134,0.4105571847507331,0.0587197131098699,17.050000000000107,0.1768501348454844,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_2_1,ours,1.0,8,6,120.0,5,5077,0.8338038464260589,100.05646157112706,0.2126358837232442,0.4105571847507331,0.0642855991409339,17.050000000000107,0.1659626188985675,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,classic,1.0,8,6,120.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,0,77,8.370839699402943,1004.5007639283532,0.7703568863986082,1.0,1.0,0.0,0.0263190488384544,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,1,1077,7.348596218411177,881.8315462093412,0.85928544817578,1.0,1.0,0.0,0.0273425087878673,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,2,2077,8.421684551685125,1010.602146202215,0.7203706697011527,1.0,1.0,0.0,0.026857198066153,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,3,3077,7.371582063985622,884.5898476782746,0.8789661042998924,1.0,1.0,0.0,0.0276407387492985,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,4,4077,6.980235676003412,837.6282811204094,0.8067039478609617,1.0,1.0,0.0,0.0263775114087794,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ldp,1.0,8,6,120.0,5,5077,7.717811780881777,926.1374137058132,0.8707245017321376,1.0,1.0,0.0,0.0267292589655724,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,0,77,8.185545981508861,982.2655177810634,0.9175068830905148,0.7902298850574713,1.0,0.0,0.1640008881570364,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,1,1077,7.5500098446686845,906.0011813602422,0.8696157021134364,0.7902298850574713,1.0,0.0,0.1634237183868114,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,2,2077,7.597047768989477,911.6457322787372,1.0391012514178872,0.7902298850574713,1.0,0.0,0.1644358934095964,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,3,3077,8.427378729515947,1011.2854475419136,0.7299134155742742,0.7902298850574713,1.0,0.0,0.1636727615366636,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,4,4077,8.039002142322476,964.6802570786972,0.9610598897796386,0.7902298850574713,1.0,0.0,0.1662577356575806,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,per_type_wevent,1.0,8,6,120.0,5,5077,7.945801181178769,953.4961417414524,0.7894500260956673,0.7902298850574713,1.0,0.0,0.1650636556729588,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,0,77,1.1006303613784496,132.07564336541395,0.3718934708785013,0.3362068965517241,0.0574903784874202,17.400000000000112,0.1657227329888392,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,1,1077,0.7288587911394528,87.46305493673434,0.2248751194643079,0.382183908045977,0.0636904746699379,17.400000000000112,0.168777321834631,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,2,2077,0.6358450276354902,76.30140331625883,0.2850447165867828,0.4109195402298851,0.0581715330586257,17.400000000000112,0.1653591726221486,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,3,3077,0.7347861468616628,88.17433762339954,0.3113272323785732,0.4281609195402299,0.063457292677871,17.400000000000112,0.178255612464172,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,4,4077,0.7872089603275272,94.46507523930326,0.1364838746168903,0.4051724137931034,0.0583800203317019,17.400000000000112,0.1667627098638264,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_2,ours,1.0,8,6,120.0,5,5077,0.9300982739960016,111.6117928795202,0.3311000835618214,0.4109195402298851,0.0647376028520849,17.400000000000112,0.1664446203851665,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,classic,1.0,8,6,120.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,0,77,8.135683930516942,976.282071662033,0.7650200320887312,1.0,1.0,0.0,0.0256934299695867,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,1,1077,7.238992330479419,868.6790796575302,0.8784973708208299,1.0,1.0,0.0,0.0274527444596494,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,2,2077,8.504332202173197,1020.5198642607836,0.718043351204925,1.0,1.0,0.0,0.0262138050597709,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,3,3077,7.387290498767433,886.474859852092,0.8314963102508993,1.0,1.0,0.0,0.0264823965325548,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,4,4077,7.026641761191818,843.1970113430182,0.8307175169740945,1.0,1.0,0.0,0.0258364746844893,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ldp,1.0,8,6,120.0,5,5077,7.652957348076677,918.3548817692013,0.8330226747752209,1.0,1.0,0.0,0.0282478436279493,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,0,77,8.161050881268482,979.3261057522176,0.542873730577538,0.7747747747747747,1.0,0.0,0.1670995527212773,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,1,1077,7.470059297132452,896.4071156558942,0.8690879287822942,0.7747747747747747,1.0,0.0,0.1644052735700442,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,2,2077,7.76395426697351,931.6745120368212,0.9645191533061768,0.7747747747747747,1.0,0.0,0.1628303092096124,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,3,3077,8.484299490166704,1018.1159388200044,0.7372547284520764,0.7747747747747747,1.0,0.0,0.1633141201000671,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,4,4077,8.381630774152606,1005.7956928983128,1.0003802788448546,0.7747747747747747,1.0,0.0,0.1636231171286052,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,per_type_wevent,1.0,8,6,120.0,5,5077,7.977132636964248,957.2559164357098,0.7750867289100271,0.7747747747747747,1.0,0.0,0.1657568135049876,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,0,77,1.1388008083112635,136.65609699735165,0.6895055558753453,0.3393393393393393,0.0575044561512324,16.6500000000001,0.1648957058004251,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,1,1077,0.7961388534159137,95.53666240990964,0.2261827218042482,0.3903903903903903,0.0652429448566083,16.6500000000001,0.1771647088766635,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,2,2077,0.6778852776001625,81.34623331201949,0.3454141640916237,0.4024024024024024,0.0590689366601779,16.6500000000001,0.1663752976950403,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,3,3077,0.7484229950230789,89.81075940276946,0.1307151384069298,0.4234234234234234,0.0633424709128013,16.6500000000001,0.1717696306169838,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,4,4077,0.8376686237299888,100.52023484759866,0.4171067908881169,0.4144144144144144,0.0587882226178569,16.6500000000001,0.1678426782167083,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_2_3,ours,1.0,8,6,120.0,5,5077,0.9266637307395816,111.19964768874978,0.307152751655836,0.4084084084084084,0.0665072746309834,16.6500000000001,0.1674755252673998,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,classic,1.0,8,6,120.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,0,77,8.427748315289262,1011.3297978347116,0.8190006898134005,1.0,1.0,0.0,0.026194767674223,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,1,1077,7.299077356866823,875.8892828240188,0.8580297827113251,1.0,1.0,0.0,0.0262267535344235,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,2,2077,8.3995217780319,1007.942613363828,0.7270500768739387,1.0,1.0,0.0,0.0266140683108465,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,3,3077,7.349274495449957,881.9129394539948,0.8959979403829784,1.0,1.0,0.0,0.027732194446689,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,4,4077,7.025961210633352,843.1153452760022,0.8398618470611129,1.0,1.0,0.0,0.0261438251299554,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ldp,1.0,8,6,120.0,5,5077,7.698993217345753,923.8791860814904,0.8427598701459472,1.0,1.0,0.0,0.0297664497901597,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,0,77,8.121969275666336,974.6363130799604,0.9251812848130824,0.7936962750716332,1.0,0.0,0.1669448592238405,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,1,1077,7.711118740511227,925.3342488613472,0.8588741963278885,0.7936962750716332,1.0,0.0,0.1670606307589307,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,2,2077,8.012399090113357,961.4878908136028,0.9953818821059518,0.7936962750716332,1.0,0.0,0.163830589919343,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,3,3077,7.6111863306927265,913.3423596831273,0.713685925962771,0.7936962750716332,1.0,0.0,0.1628856384128673,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,4,4077,8.129123471627672,975.4948165953208,0.8817884382172423,0.7936962750716332,1.0,0.0,0.1634199480475447,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,per_type_wevent,1.0,8,6,120.0,5,5077,8.091257180578998,970.9508616694798,0.3970527583110874,0.7936962750716332,1.0,0.0,0.1724722146731734,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,0,77,1.1174830116887935,134.09796140265524,0.4908840768010543,0.3381088825214899,0.059144777604685,17.450000000000113,0.1665973264649297,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,1,1077,0.7873932012894277,94.48718415473132,0.3166185188435017,0.3896848137535816,0.0649616435476469,17.450000000000113,0.1677980574440307,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,2,2077,0.633164521977211,75.97974263726532,0.21754157783549,0.4126074498567335,0.0588389127463332,17.450000000000113,0.1676833753428691,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,3,3077,0.7468054934689402,89.61665921627282,0.4814533343863272,0.4269340974212034,0.0640237401524189,17.450000000000113,0.1670201522508972,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,4,4077,0.796649072127424,95.59788865529087,0.2024200334589275,0.4040114613180516,0.0584710880477351,17.450000000000113,0.166838988661766,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_0,ours,1.0,8,6,120.0,5,5077,0.8212154148295456,98.54584977954548,0.2367924656721743,0.4068767908309456,0.0619317439524341,17.450000000000113,0.1727505326858137,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,classic,1.0,8,6,120.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,0,77,8.22564473009519,987.0773676114228,0.8311233949807529,1.0,1.0,0.0,0.0254184734020493,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,1,1077,7.259998455844671,871.1998147013605,0.6608189194055016,1.0,1.0,0.0,0.0264922904218742,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,2,2077,8.419019576777341,1010.2823492132808,0.4671264213846826,1.0,1.0,0.0,0.0259056199386626,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,3,3077,7.412132700854328,889.4559241025194,0.7446400078851985,1.0,1.0,0.0,0.0251473504826872,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,4,4077,6.984026630544273,838.0831956653127,0.6151269118664004,1.0,1.0,0.0,0.0254048353819522,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ldp,1.0,8,6,120.0,5,5077,7.479877307526823,897.5852769032188,0.7238492038135459,1.0,1.0,0.0,0.0259616317417093,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,0,77,8.394792586729844,1007.3751104075812,0.6964995379415209,0.7574850299401198,1.0,0.0,0.1700109402052388,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,1,1077,7.366011251832576,883.9213502199092,0.978209820131945,0.7574850299401198,1.0,0.0,0.1849062632055518,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,2,2077,7.87916926165031,945.5003113980372,0.6741728924565726,0.7574850299401198,1.0,0.0,0.1629904612430377,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,3,3077,7.69504146799519,923.4049761594227,0.7927300202765271,0.7574850299401198,1.0,0.0,0.1633303863146972,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,4,4077,8.210489826470878,985.2587791765052,0.8910833446298542,0.7574850299401198,1.0,0.0,0.1635344609796644,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,per_type_wevent,1.0,8,6,120.0,5,5077,8.120113280520739,974.4135936624888,0.7766217443523021,0.7574850299401198,1.0,0.0,0.1645898502208515,,,,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,0,77,0.9701353000425564,116.41623600510678,0.5384962537414161,0.3383233532934132,0.0572895511555243,16.700000000000102,0.1676896883977833,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,1,1077,0.7532996902114644,90.39596282537572,0.3678518956230151,0.3862275449101796,0.0637925281499911,16.700000000000102,0.1667231763294803,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,2,2077,0.6649330006655113,79.79196007986135,0.1686685319151434,0.4011976047904191,0.0578881838226467,16.700000000000102,0.1669847845618507,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,3,3077,0.7050262894336929,84.60315473204315,0.392229021119162,0.4251497005988024,0.0637141631736254,16.700000000000102,0.1721333295474955,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,4,4077,0.8348186065323765,100.17823278388518,0.4320512435489664,0.4041916167664671,0.0571452929625446,16.700000000000102,0.1694855780736682,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NW/cell_3_1,ours,1.0,8,6,120.0,5,5077,0.8931110061709657,107.17332074051588,0.319260134856842,0.4131736526946107,0.0657314647546562,16.700000000000102,0.1759043717645332,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,classic,1.0,8,6,120.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,0,77,8.154561239301108,978.5473487161328,0.7507341290578309,1.0,1.0,0.0,0.0259458357768674,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,1,1077,7.273707931354037,872.8449517624845,0.8505368174362339,1.0,1.0,0.0,0.0255861759316886,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,2,2077,8.482867576963027,1017.9441092355634,0.7214693921856259,1.0,1.0,0.0,0.0258188795768095,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,3,3077,7.409202320882474,889.1042785058969,0.8797509307676494,1.0,1.0,0.0,0.0270350912689638,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,4,4077,7.031400955563637,843.7681146676364,0.8312007044589258,1.0,1.0,0.0,0.0258423285586131,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ldp,1.0,8,6,120.0,5,5077,7.700126964520341,924.015235742441,0.8247110017814278,1.0,1.0,0.0,0.0256824339917503,960.0,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,0,77,7.789412248415415,934.7294698098498,0.9104191114748114,0.7712609970674487,1.0,0.0,0.163934343082071,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,1,1077,8.490175636758028,1018.8210764109632,0.8601129901725062,0.7712609970674487,1.0,0.0,0.1649210936884201,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,2,2077,7.803680318115172,936.4416381738208,0.9949417363188044,0.7712609970674487,1.0,0.0,0.1661682582004241,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,3,3077,8.173096130121884,980.771535614626,0.7239256757115733,0.7712609970674487,1.0,0.0,0.1641021962236624,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,4,4077,8.393671154415904,1007.2405385299083,0.9656550633980606,0.7712609970674487,1.0,0.0,0.1632325184638025,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,per_type_wevent,1.0,8,6,120.0,5,5077,8.510017058424307,1021.2020470109168,0.918450715160584,0.7712609970674487,1.0,0.0,0.1632920998937923,,,,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ours,1.0,8,6,120.0,0,77,1.1248925208585725,134.98710250302867,0.7270653059183193,0.3343108504398827,0.0579099205942325,17.050000000000107,0.166095524911613,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ours,1.0,8,6,120.0,1,1077,0.7994595981471722,95.93515177766066,0.2258800803432816,0.3841642228739003,0.0654005492566566,17.050000000000107,0.1685930732801513,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ours,1.0,8,6,120.0,2,2077,0.6459964548146454,77.51957457775745,0.255563429077378,0.4134897360703812,0.0587634467364492,17.050000000000107,0.1671213521471908,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ours,1.0,8,6,120.0,3,3077,0.721555427604229,86.58665131250747,0.0886924604529122,0.4222873900293255,0.0637647687094553,17.050000000000107,0.1759683109732492,,p_gated_uniform,6.0,
mobility,traffic_speed,static,4,mobility/nyc/NE/cell_3_2,ours,1.0,8,6,120.0,4,4077,0.8110487519589628,97.32585023507554,0.0617735965159581,0.407624633431085,0.0589930114532922,17.050000000000107,0.1706382576540069,,p_gated_uniform,6.0,
