dataset,sensor,clamp_mode,subscription_level,scope,approach,epsilon,w,P,payload_bound,trial,seed,normalized_mae,mae,kl_divergence,release_rate,attribution_advantage,eps_count_spent,compute_ms_per_element,noise_scale,strategy,P_min,P_max
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,0,77,8.074148267891069,807.4148267891068,0.8569335874557932,1.0,1.0,0.0,0.0269172847873595,800.0,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,1,1077,8.022071818623662,802.2071818623662,1.039622069484243,1.0,1.0,0.0,0.0263467267447626,800.0,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,2,2077,8.029886090803368,802.9886090803368,0.8826242919618598,1.0,1.0,0.0,0.0263890833103611,800.0,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,3,3077,7.968785142448014,796.8785142448014,0.7895410492752885,1.0,1.0,0.0,0.0262882398910389,800.0,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,4,4077,8.024240932344288,802.4240932344288,0.884732674524207,1.0,1.0,0.0,0.0262225872192643,800.0,,,
energy,current,static,4,energy/building01/CT3/current,ldp,1.0,8,6,100.0,5,5077,8.140661918998942,814.0661918998943,0.8889111383025338,1.0,1.0,0.0,0.0266609222160945,800.0,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,0,77,7.7860593227588994,778.6059322758899,0.7299304919857248,0.8330525606469003,1.0,0.0,0.1639248537714907,,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,1,1077,8.058426125597595,805.8426125597596,0.7872093084154103,0.8330525606469003,1.0,0.0,0.1659025359682919,,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,2,2077,7.987407104050729,798.740710405073,0.8846395332959697,0.8330525606469003,1.0,0.0,0.1646024725391909,,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,3,3077,7.846220796065545,784.6220796065545,0.7781054351454986,0.8330525606469003,1.0,0.0,0.1657383807743724,,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,4,4077,7.865623584512066,786.5623584512066,1.0156182644216003,0.8330525606469003,1.0,0.0,0.1664500501215667,,,,
energy,current,static,4,energy/building01/CT3/current,per_type_wevent,1.0,8,6,100.0,5,5077,7.974974353457267,797.4974353457267,0.7583288940055172,0.8330525606469003,1.0,0.0,0.2120930574880787,,,,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,0,77,0.8766658187714407,87.66658187714407,0.4194379018321844,0.3924359838274933,0.0649428290331509,1187.199999999468,0.1721912854952948,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,1,1077,0.8317352129916482,83.17352129916482,0.8517767758311525,0.4000589622641509,0.0636442509713528,1187.199999999468,0.1666704563615715,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,2,2077,0.8303513221664153,83.03513221664153,0.3506078124511708,0.3952577493261455,0.0635648426702502,1187.199999999468,0.1656834359489904,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,3,3077,0.8594672385546603,85.94672385546603,0.389347583840361,0.3922675202156334,0.0635417341980719,1187.199999999468,0.1677760924848055,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,4,4077,0.8342576418954798,83.42576418954798,0.4625430779136704,0.3948787061994609,0.0633824373544936,1187.199999999468,0.1682047668436223,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT3/current,ours,1.0,8,6,100.0,5,5077,0.8408621453132846,84.08621453132847,0.4412548799175186,0.394710242587601,0.0644644988257428,1187.199999999468,0.1684731746548529,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,0,77,7.862214392482373,786.2214392482373,1.061029671675059,1.0,1.0,0.0,0.0116953783901505,800.0,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,1,1077,7.832135464874264,783.2135464874264,0.8246514623855973,1.0,1.0,0.0,0.0117614923437544,800.0,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,2,2077,7.890771598086583,789.0771598086583,0.7358538218684448,1.0,1.0,0.0,0.0117258744834792,800.0,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,3,3077,8.03087303010377,803.0873030103769,1.107515218254137,1.0,1.0,0.0,0.0123628035927473,800.0,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,4,4077,8.061184106434938,806.1184106434938,0.8814288118094247,1.0,1.0,0.0,0.014440408702214,800.0,,,
energy,current,static,4,energy/building01/CT4/current,ldp,1.0,8,6,100.0,5,5077,8.038508719011029,803.8508719011029,0.729339717314009,1.0,1.0,0.0,0.012181516639985,800.0,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,0,77,7.964855692486959,796.4855692486959,0.6830571135424424,0.345370758273984,1.0,0.0,0.1614761153711252,,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,1,1077,7.944258340240999,794.4258340240999,1.0221120493533336,0.345370758273984,1.0,0.0,0.1618268621627399,,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,2,2077,7.890952462011586,789.0952462011586,0.8506669011534403,0.345370758273984,1.0,0.0,0.1647565619583828,,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,3,3077,8.35863971204869,835.863971204869,0.8061731406206742,0.345370758273984,1.0,0.0,0.2084257399135046,,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,4,4077,7.991004417572176,799.1004417572176,0.9768316914779565,0.345370758273984,1.0,0.0,0.1613828448979024,,,,
energy,current,static,4,energy/building01/CT4/current,per_type_wevent,1.0,8,6,100.0,5,5077,7.638438364589574,763.8438364589574,0.8376366572370434,0.345370758273984,1.0,0.0,0.1666859712702962,,,,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,0,77,0.9054870827342492,90.54870827342492,0.3339817686000529,0.3810640971931294,0.0646889540990386,596.750000000005,0.168654639964473,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,1,1077,0.8423375160006755,84.23375160006755,0.825997902421264,0.3925429409300377,0.0636326556247428,596.750000000005,0.1671085772067495,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,2,2077,0.8296128492750111,82.96128492750111,0.3982799601661287,0.3839128613322162,0.0636367932972753,596.750000000005,0.1657265310449222,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,3,3077,0.8535090851159073,85.35090851159073,0.5645835200911535,0.3880184331797235,0.0629124640811201,596.750000000005,0.1678312121635707,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,4,4077,0.8068605061220846,80.68605061220846,0.4605388249392457,0.3854210305823209,0.0632527295546736,596.750000000005,0.166856454627586,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT4/current,ours,1.0,8,6,100.0,5,5077,0.8487697023523083,84.87697023523083,0.6856818818796804,0.3921240050272308,0.0646897706493609,596.750000000005,0.1660695597786919,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,0,77,7.676220462148954,767.6220462148955,0.8010343002862076,1.0,1.0,0.0,0.0048976242030044,800.0,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,1,1077,7.85600965044,785.600965044,0.7484317453025573,1.0,1.0,0.0,0.0048535150013387,800.0,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,2,2077,7.907566065485262,790.7566065485262,0.8281050274974415,1.0,1.0,0.0,0.0048567328710169,800.0,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,3,3077,8.007604232568669,800.7604232568669,0.9664110598691352,1.0,1.0,0.0,0.0048438998090071,800.0,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,4,4077,7.652486128300905,765.2486128300905,0.8816762089865369,1.0,1.0,0.0,0.0048511386034043,800.0,,,
energy,current,static,4,energy/building01/CT5/current,ldp,1.0,8,6,100.0,5,5077,8.192533421312513,819.2533421312513,1.002508344739408,1.0,1.0,0.0,0.0048662473842804,800.0,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,0,77,7.166342112880202,716.6342112880202,0.8818562135411989,0.1289050652107977,1.0,0.0,0.1592507166218322,,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,1,1077,8.198556845584118,819.8556845584119,0.8941077724709525,0.1289050652107977,1.0,0.0,0.1613449488387315,,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,2,2077,7.5119008408449215,751.1900840844921,0.8520317194769353,0.1289050652107977,1.0,0.0,0.2054048199266852,,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,3,3077,9.379935305518272,937.9935305518272,1.0387877174762177,0.1289050652107977,1.0,0.0,0.1660449041565687,,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,4,4077,8.449990625545801,844.9990625545801,0.899254792969065,0.1289050652107977,1.0,0.0,0.1602358347978757,,,,
energy,current,static,4,energy/building01/CT5/current,per_type_wevent,1.0,8,6,100.0,5,5077,8.776332559548152,877.6332559548151,0.8517482192910525,0.1289050652107977,1.0,0.0,0.1583619317420813,,,,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,0,77,0.8787067048112869,87.87067048112868,0.8237884334422906,0.3767060964513193,0.064442037547909,494.55000000007817,0.1658997809175997,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,1,1077,0.8340284103558977,83.40284103558977,0.6840176403527453,0.3896471539783642,0.0632010618671877,494.55000000007817,0.1690619605707409,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,2,2077,0.8242823264545617,82.42823264545616,0.4001049217893613,0.3828733191790516,0.0632460952622776,494.55000000007817,0.1678139174899598,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,3,3077,0.850715486841811,85.0715486841811,0.3213480645324294,0.3847942574057224,0.062815556068761,494.55000000007817,0.1704604259473967,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,4,4077,0.7905114742726884,79.05114742726884,0.4793360040541021,0.3815589930239612,0.0630341444630624,494.55000000007817,0.1663021237571811,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT5/current,ours,1.0,8,6,100.0,5,5077,0.8447737507930746,84.47737507930746,0.7314605757022598,0.3878273177636235,0.0646857887203486,494.55000000007817,0.1678893640579019,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,0,77,8.02133724026963,802.1337240269631,0.8768361610695813,1.0,1.0,0.0,0.0317575021331416,800.0,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,1,1077,8.061625416066146,806.1625416066146,0.8449167044889887,1.0,1.0,0.0,0.0322387089025844,800.0,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,2,2077,8.00804025044941,800.804025044941,0.939213485766279,1.0,1.0,0.0,0.044780134732844,800.0,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,3,3077,8.048120975681039,804.8120975681039,0.9014973889648952,1.0,1.0,0.0,0.0326131664963385,800.0,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,4,4077,8.018117128437686,801.8117128437685,0.8246718701348567,1.0,1.0,0.0,0.0316055405056815,800.0,,,
energy,current,static,4,energy/building01/CT6/current,ldp,1.0,8,6,100.0,5,5077,8.087641251734368,808.7641251734368,0.8093551815404016,1.0,1.0,0.0,0.0327425595421049,800.0,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,0,77,7.898396280548821,789.839628054882,0.7264975359099285,0.9987162671280664,1.0,0.0,0.1678606365113066,,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,1,1077,7.98162050049438,798.162050049438,0.8586724512830691,0.9987162671280664,1.0,0.0,0.1669250030448031,,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,2,2077,8.055193304072032,805.5193304072033,0.9386492328614958,0.9987162671280664,1.0,0.0,0.1682645465609564,,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,3,3077,7.981729592230074,798.1729592230074,0.9850778719684486,0.9987162671280664,1.0,0.0,0.1663753718371241,,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,4,4077,7.991722219003324,799.1722219003324,0.913386841652282,0.9987162671280664,1.0,0.0,0.1651742762260367,,,,
energy,current,static,4,energy/building01/CT6/current,per_type_wevent,1.0,8,6,100.0,5,5077,7.984858986198984,798.4858986198984,0.9939777420390216,0.9987162671280664,1.0,0.0,0.1666000524400987,,,,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,0,77,0.8625562743744268,86.25562743744268,0.7395241138623041,0.3946641364105712,0.0645154548388957,1791.6499999989182,0.215555074405954,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,1,1077,0.8558634356582498,85.58634356582499,0.4646880176084253,0.403789802695839,0.0638437842292672,1791.6499999989182,0.166752147990825,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,2,2077,0.8386092979530666,83.86092979530666,0.5789895181953285,0.3948315798286496,0.0633984127507503,1791.6499999989182,0.1670046331651979,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,3,3077,0.8574231212492219,85.7423121249222,0.3015987247304028,0.399436273825803,0.0636014136378436,1791.6499999989182,0.1687797195286243,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,4,4077,0.8211574677673247,82.11574677673246,0.5808188909153525,0.3993804593531103,0.0632477815653727,1791.6499999989182,0.1670305068530237,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT6/current,ours,1.0,8,6,100.0,5,5077,0.8564412204927382,85.64412204927382,0.355118107934565,0.3982083554265621,0.0647802442693193,1791.6499999989182,0.1684010933807178,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,0,77,8.02133724026963,802.1337240269631,0.8772396573550835,1.0,1.0,0.0,0.0315255014615648,800.0,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,1,1077,8.061625416066146,806.1625416066146,0.8442657438045198,1.0,1.0,0.0,0.0324553973125294,800.0,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,2,2077,8.00804025044941,800.804025044941,0.938998868892294,1.0,1.0,0.0,0.032517793683336,800.0,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,3,3077,8.048120975681039,804.8120975681039,0.900670791275928,1.0,1.0,0.0,0.0329243988778018,800.0,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,4,4077,8.018117128437686,801.8117128437685,0.8249271514314578,1.0,1.0,0.0,0.0326371441410436,800.0,,,
energy,current,static,4,energy/building01/CT7/current,ldp,1.0,8,6,100.0,5,5077,8.087641251734368,808.7641251734368,0.8090410787676873,1.0,1.0,0.0,0.0312806452415457,800.0,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,0,77,7.898403738757732,789.8403738757733,0.7264975036091333,0.9987162671280664,1.0,0.0,0.172470704574475,,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,1,1077,7.981613279496976,798.1613279496976,0.858474256433648,0.9987162671280664,1.0,0.0,0.1681238031951243,,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,2,2077,8.05518682261639,805.518682261639,0.9380057229431324,0.9987162671280664,1.0,0.0,0.165058802356636,,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,3,3077,7.981718840967273,798.1718840967272,0.9846282305178856,0.9987162671280664,1.0,0.0,0.1666551820361089,,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,4,4077,7.991712100304545,799.1712100304545,0.913665834808464,0.9987162671280664,1.0,0.0,0.1661525815073481,,,,
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,1.0,8,6,100.0,5,5077,7.984848876802618,798.4848876802617,0.9940534865131254,0.9987162671280664,1.0,0.0,0.1654714496144906,,,,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,0,77,0.8625177441690834,86.25177441690835,0.7499067820752391,0.3946641364105712,0.0645154548388957,1791.6499999989182,0.1668634256975168,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,1,1077,0.8558891941351437,85.58891941351438,0.4630016441010878,0.403789802695839,0.0638437842292672,1791.6499999989182,0.2168492780122412,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,2,2077,0.8385510700488807,83.85510700488807,0.5762020069780276,0.3948315798286496,0.0633984127507503,1791.6499999989182,0.1676992292033053,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,3,3077,0.8573968785733302,85.73968785733302,0.3016360332421431,0.399436273825803,0.0636014136378436,1791.6499999989182,0.1692653000613113,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,4,4077,0.8211332573407434,82.11332573407434,0.5779243465430945,0.3993804593531103,0.0632477815653727,1791.6499999989182,0.1720959163602973,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT7/current,ours,1.0,8,6,100.0,5,5077,0.8563525342450969,85.6352534245097,0.3515792554185955,0.3982083554265621,0.0647802442693193,1791.6499999989182,0.1674513057759724,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,2,2077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,3,3077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,4,4077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,classic,1.0,8,6,100.0,5,5077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,0,77,8.033321614417938,803.3321614417938,0.8570921502183771,1.0,1.0,0.0,0.0308894776717029,800.0,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,1,1077,8.06785966145984,806.7859661459839,0.8436965326150879,1.0,1.0,0.0,0.0323734501047799,800.0,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,2,2077,8.03017822989782,803.017822989782,0.9401413919949678,1.0,1.0,0.0,0.0326786260397117,800.0,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,3,3077,8.040728540079867,804.0728540079867,0.8962949902495903,1.0,1.0,0.0,0.031260336044284,800.0,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,4,4077,8.005197678401464,800.5197678401464,0.8245882851412862,1.0,1.0,0.0,0.0311108827855242,800.0,,,
energy,current,static,4,energy/building01/CT8/current,ldp,1.0,8,6,100.0,5,5077,8.087591136251893,808.7591136251893,0.8088007092323095,1.0,1.0,0.0,0.0310609772599217,800.0,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,0,77,8.054818660518018,805.4818660518018,0.7270770459013689,0.986850851082276,1.0,0.0,0.166262604914272,,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,1,1077,8.077884287175069,807.7884287175068,0.859409179702094,0.986850851082276,1.0,0.0,0.1663355586213654,,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,2,2077,8.067570860651653,806.7570860651654,0.9376769028721966,0.986850851082276,1.0,0.0,0.1663782133325468,,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,3,3077,8.029072759047521,802.9072759047522,0.9821074145173584,0.986850851082276,1.0,0.0,0.1655782551554974,,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,4,4077,7.912551955054098,791.2551955054098,0.9140194119318388,0.986850851082276,1.0,0.0,0.1672306576583796,,,,
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,1.0,8,6,100.0,5,5077,8.009983402446801,800.9983402446801,0.9936244195404716,0.986850851082276,1.0,0.0,0.2136056347722755,,,,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,0,77,0.8612448754261227,86.12448754261227,0.7514151236417718,0.3945900644452793,0.0644654776830199,1730.1499999989742,0.1670453750854841,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,1,1077,0.8544878822855745,85.44878822855745,0.4625940633808266,0.4039245152154437,0.0638374346189605,1730.1499999989742,0.1678905559336217,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,2,2077,0.836671440701157,83.6671440701157,0.5734768081365909,0.3950524520995289,0.0634247444639062,1730.1499999989742,0.1663790669865921,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,3,3077,0.8586836948966287,85.86836948966287,0.3013394975664934,0.3989538479322602,0.0635782457980448,1730.1499999989742,0.1694595067473934,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,4,4077,0.8220496562639354,82.20496562639354,0.5782417467756097,0.3986070571915729,0.0631554653512348,1730.1499999989742,0.1685355707035844,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT8/current,ours,1.0,8,6,100.0,5,5077,0.859920251261645,85.99202512616449,0.3519150508786531,0.3979134757101985,0.0648623192418169,1730.1499999989742,0.1698797397906329,,p_gated_uniform,6.0,
energy,current,static,4,energy/building01/CT9/current,classic,1.0,8,6,100.0,0,77,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
energy,current,static,4,energy/building01/CT9/current,classic,1.0,8,6,100.0,1,1077,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
