dataset,sensor,clamp_mode,subscription_level,scope,approach,normalized_mae_mean,normalized_mae_std,mae_mean,mae_std,kl_divergence_mean,kl_divergence_std,release_rate_mean,release_rate_std,attribution_advantage_mean,attribution_advantage_std,eps_count_spent_mean,eps_count_spent_std,compute_ms_per_element_mean,compute_ms_per_element_std,eps_count_spent_mean.1,eps_count_spent_std.1,n_trials
energy,current,static,4,energy/building01/CT7/current,per_type_wevent,7.982247276490923,0.0498937844203099,798.2247276490922,4.989378442031021,0.9025541724708982,0.0994258986319358,0.9987162671280664,0.0,1.0,0.0,0.0,0.0,0.1750210290267798,0.0017809666363608,0.0,0.0,6
energy,current,static,4,energy/building01/CT8/current,classic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6
energy,current,static,4,energy/building01/CT8/current,ldp,8.044146143418137,0.0292941438385194,804.4146143418137,2.929414383851905,0.8617690099086032,0.0487253696040189,1.0,0.0,1.0,0.0,0.0,0.0,0.0328631429992681,0.0008259888460652,0.0,0.0,6
energy,current,static,4,energy/building01/CT8/current,ours,0.2565192261438452,0.0042679105971807,25.65192261438452,0.4267910597180755,0.2625590495701781,0.1047035323847192,0.4710863219952028,0.0032495380089049,0.0290231740618502,0.0002217965729333,432.5374999997436,0.0,0.1754635723240819,0.0005541050533741,432.5374999997436,0.0,6
energy,current,static,4,energy/building01/CT8/current,per_type_wevent,8.02531365414886,0.060637012836493,802.531365414886,6.0637012836493485,0.902319062410888,0.0986315840061708,0.986850851082276,0.0,1.0,0.0,0.0,0.0,0.175236804434823,0.0013850016117468,0.0,0.0,6
energy,current,static,4,energy/building01/CT9/current,classic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6
energy,current,static,4,energy/building01/CT9/current,ldp,7.570799132758244,0.6512046966182686,757.0799132758244,65.12046966182687,0.7544967111420352,0.0984295375018155,1.0,0.0,1.0,0.0,0.0,0.0,0.0015951129141974,1.0969375232064004e-05,0.0,0.0,6
energy,current,static,4,energy/building01/CT9/current,ours,0.254113746390945,0.0084252019018887,25.4113746390945,0.8425201901888707,0.2074507802224857,0.0863235414615448,0.4667177298756246,0.0048262878402384,0.0288854065252473,0.0004489071657414,114.2375000000174,0.0,0.1793246546102701,0.002056530639425,114.2375000000174,0.0,6
energy,current,static,4,energy/building01/CT9/current,per_type_wevent,4.867015614698942,3.2807007426511867,486.7015614698942,328.07007426511865,0.8540599908487515,0.0975959115113957,0.021118284276179,0.0,1.0,0.0,0.0,0.0,0.0756292827603005,0.0005954234660882,0.0,0.0,6
energy,power_kw,static,1,energy,classic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6
energy,power_kw,static,1,energy,ldp,3.173300111230024,0.0087229925371674,158.6650055615012,0.4361496268583709,1.475127386605254,0.051204914857995,1.0,0.0,1.0,0.0,0.0,0.0,0.0461648214552083,0.0016414772177603,0.0,0.0,6
