P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx
4,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.8403361344537815,0,True,0,seed,0
3,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.8487394957983193,0,True,1,probe_P=3,0
5,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.8319327731092437,0,True,1,probe_P=5,0
4,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.8403361344537815,0,True,1,stop_local_optimum,0
10,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.7563025210084033,0,True,0,r1_seed,1
9,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.7983193277310925,0,True,1,r1_probe_P=9,1
10,uniform,1.30237992386745,0.25363130298746667,1.0,0.22890822995865012,1.30237992386745,8.403361344537815,0.7563025210084033,0,True,1,r1_stop_local_optimum,1
4,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.8403361344537815,99,True,0,seed,0
3,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.8487394957983193,99,True,1,probe_P=3,0
5,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.8319327731092437,99,True,1,probe_P=5,0
4,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.8403361344537815,99,True,1,stop_local_optimum,0
10,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.7563025210084033,99,True,0,r1_seed,1
9,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.7983193277310925,99,True,1,r1_probe_P=9,1
10,sample,0.22687257213901055,0.06937711625665924,0.16806722689075632,0.2126984126984127,0.3932591267608593,8.403361344537815,0.7563025210084033,99,True,1,r1_stop_local_optimum,1
4,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.8403361344537815,40,True,0,seed,0
3,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.8487394957983193,40,True,1,probe_P=3,0
5,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.8319327731092437,40,True,1,probe_P=5,0
4,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.8403361344537815,40,True,1,stop_local_optimum,0
10,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.7563025210084033,40,True,0,r1_seed,1
9,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.7983193277310925,40,True,1,r1_probe_P=9,1
10,budget_distribution,3.4308426533358007,0.05760675650062061,0.6638655462184874,0.26277878239903557,3.4980695440921035,8.403361344537815,0.7563025210084033,40,True,1,r1_stop_local_optimum,1
4,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.8403361344537815,52,True,0,seed,0
3,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.8487394957983193,52,True,1,probe_P=3,0
5,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.8319327731092437,52,True,1,probe_P=5,0
4,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.8403361344537815,52,True,1,stop_local_optimum,0
10,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.7563025210084033,52,True,0,r1_seed,1
9,budget_absorption,3.0484169628302977,0.2925629184239441,0.5630252100840336,0.26846718787017293,3.135811920813491,8.403361344537815,0.7983193277310925,52,True,1,r1_probe_P=9,1
