P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx,dataset,sensor,clamp_mode
8,budget_distribution,1.1698977339972132,0.4146054798042249,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.7281367236348478,13470,True,0,r1_seed,1,energy,power_kw,static
7,budget_distribution,1.1698977339972132,0.4146054798042249,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.981881339446992,13470,True,1,r1_probe_P=7,1,energy,power_kw,static
9,budget_distribution,1.1698977339972132,0.4146054798042249,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.124968736973739,13470,True,1,r1_probe_P=9,1,energy,power_kw,static
8,budget_distribution,1.1698977339972132,0.4146054798042249,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.7281367236348478,13470,True,1,r1_stop_local_optimum,1,energy,power_kw,static
4,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,0,seed,0,energy,power_kw,static
3,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=3,0,energy,power_kw,static
5,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=5,0,energy,power_kw,static
4,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,stop_local_optimum,0,energy,power_kw,static
8,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.7281367236348478,18235,True,0,r1_seed,1,energy,power_kw,static
7,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.981881339446992,18235,True,1,r1_probe_P=7,1,energy,power_kw,static
9,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.124968736973739,18235,True,1,r1_probe_P=9,1,energy,power_kw,static
8,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.7281367236348478,18235,True,1,r1_stop_local_optimum,1,energy,power_kw,static
4,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,0,seed,0,energy,power_kw,static
3,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,1,probe_P=3,0,energy,power_kw,static
5,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,1,probe_P=5,0,energy,power_kw,static
4,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,1,stop_local_optimum,0,energy,power_kw,static
8,p_gated_uniform,0.7356288271534452,0.8700546474821095,0.7281367236348478,0.1222293637080676,0.7900014824264757,7.827900514103098,0.7281367236348478,9783,True,0,r1_seed,1,energy,power_kw,static
7,p_gated_uniform,0.7608111077350297,0.7414843947300269,0.981881339446992,0.1275601380949072,0.7644348398456313,7.827900514103098,0.981881339446992,652,True,1,r1_probe_P=7,1,energy,power_kw,static
9,p_gated_uniform,0.6669063767900947,0.6617856569236961,0.124968736973739,0.1088567462483406,0.8419126293953468,7.827900514103098,0.124968736973739,31488,True,1,r1_probe_P=9,1,energy,power_kw,static
7,p_gated_uniform,0.7608111077350297,0.7414843947300269,0.981881339446992,0.1275601380949072,0.7644348398456313,7.827900514103098,0.981881339446992,652,True,1,r1_step_to_P=7,1,energy,power_kw,static
6,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,2,r1_probe_P=6,1,energy,power_kw,static
6,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,2,r1_step_to_P=6,1,energy,power_kw,static
5,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,3,r1_probe_P=5,1,energy,power_kw,static
6,p_gated_uniform,0.7573633779698232,0.945539369534154,0.9944977073780742,0.1280562502018617,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True,3,r1_stop_local_optimum,1,energy,power_kw,static
4,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,0,seed,0,energy,power_kw,static
3,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,1,probe_P=3,0,energy,power_kw,static
5,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,1,probe_P=5,0,energy,power_kw,static
4,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,1,stop_local_optimum,0,energy,power_kw,static
8,p_gated_sample,0.1215578828154319,0.6692806407919799,0.1218841183826594,0.1222112253405003,0.2971810591389,7.827900514103098,0.7281367236348478,31599,True,0,r1_seed,1,energy,power_kw,static
7,p_gated_sample,0.1259389020456137,0.6894156422919243,0.1635681533972488,0.1274726722101849,0.2932252713661639,7.827900514103098,0.981881339446992,30099,True,1,r1_probe_P=7,1,energy,power_kw,static
9,p_gated_sample,0.0991460226763519,0.8343339218703337,0.0207586494372655,0.1086257487863913,0.2949942927888988,7.827900514103098,0.124968736973739,35238,True,1,r1_probe_P=9,1,energy,power_kw,static
7,p_gated_sample,0.1259389020456137,0.6894156422919243,0.1635681533972488,0.1274726722101849,0.2932252713661639,7.827900514103098,0.981881339446992,30099,True,1,r1_step_to_P=7,1,energy,power_kw,static
6,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,2,r1_probe_P=6,1,energy,power_kw,static
6,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,2,r1_step_to_P=6,1,energy,power_kw,static
5,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,3,r1_probe_P=5,1,energy,power_kw,static
6,p_gated_sample,0.1257739779915693,0.7203195838539411,0.1657635125746838,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True,3,r1_stop_local_optimum,1,energy,power_kw,static
4,p_gated_ba,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,0,seed,0,energy,power_kw,static
3,p_gated_ba,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=3,0,energy,power_kw,static
5,p_gated_ba,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=5,0,energy,power_kw,static
4,p_gated_ba,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.128110279860984,0.9790536857479696,7.827900514103098,0.9944977073780742,18235,True,1,stop_local_optimum,0,energy,power_kw,static
8,p_gated_ba,0.8566295892854642,0.5520827098904464,0.360539113519522,0.1222259009082656,0.9845217665815598,7.827900514103098,0.7281367236348478,23011,True,0,r1_seed,1,energy,power_kw,static
7,p_gated_ba,0.8783347231921641,0.5615072458731075,0.4853133249965263,0.1275570536693418,0.9812720581928588,7.827900514103098,0.981881339446992,18521,True,1,r1_probe_P=7,1,energy,power_kw,static
9,p_gated_ba,0.708744396452993,0.3577745575305129,0.061886897318327,0.1089301184271997,0.8963670169893276,7.827900514103098,0.124968736973739,33758,True,1,r1_probe_P=9,1,energy,power_kw,static
9,p_gated_ba,0.708744396452993,0.3577745575305129,0.061886897318327,0.1089301184271997,0.8963670169893276,7.827900514103098,0.124968736973739,33758,True,1,r1_step_to_P=9,1,energy,power_kw,static
10,p_gated_ba,0.6843573718633632,0.8613331903624001,0.0118660553008197,0.0985877510467674,0.8819841608031993,7.827900514103098,0.0229262192580241,35558,True,2,r1_probe_P=10,1,energy,power_kw,static
10,p_gated_ba,0.6843573718633632,0.8613331903624001,0.0118660553008197,0.0985877510467674,0.8819841608031993,7.827900514103098,0.0229262192580241,35558,True,2,r1_step_to_P=10,1,energy,power_kw,static
11,p_gated_ba,0.452185315001594,0.6346281474317049,0.0015284146172016,0.0902203856749311,0.6518796320781537,7.827900514103098,0.0028067250243156,35930,True,3,r1_probe_P=11,1,energy,power_kw,static
11,p_gated_ba,0.452185315001594,0.6346281474317049,0.0015284146172016,0.0902203856749311,0.6518796320781537,7.827900514103098,0.0028067250243156,35930,True,3,r1_step_to_P=11,1,energy,power_kw,static
12,p_gated_ba,0.4271062815083212,4.445092897345106,8.336807002917882e-05,0.0833333333333333,0.6270896078943153,7.827900514103098,0.0001945254967347,35982,True,4,r1_probe_P=12,1,energy,power_kw,static
12,p_gated_ba,0.4271062815083212,4.445092897345106,8.336807002917882e-05,0.0833333333333333,0.6270896078943153,7.827900514103098,0.0001945254967347,35982,True,4,r1_step_to_P=12,1,energy,power_kw,static
12,p_gated_ba,0.4271062815083212,4.445092897345106,8.336807002917882e-05,0.0833333333333333,0.6270896078943153,7.827900514103098,0.0001945254967347,35982,True,5,r1_stop_local_optimum,1,energy,power_kw,static
4,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,0,seed,0,energy,power_kw,static
3,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,1,probe_P=3,0,energy,power_kw,static
5,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,1,probe_P=5,0,energy,power_kw,static
4,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,1,stop_local_optimum,0,energy,power_kw,static
8,n_weighted,0.7379147035197988,0.872155735328119,0.7281367236348478,0.1222293637080676,0.7922873587928293,7.827900514103098,0.7281367236348478,9783,True,0,r1_seed,1,energy,power_kw,static
7,n_weighted,0.7684657889004789,0.7324279223384705,0.981881339446992,0.1275601380949072,0.7720895210110805,7.827900514103098,0.981881339446992,652,True,1,r1_probe_P=7,1,energy,power_kw,static
9,n_weighted,0.6640483668204699,0.6633996613893094,0.124968736973739,0.1088567462483406,0.839054619425722,7.827900514103098,0.124968736973739,31488,True,1,r1_probe_P=9,1,energy,power_kw,static
7,n_weighted,0.7684657889004789,0.7324279223384705,0.981881339446992,0.1275601380949072,0.7720895210110805,7.827900514103098,0.981881339446992,652,True,1,r1_step_to_P=7,1,energy,power_kw,static
6,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,2,r1_probe_P=6,1,energy,power_kw,static
6,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,2,r1_step_to_P=6,1,energy,power_kw,static
5,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,3,r1_probe_P=5,1,energy,power_kw,static
6,n_weighted,0.7659196451846655,0.9502989658734836,0.9944977073780742,0.1280562502018617,0.7670201037090506,7.827900514103098,0.9944977073780742,198,True,3,r1_stop_local_optimum,1,energy,power_kw,static
4,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,seed,0,manufacturing,temperature,static
3,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=3,0,manufacturing,temperature,static
5,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=5,0,manufacturing,temperature,static
4,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,r1_seed,1,manufacturing,temperature,static
9,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,0,seed,0,manufacturing,temperature,static
3,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,probe_P=3,0,manufacturing,temperature,static
5,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,probe_P=5,0,manufacturing,temperature,static
4,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,0,r1_seed,1,manufacturing,temperature,static
9,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,0,seed,0,manufacturing,temperature,static
3,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,1,probe_P=3,0,manufacturing,temperature,static
5,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,1,probe_P=5,0,manufacturing,temperature,static
4,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,0,r1_seed,1,manufacturing,temperature,static
9,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,budget_distribution,0.9026880660820892,0.7782833512268217,0.638,0.0999999999999999,0.9750880660820892,10.0,1.0,362,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,0,seed,0,manufacturing,temperature,static
3,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,probe_P=3,0,manufacturing,temperature,static
5,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,probe_P=5,0,manufacturing,temperature,static
4,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,0,r1_seed,1,manufacturing,temperature,static
9,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,seed,0,manufacturing,temperature,static
3,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=3,0,manufacturing,temperature,static
5,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=5,0,manufacturing,temperature,static
4,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,r1_seed,1,manufacturing,temperature,static
9,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,p_gated_uniform,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,0,seed,0,manufacturing,temperature,static
3,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,probe_P=3,0,manufacturing,temperature,static
5,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,probe_P=5,0,manufacturing,temperature,static
4,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,0,r1_seed,1,manufacturing,temperature,static
9,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,p_gated_sample,0.0989687884942711,0.8130471354452724,0.167,0.0999999999999999,0.2655687884942712,10.0,1.0,833,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,0,seed,0,manufacturing,temperature,static
3,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,probe_P=3,0,manufacturing,temperature,static
5,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,probe_P=5,0,manufacturing,temperature,static
4,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,0,r1_seed,1,manufacturing,temperature,static
9,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,p_gated_ba,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,seed,0,manufacturing,temperature,static
3,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=3,0,manufacturing,temperature,static
5,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,probe_P=5,0,manufacturing,temperature,static
4,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,stop_local_optimum,0,manufacturing,temperature,static
10,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,0,r1_seed,1,manufacturing,temperature,static
9,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_probe_P=9,1,manufacturing,temperature,static
10,n_weighted,0.5630569374818464,0.809761766046773,1.0,0.1,0.5630569374818464,10.0,1.0,0,True,1,r1_stop_local_optimum,1,manufacturing,temperature,static
4,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.9676258992805756,0,True,0,seed,0,mobility,traffic_speed,static
3,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.998800959232614,0,True,1,probe_P=3,0,mobility,traffic_speed,static
5,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.7841726618705036,0,True,1,probe_P=5,0,mobility,traffic_speed,static
4,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.9676258992805756,0,True,1,stop_local_optimum,0,mobility,traffic_speed,static
5,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.7841726618705036,0,True,0,r1_seed,1,mobility,traffic_speed,static
4,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.9676258992805756,0,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.3321342925659472,0,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
5,uniform,1.151941348755674,0.982414167148568,1.0,0.2026179056754596,1.151941348755674,5.08273381294964,0.7841726618705036,0,True,1,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.9676258992805756,695,True,0,seed,0,mobility,traffic_speed,static
3,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.998800959232614,695,True,1,probe_P=3,0,mobility,traffic_speed,static
5,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.7841726618705036,695,True,1,probe_P=5,0,mobility,traffic_speed,static
4,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.9676258992805756,695,True,1,stop_local_optimum,0,mobility,traffic_speed,static
5,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.7841726618705036,695,True,0,r1_seed,1,mobility,traffic_speed,static
