P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx,dataset,sensor,clamp_mode
4,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.9676258992805756,695,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.3321342925659472,695,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
5,sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.7841726618705036,695,True,1,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.9676258992805756,286,True,0,seed,0,mobility,traffic_speed,static
3,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.998800959232614,286,True,1,probe_P=3,0,mobility,traffic_speed,static
5,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.7841726618705036,286,True,1,probe_P=5,0,mobility,traffic_speed,static
4,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.9676258992805756,286,True,1,stop_local_optimum,0,mobility,traffic_speed,static
5,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.7841726618705036,286,True,0,r1_seed,1,mobility,traffic_speed,static
4,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.9676258992805756,286,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.3321342925659472,286,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
5,budget_distribution,1.847977185977788,0.4203749132083698,0.657074340527578,0.2025851581508515,1.916562317872272,5.08273381294964,0.7841726618705036,286,True,1,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.9676258992805756,388,True,0,seed,0,mobility,traffic_speed,static
3,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.998800959232614,388,True,1,probe_P=3,0,mobility,traffic_speed,static
5,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.7841726618705036,388,True,1,probe_P=5,0,mobility,traffic_speed,static
4,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.9676258992805756,388,True,1,stop_local_optimum,0,mobility,traffic_speed,static
5,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.7841726618705036,388,True,0,r1_seed,1,mobility,traffic_speed,static
4,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.9676258992805756,388,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.3321342925659472,388,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
5,budget_absorption,1.5725601286031654,0.6281999469901033,0.5347721822541966,0.2026158445440956,1.665605692152326,5.08273381294964,0.7841726618705036,388,True,1,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,p_gated_uniform,1.1379283694518654,0.7793265947487077,0.9676258992805756,0.1980380008261049,1.1444031895957505,5.08273381294964,0.9676258992805756,27,True,0,seed,0,mobility,traffic_speed,static
3,p_gated_uniform,1.1510457818740982,0.981190050949352,0.998800959232614,0.2022609043617447,1.1512855900275754,5.08273381294964,0.998800959232614,1,True,1,probe_P=3,0,mobility,traffic_speed,static
5,p_gated_uniform,1.0517917447719447,0.385120420606738,0.7841726618705036,0.1858817533129459,1.094957212397844,5.08273381294964,0.7841726618705036,180,True,1,probe_P=5,0,mobility,traffic_speed,static
5,p_gated_uniform,1.0517917447719447,0.385120420606738,0.7841726618705036,0.1858817533129459,1.094957212397844,5.08273381294964,0.7841726618705036,180,True,1,step_to_P=5,0,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,2,probe_P=6,0,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,2,step_to_P=6,0,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,3,stop_local_optimum,0,mobility,traffic_speed,static
5,p_gated_uniform,1.0517917447719447,0.385120420606738,0.7841726618705036,0.1858817533129459,1.094957212397844,5.08273381294964,0.7841726618705036,180,True,0,r1_seed,1,mobility,traffic_speed,static
4,p_gated_uniform,1.1379283694518654,0.7793265947487077,0.9676258992805756,0.1980380008261049,1.1444031895957505,5.08273381294964,0.9676258992805756,27,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,1,r1_step_to_P=6,1,mobility,traffic_speed,static
6,p_gated_uniform,0.9340125837280284,0.653151073347164,0.3321342925659472,0.1666666666666666,1.067585725214839,5.08273381294964,0.3321342925659472,557,True,2,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,p_gated_sample,0.2149256931678412,0.5117333476364864,0.1606714628297362,0.1937810945273631,0.382791400601894,5.08273381294964,0.9676258992805756,700,True,0,seed,0,mobility,traffic_speed,static
3,p_gated_sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.998800959232614,695,True,1,probe_P=3,0,mobility,traffic_speed,static
5,p_gated_sample,0.2049297807747314,0.5319048465997348,0.1342925659472422,0.1827380952380952,0.378071267585283,5.08273381294964,0.7841726618705036,722,True,1,probe_P=5,0,mobility,traffic_speed,static
3,p_gated_sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.998800959232614,695,True,1,step_to_P=3,0,mobility,traffic_speed,static
2,p_gated_sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,1.0,695,True,2,probe_P=2,0,mobility,traffic_speed,static
3,p_gated_sample,0.2067262441761801,0.5204939909497053,0.1666666666666666,0.1988009592326139,0.3733929108428467,5.08273381294964,0.998800959232614,695,True,2,stop_local_optimum,0,mobility,traffic_speed,static
5,p_gated_sample,0.2049297807747314,0.5319048465997348,0.1342925659472422,0.1827380952380952,0.378071267585283,5.08273381294964,0.7841726618705036,722,True,0,r1_seed,1,mobility,traffic_speed,static
4,p_gated_sample,0.2149256931678412,0.5117333476364864,0.1606714628297362,0.1937810945273631,0.382791400601894,5.08273381294964,0.9676258992805756,700,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,p_gated_sample,0.1734940336945584,0.392141707869427,0.0695443645083932,0.1666666666666666,0.3595851607928798,5.08273381294964,0.3321342925659472,776,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
6,p_gated_sample,0.1734940336945584,0.392141707869427,0.0695443645083932,0.1666666666666666,0.3595851607928798,5.08273381294964,0.3321342925659472,776,True,1,r1_step_to_P=6,1,mobility,traffic_speed,static
6,p_gated_sample,0.1734940336945584,0.392141707869427,0.0695443645083932,0.1666666666666666,0.3595851607928798,5.08273381294964,0.3321342925659472,776,True,2,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,p_gated_ba,1.520559613611162,0.4966086250014043,0.5155875299760192,0.1978294573643411,1.6174421076159582,5.08273381294964,0.9676258992805756,404,True,0,seed,0,mobility,traffic_speed,static
3,p_gated_ba,1.5721334927498338,0.6269838463797185,0.5335731414868106,0.2019475655430711,1.6654188644524717,5.08273381294964,0.998800959232614,389,True,1,probe_P=3,0,mobility,traffic_speed,static
5,p_gated_ba,1.34240535743957,0.5896154414887287,0.4172661870503597,0.1851532567049808,1.458952120029498,5.08273381294964,0.7841726618705036,486,True,1,probe_P=5,0,mobility,traffic_speed,static
5,p_gated_ba,1.34240535743957,0.5896154414887287,0.4172661870503597,0.1851532567049808,1.458952120029498,5.08273381294964,0.7841726618705036,486,True,1,step_to_P=5,0,mobility,traffic_speed,static
6,p_gated_ba,1.4194767109087063,0.748744982666219,0.1618705035971223,0.1666666666666666,1.587102610189282,5.08273381294964,0.3321342925659472,699,True,2,probe_P=6,0,mobility,traffic_speed,static
5,p_gated_ba,1.34240535743957,0.5896154414887287,0.4172661870503597,0.1851532567049808,1.458952120029498,5.08273381294964,0.7841726618705036,486,True,2,stop_local_optimum,0,mobility,traffic_speed,static
5,p_gated_ba,1.34240535743957,0.5896154414887287,0.4172661870503597,0.1851532567049808,1.458952120029498,5.08273381294964,0.7841726618705036,486,True,0,r1_seed,1,mobility,traffic_speed,static
4,p_gated_ba,1.520559613611162,0.4966086250014043,0.5155875299760192,0.1978294573643411,1.6174421076159582,5.08273381294964,0.9676258992805756,404,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,p_gated_ba,1.4194767109087063,0.748744982666219,0.1618705035971223,0.1666666666666666,1.587102610189282,5.08273381294964,0.3321342925659472,699,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
5,p_gated_ba,1.34240535743957,0.5896154414887287,0.4172661870503597,0.1851532567049808,1.458952120029498,5.08273381294964,0.7841726618705036,486,True,1,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,n_weighted,1.1654305785363206,0.7780002342544664,0.9676258992805756,0.1980380008261049,1.1719053986802055,5.08273381294964,0.9676258992805756,27,True,0,seed,0,mobility,traffic_speed,static
3,n_weighted,1.1906450673624998,0.9384598973990028,0.998800959232614,0.2022609043617447,1.1908848755159769,5.08273381294964,0.998800959232614,1,True,1,probe_P=3,0,mobility,traffic_speed,static
5,n_weighted,1.0697306553412955,0.8930195382146315,0.7841726618705036,0.1858817533129459,1.1128961229671948,5.08273381294964,0.7841726618705036,180,True,1,probe_P=5,0,mobility,traffic_speed,static
5,n_weighted,1.0697306553412955,0.8930195382146315,0.7841726618705036,0.1858817533129459,1.1128961229671948,5.08273381294964,0.7841726618705036,180,True,1,step_to_P=5,0,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,2,probe_P=6,0,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,2,step_to_P=6,0,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,3,stop_local_optimum,0,mobility,traffic_speed,static
5,n_weighted,1.0697306553412955,0.8930195382146315,0.7841726618705036,0.1858817533129459,1.1128961229671948,5.08273381294964,0.7841726618705036,180,True,0,r1_seed,1,mobility,traffic_speed,static
4,n_weighted,1.1654305785363206,0.7780002342544664,0.9676258992805756,0.1980380008261049,1.1719053986802055,5.08273381294964,0.9676258992805756,27,True,1,r1_probe_P=4,1,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,1,r1_probe_P=6,1,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,1,r1_step_to_P=6,1,mobility,traffic_speed,static
6,n_weighted,0.9340125837280282,0.653151073347164,0.3321342925659472,0.1666666666666666,1.0675857252148389,5.08273381294964,0.3321342925659472,557,True,2,r1_stop_local_optimum,1,mobility,traffic_speed,static
4,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.9789503227617176,0,True,0,seed,0,pune,pm10,static
3,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.9980353634577604,0,True,1,probe_P=3,0,pune,pm10,static
5,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.974459724950884,0,True,1,probe_P=5,0,pune,pm10,static
4,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.9789503227617176,0,True,1,stop_local_optimum,0,pune,pm10,static
8,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.7569463934886331,0,True,0,r1_seed,1,pune,pm10,static
7,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.9393769295537469,0,True,1,r1_probe_P=7,1,pune,pm10,static
9,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.226494527083918,0,True,1,r1_probe_P=9,1,pune,pm10,static
8,uniform,0.7837147921862203,0.5063664496651339,1.0,0.1323904414418026,0.7837147921862203,7.840303115352231,0.7569463934886331,0,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.9789503227617176,2969,True,0,seed,0,pune,pm10,static
3,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.9980353634577604,2969,True,1,probe_P=3,0,pune,pm10,static
5,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.974459724950884,2969,True,1,probe_P=5,0,pune,pm10,static
4,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.9789503227617176,2969,True,1,stop_local_optimum,0,pune,pm10,static
8,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.7569463934886331,2969,True,0,r1_seed,1,pune,pm10,static
7,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.9393769295537469,2969,True,1,r1_probe_P=7,1,pune,pm10,static
9,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.226494527083918,2969,True,1,r1_probe_P=9,1,pune,pm10,static
8,sample,0.1274525503139827,0.8139372529105371,0.1667134437271961,0.1320553417775639,0.2941098615685435,7.840303115352231,0.7569463934886331,2969,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.9789503227617176,1330,True,0,seed,0,pune,pm10,static
3,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.9980353634577604,1330,True,1,probe_P=3,0,pune,pm10,static
5,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.974459724950884,1330,True,1,probe_P=5,0,pune,pm10,static
4,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.9789503227617176,1330,True,1,stop_local_optimum,0,pune,pm10,static
8,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.7569463934886331,1330,True,0,r1_seed,1,pune,pm10,static
7,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.9393769295537469,1330,True,1,r1_probe_P=7,1,pune,pm10,static
9,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.226494527083918,1330,True,1,r1_probe_P=9,1,pune,pm10,static
8,budget_distribution,1.1619599914718086,0.3471903212204252,0.6267190569744597,0.1329141165348062,1.2366161800769166,7.840303115352231,0.7569463934886331,1330,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.9789503227617176,1768,True,0,seed,0,pune,pm10,static
3,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.9980353634577604,1768,True,1,probe_P=3,0,pune,pm10,static
5,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.974459724950884,1768,True,1,probe_P=5,0,pune,pm10,static
4,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.9789503227617176,1768,True,1,stop_local_optimum,0,pune,pm10,static
8,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.7569463934886331,1768,True,0,r1_seed,1,pune,pm10,static
7,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.9393769295537469,1768,True,1,r1_probe_P=7,1,pune,pm10,static
9,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.226494527083918,1768,True,1,r1_probe_P=9,1,pune,pm10,static
8,budget_absorption,0.9104815474640984,0.2810102084042615,0.5037889419028908,0.1325527258257063,1.0097237590835202,7.840303115352231,0.7569463934886331,1768,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,p_gated_uniform,0.7639617980168567,0.6247048739046756,0.9789503227617176,0.1274485310179117,0.7681717334645132,7.840303115352231,0.9789503227617176,75,True,0,seed,0,pune,pm10,static
3,p_gated_uniform,0.7796100132004978,0.554860588822412,0.9980353634577604,0.1313855857303551,0.7800029405089458,7.840303115352231,0.9980353634577604,7,True,1,probe_P=3,0,pune,pm10,static
5,p_gated_uniform,0.74538735869943,0.6276849692112045,0.974459724950884,0.1268837777046302,0.7504954137092531,7.840303115352231,0.974459724950884,91,True,1,probe_P=5,0,pune,pm10,static
5,p_gated_uniform,0.74538735869943,0.6276849692112045,0.974459724950884,0.1268837777046302,0.7504954137092531,7.840303115352231,0.974459724950884,91,True,1,step_to_P=5,0,pune,pm10,static
6,p_gated_uniform,0.7421756630973809,0.6272871196784507,0.9666011787819252,0.1262893368729605,0.7488554273409959,7.840303115352231,0.9666011787819252,119,True,2,probe_P=6,0,pune,pm10,static
6,p_gated_uniform,0.7421756630973809,0.6272871196784507,0.9666011787819252,0.1262893368729605,0.7488554273409959,7.840303115352231,0.9666011787819252,119,True,2,step_to_P=6,0,pune,pm10,static
7,p_gated_uniform,0.7296320087792343,0.5336731911982665,0.9393769295537469,0.1251191543244127,0.7417566228684849,7.840303115352231,0.9393769295537469,216,True,3,probe_P=7,0,pune,pm10,static
7,p_gated_uniform,0.7296320087792343,0.5336731911982665,0.9393769295537469,0.1251191543244127,0.7417566228684849,7.840303115352231,0.9393769295537469,216,True,3,step_to_P=7,0,pune,pm10,static
8,p_gated_uniform,0.668828571371214,0.608006073660168,0.7569463934886331,0.1208441478185638,0.7174392926734874,7.840303115352231,0.7569463934886331,866,True,4,probe_P=8,0,pune,pm10,static
8,p_gated_uniform,0.668828571371214,0.608006073660168,0.7569463934886331,0.1208441478185638,0.7174392926734874,7.840303115352231,0.7569463934886331,866,True,4,step_to_P=8,0,pune,pm10,static
9,p_gated_uniform,0.6972587138676137,0.8228033078970085,0.226494527083918,0.1111111111111111,0.8519598084508302,7.840303115352231,0.226494527083918,2756,True,5,probe_P=9,0,pune,pm10,static
8,p_gated_uniform,0.668828571371214,0.608006073660168,0.7569463934886331,0.1208441478185638,0.7174392926734874,7.840303115352231,0.7569463934886331,866,True,5,stop_local_optimum,0,pune,pm10,static
8,p_gated_uniform,0.668828571371214,0.608006073660168,0.7569463934886331,0.1208441478185638,0.7174392926734874,7.840303115352231,0.7569463934886331,866,True,0,r1_seed,1,pune,pm10,static
7,p_gated_uniform,0.7296320087792343,0.5336731911982665,0.9393769295537469,0.1251191543244127,0.7417566228684849,7.840303115352231,0.9393769295537469,216,True,1,r1_probe_P=7,1,pune,pm10,static
9,p_gated_uniform,0.6972587138676137,0.8228033078970085,0.226494527083918,0.1111111111111111,0.8519598084508302,7.840303115352231,0.226494527083918,2756,True,1,r1_probe_P=9,1,pune,pm10,static
8,p_gated_uniform,0.668828571371214,0.608006073660168,0.7569463934886331,0.1208441478185638,0.7174392926734874,7.840303115352231,0.7569463934886331,866,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,p_gated_sample,0.1232030999479517,0.7377053720560673,0.1630648330058939,0.1272648416796437,0.2905901333467729,7.840303115352231,0.9789503227617176,2982,True,0,seed,0,pune,pm10,static
3,p_gated_sample,0.1271126175997176,0.7281720949798761,0.1664327813640191,0.1314348617468347,0.2938260613269138,7.840303115352231,0.9980353634577604,2970,True,1,probe_P=3,0,pune,pm10,static
5,p_gated_sample,0.1205861456982807,0.725127356097662,0.1627841706427168,0.1270532293377121,0.2880293115697374,7.840303115352231,0.974459724950884,2983,True,1,probe_P=5,0,pune,pm10,static
5,p_gated_sample,0.1205861456982807,0.725127356097662,0.1627841706427168,0.1270532293377121,0.2880293115697374,7.840303115352231,0.974459724950884,2983,True,1,step_to_P=5,0,pune,pm10,static
6,p_gated_sample,0.1215746138594348,0.8090484901494556,0.1616615211900084,0.1265466545414462,0.2892423096214332,7.840303115352231,0.9666011787819252,2987,True,2,probe_P=6,0,pune,pm10,static
5,p_gated_sample,0.1205861456982807,0.725127356097662,0.1627841706427168,0.1270532293377121,0.2880293115697374,7.840303115352231,0.974459724950884,2983,True,2,stop_local_optimum,0,pune,pm10,static
8,p_gated_sample,0.1173704454070575,0.4700792858443907,0.1257367387033398,0.1208767361111111,0.2922230976663895,7.840303115352231,0.7569463934886331,3115,True,0,r1_seed,1,pune,pm10,static
7,p_gated_sample,0.1205018942087869,0.8771200009091874,0.1563289362896435,0.1251781083468695,0.2892361069508582,7.840303115352231,0.9393769295537469,3006,True,1,r1_probe_P=7,1,pune,pm10,static
9,p_gated_sample,0.0760797815311506,0.820106181149822,0.037328094302554,0.1111111111111111,0.2686141626706398,7.840303115352231,0.226494527083918,3430,True,1,r1_probe_P=9,1,pune,pm10,static
9,p_gated_sample,0.0760797815311506,0.820106181149822,0.037328094302554,0.1111111111111111,0.2686141626706398,7.840303115352231,0.226494527083918,3430,True,1,r1_step_to_P=9,1,pune,pm10,static
9,p_gated_sample,0.0760797815311506,0.820106181149822,0.037328094302554,0.1111111111111111,0.2686141626706398,7.840303115352231,0.226494527083918,3430,True,2,r1_stop_local_optimum,1,pune,pm10,static
4,p_gated_ba,0.8782758135368194,0.3308421572262487,0.487229862475442,0.127530219076878,0.980829841041731,7.840303115352231,0.9789503227617176,1827,True,0,seed,0,pune,pm10,static
3,p_gated_ba,0.9071408304485143,0.2768731665377614,0.4995790064552343,0.1309983056893169,1.0072250291574676,7.840303115352231,0.9980353634577604,1783,True,1,probe_P=3,0,pune,pm10,static
5,p_gated_ba,0.8543784857961778,0.3052568714171531,0.4849845635700253,0.1268679269547325,0.9573815730821728,7.840303115352231,0.974459724950884,1835,True,1,probe_P=5,0,pune,pm10,static
5,p_gated_ba,0.8543784857961778,0.3052568714171531,0.4849845635700253,0.1268679269547325,0.9573815730821728,7.840303115352231,0.974459724950884,1835,True,1,step_to_P=5,0,pune,pm10,static
6,p_gated_ba,0.8824862592648888,0.7196325623367704,0.4849845635700253,0.1260517710170488,0.9854893465508836,7.840303115352231,0.9666011787819252,1835,True,2,probe_P=6,0,pune,pm10,static
5,p_gated_ba,0.8543784857961778,0.3052568714171531,0.4849845635700253,0.1268679269547325,0.9573815730821728,7.840303115352231,0.974459724950884,1835,True,2,stop_local_optimum,0,pune,pm10,static
8,p_gated_ba,0.7597752433002565,0.3513044498300014,0.3797361773786135,0.1211094686704443,0.8838280078245337,7.840303115352231,0.7569463934886331,2210,True,0,r1_seed,1,pune,pm10,static
7,p_gated_ba,0.8306160058550742,0.33172449256486,0.4709514454111703,0.1251903721361409,0.93642571677284,7.840303115352231,0.9393769295537469,1885,True,1,r1_probe_P=7,1,pune,pm10,static
9,p_gated_ba,1.346237656281475,0.4804155187106551,0.1187201796239124,0.1111111111111111,1.5224936203566926,7.840303115352231,0.226494527083918,3140,True,1,r1_probe_P=9,1,pune,pm10,static
8,p_gated_ba,0.7597752433002565,0.3513044498300014,0.3797361773786135,0.1211094686704443,0.8838280078245337,7.840303115352231,0.7569463934886331,2210,True,1,r1_stop_local_optimum,1,pune,pm10,static
4,n_weighted,0.7657784619240112,0.8282656959733824,0.9789503227617176,0.1274485310179117,0.7699883973716677,7.840303115352231,0.9789503227617176,75,True,0,seed,0,pune,pm10,static
3,n_weighted,0.7896851695823528,0.5723636543298812,0.9980353634577604,0.1313855857303551,0.7900780968908008,7.840303115352231,0.9980353634577604,7,True,1,probe_P=3,0,pune,pm10,static
5,n_weighted,0.7550699185500568,0.6322941734841093,0.974179062587707,0.1268723161981589,0.7602341060325154,7.840303115352231,0.974459724950884,92,True,1,probe_P=5,0,pune,pm10,static
5,n_weighted,0.7550699185500568,0.6322941734841093,0.974179062587707,0.1268723161981589,0.7602341060325154,7.840303115352231,0.974459724950884,92,True,1,step_to_P=5,0,pune,pm10,static
6,n_weighted,0.7483252255129551,0.6291588357426601,0.9663205164187484,0.1262776095044465,0.7550611222292054,7.840303115352231,0.9666011787819252,120,True,2,probe_P=6,0,pune,pm10,static
6,n_weighted,0.7483252255129551,0.6291588357426601,0.9663205164187484,0.1262776095044465,0.7550611222292054,7.840303115352231,0.9666011787819252,120,True,2,step_to_P=6,0,pune,pm10,static
7,n_weighted,0.7325929271587598,0.5357115289097485,0.9393769295537469,0.1251191543244127,0.7447175412480104,7.840303115352231,0.9393769295537469,216,True,3,probe_P=7,0,pune,pm10,static
7,n_weighted,0.7325929271587598,0.5357115289097485,0.9393769295537469,0.1251191543244127,0.7447175412480104,7.840303115352231,0.9393769295537469,216,True,3,step_to_P=7,0,pune,pm10,static
8,n_weighted,0.6696514506424542,0.613501554134923,0.7569463934886331,0.1208441478185638,0.7182621719447276,7.840303115352231,0.7569463934886331,866,True,4,probe_P=8,0,pune,pm10,static
8,n_weighted,0.6696514506424542,0.613501554134923,0.7569463934886331,0.1208441478185638,0.7182621719447276,7.840303115352231,0.7569463934886331,866,True,4,step_to_P=8,0,pune,pm10,static
