P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated
1,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
2,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
3,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
4,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
5,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
6,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9944977073780742,198,True
7,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.9818813394469919,198,True
8,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.7281367236348478,198,True
9,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.12496873697373906,198,True
10,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.022926219258024176,198,True
11,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.002806725024315687,198,True
12,uniform,0.7573633779698232,0.9455393695341539,0.9944977073780742,0.12805625020186173,0.7584638364942083,7.827900514103098,0.00019452549673475058,198,True
1,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
2,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
3,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
4,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
5,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
6,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9944977073780742,30020,True
7,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.9818813394469919,30020,True
8,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.7281367236348478,30020,True
9,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.12496873697373906,30020,True
10,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.022926219258024176,30020,True
11,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.002806725024315687,30020,True
12,sample,0.1257739779915693,0.7203195838539411,0.16576351257468389,0.1279917544502624,0.2926212754766325,7.827900514103098,0.00019452549673475058,30020,True
1,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
2,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
3,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
4,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
5,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
6,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9944977073780742,13470,True
7,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.9818813394469919,13470,True
8,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.7281367236348478,13470,True
9,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.12496873697373906,13470,True
10,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.022926219258024176,13470,True
11,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.002806725024315687,13470,True
12,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.00019452549673475058,13470,True
1,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
2,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
3,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
4,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
5,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
6,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True
7,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9818813394469919,18235,True
8,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.7281367236348478,18235,True
9,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.12496873697373906,18235,True
10,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.022926219258024176,18235,True
11,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.002806725024315687,18235,True
12,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.00019452549673475058,18235,True
1,p_gated_uniform,0.7238580363837019,0.06298428901677959,0.6073641795192442,0.10021965278010846,0.8023852004798531,7.827900514103098,0.9944977073780742,14129,True
2,p_gated_uniform,0.5842590943957877,0.28772015468722456,0.5922745588439627,0.07844025433134792,0.6658041826269951,7.827900514103098,0.9944977073780742,14672,True
3,p_gated_uniform,0.5133265213330018,0.1876144198448401,0.5781297762956787,0.06810241810579151,0.5977005660738661,7.827900514103098,0.9944977073780742,15181,True
4,p_gated_uniform,0.4578323015099363,0.5043939154857073,0.5631235236904266,0.061112679219443924,0.545207596771851,7.827900514103098,0.9944977073780742,15721,True
5,p_gated_uniform,0.41163997539158986,0.29119941374412756,0.5485896901486731,0.05580550205026795,0.5019220373618553,7.827900514103098,0.9944977073780742,16244,True
6,p_gated_uniform,0.38272292007352293,0.39777275118491323,0.5330554397665694,0.05163466020741023,0.476111832120209,7.827900514103098,0.9944977073780742,16803,True
7,p_gated_uniform,0.35693694203611104,0.2995808890399864,0.5159927747672641,0.04802882846711046,0.45373838708265823,7.827900514103098,0.9818813394469919,17417,True
8,p_gated_uniform,0.3348159842294052,0.555360797503088,0.49934695011810476,0.04505524148632885,0.43494659420578424,7.827900514103098,0.7281367236348478,18016,True
9,p_gated_uniform,0.3146061990746896,0.523068309268612,0.48247881061553427,0.04223733224510208,0.4181104369515828,7.827900514103098,0.12496873697373906,18623,True
10,p_gated_uniform,0.29835367367150106,0.39547348360322404,0.46597193274975685,0.03987388871066155,0.4051592871215497,7.827900514103098,0.022926219258024176,19217,True
11,p_gated_uniform,0.28422982268718855,0.664242735360245,0.45213283312491315,0.03784531473045643,0.3938032560622059,7.827900514103098,0.002806725024315687,19715,True
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True
1,p_gated_sample,0.12764843728662256,0.16165926197433308,0.10323746005279978,0.10431327241781553,0.3070009452760626,7.827900514103098,0.9944977073780742,32270,True
2,p_gated_sample,0.09873326673133534,0.1759564527971898,0.10054189245518966,0.08029955971038824,0.2786248882402974,7.827900514103098,0.9944977073780742,32367,True
3,p_gated_sample,0.08214711654972648,0.19332286042358338,0.09776295678755037,0.06836947328942145,0.2625945251922164,7.827900514103098,0.9944977073780742,32467,True
4,p_gated_sample,0.07342619287788428,0.34574287681574817,0.09534528275670419,0.06165077441917362,0.25435713632654344,7.827900514103098,0.9944977073780742,32554,True
5,p_gated_sample,0.06901767781321894,0.32838810742390473,0.0928998193691816,0.05669273318342348,0.25043771393938263,7.827900514103098,0.9944977073780742,32642,True
6,p_gated_sample,0.06581457517788651,0.37229360018727103,0.09056551340836459,0.05299902026148656,0.2477014724962136,7.827900514103098,0.9944977073780742,32726,True
7,p_gated_sample,0.06008913456920657,0.3783346924181945,0.08709184382381548,0.04846537131424741,0.24267076580444347,7.827900514103098,0.9818813394469919,32851,True
8,p_gated_sample,0.056838892981526785,0.36243436443449406,0.08442406558288176,0.04548261618978462,0.23995407986495043,7.827900514103098,0.7281367236348478,32947,True
9,p_gated_sample,0.05389834396861671,0.35789829416621377,0.08167291927191886,0.04280407893316286,0.23756376011423294,7.827900514103098,0.12496873697373906,33046,True
10,p_gated_sample,0.04816616507110728,0.6929278930452343,0.07844935389745727,0.03999727208490144,0.23247629429161581,7.827900514103098,0.022926219258024176,33162,True
11,p_gated_sample,0.0461683460390339,0.6766716415810099,0.07580936501319994,0.03790773427260878,0.23100647303639393,7.827900514103098,0.002806725024315687,33257,True
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True
1,p_gated_ba,0.6700884480260011,0.19454989786357313,0.2719744337918577,0.09128182441363054,0.8156935612676296,7.827900514103098,0.9944977073780742,26198,True
2,p_gated_ba,0.544908775549332,0.07510223235938175,0.2641100458524385,0.07314736879176423,0.6920867663788444,7.827900514103098,0.9944977073780742,26481,True
3,p_gated_ba,0.48319738380549965,0.09113297268064406,0.25499513686258163,0.0636690651656508,0.6321983564329834,7.827900514103098,0.9944977073780742,26809,True
4,p_gated_ba,0.44895206583319996,0.12080334761946021,0.25104904821453383,0.0577757339855383,0.5987422561902932,7.827900514103098,0.9944977073780742,26951,True
5,p_gated_ba,0.40254530811798617,0.14391402484077165,0.24157287758788384,0.052897038570557456,0.5542307326004094,7.827900514103098,0.9944977073780742,27292,True
6,p_gated_ba,0.36701686407948997,0.2485794474890045,0.23140197304432403,0.04918819883462432,0.5207364694706251,7.827900514103098,0.9944977073780742,27658,True
7,p_gated_ba,0.34287687584898385,0.5536117955509549,0.2235931638182576,0.04590933945739098,0.49815824308533235,7.827900514103098,0.9818813394469919,27939,True
8,p_gated_ba,0.326901570611125,0.2304335802413033,0.21681256078921773,0.04357788904009861,0.4835390584532815,7.827900514103098,0.7281367236348478,28183,True
9,p_gated_ba,0.30620791157307,0.18244994957973162,0.2078365985827428,0.041187136057312876,0.4646405918565214,7.827900514103098,0.12496873697373906,28506,True
10,p_gated_ba,0.2866156244139906,0.6356450314330735,0.19911074058635542,0.038752374351091884,0.4467934762967195,7.827900514103098,0.022926219258024176,28820,True
11,p_gated_ba,0.27186765387574463,0.16470355222123953,0.1925524524107267,0.03724079417155082,0.4333571633935993,7.827900514103098,0.002806725024315687,29056,True
12,p_gated_ba,0.26056519992172855,0.16520976104128873,0.18435459219119077,0.03554334729989348,0.4236942814834904,7.827900514103098,0.00019452549673475058,29351,True
1,n_weighted,1.3841291333377013,6.746301053153723e-05,0.5967486452688621,0.10005431475892132,1.4647794042839288,7.827900514103098,0.9944977073780742,14511,True
2,n_weighted,0.7827970550901469,0.00039201347995743645,0.5831596498541058,0.07824493461140704,0.8661651251193256,7.827900514103098,0.9944977073780742,15000,True
3,n_weighted,0.6654425433888714,0.0006561985937285393,0.5710712796998749,0.06779036474813872,0.7512282874488965,7.827900514103098,0.9944977073780742,15435,True
4,n_weighted,0.7866383977229211,0.00010664947740787398,0.5577879672085592,0.0608707954541398,0.8750808042812093,7.827900514103098,0.9944977073780742,15913,True
5,n_weighted,0.5797032896106389,0.0005747426174876994,0.5441433930804502,0.055725898553700144,0.6708746109945488,7.827900514103098,0.9944977073780742,16404,True
6,n_weighted,0.4212948452007593,0.01461145000497164,0.5295539808253439,0.05179741813022595,0.5153840490356906,7.827900514103098,0.9944977073780742,16929,True
7,n_weighted,0.4147694362030802,0.0009398449052934551,0.5136028900930943,0.04815208015142177,0.5120488581844613,7.827900514103098,0.9818813394469919,17503,True
8,n_weighted,0.3617024728195509,0.0071826882727799605,0.4975128525774628,0.04503332087783031,0.4621999023040584,7.827900514103098,0.7281367236348478,18082,True
9,n_weighted,0.33947486275218103,0.017871011843540358,0.4814228150618313,0.0423586835194276,0.4431902997398148,7.827900514103098,0.12496873697373906,18661,True
10,n_weighted,0.3128130243024214,0.011490307747039696,0.4645546755592608,0.03978214639295896,0.41990208919056926,7.827900514103098,0.022926219258024176,19268,True
11,n_weighted,0.29560540513168104,0.06068046382419429,0.4499930526608309,0.03780961935715111,0.4056067945995149,7.827900514103098,0.002806725024315687,19792,True
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True
