P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx
8,n_weighted,0.3617024728195509,0.0071826882727799605,0.4975128525774628,0.04503332087783031,0.4621999023040584,7.827900514103098,0.7281367236348478,18082,True,4,step_to_P=8,0
9,n_weighted,0.33947486275218103,0.017871011843540358,0.4814228150618313,0.0423586835194276,0.4431902997398148,7.827900514103098,0.12496873697373906,18661,True,5,probe_P=9,0
9,n_weighted,0.33947486275218103,0.017871011843540358,0.4814228150618313,0.0423586835194276,0.4431902997398148,7.827900514103098,0.12496873697373906,18661,True,5,step_to_P=9,0
10,n_weighted,0.3128130243024214,0.011490307747039696,0.4645546755592608,0.03978214639295896,0.41990208919056926,7.827900514103098,0.022926219258024176,19268,True,6,probe_P=10,0
10,n_weighted,0.3128130243024214,0.011490307747039696,0.4645546755592608,0.03978214639295896,0.41990208919056926,7.827900514103098,0.022926219258024176,19268,True,6,step_to_P=10,0
11,n_weighted,0.29560540513168104,0.06068046382419429,0.4499930526608309,0.03780961935715111,0.4056067945995149,7.827900514103098,0.002806725024315687,19792,True,7,probe_P=11,0
11,n_weighted,0.29560540513168104,0.06068046382419429,0.4499930526608309,0.03780961935715111,0.4056067945995149,7.827900514103098,0.002806725024315687,19792,True,7,step_to_P=11,0
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,8,probe_P=12,0
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,8,step_to_P=12,0
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,9,stop_local_optimum,0
8,n_weighted,0.3617024728195509,0.0071826882727799605,0.4975128525774628,0.04503332087783031,0.4621999023040584,7.827900514103098,0.7281367236348478,18082,True,0,r1_seed,1
7,n_weighted,0.4147694362030802,0.0009398449052934551,0.5136028900930943,0.04815208015142177,0.5120488581844613,7.827900514103098,0.9818813394469919,17503,True,1,r1_probe_P=7,1
9,n_weighted,0.33947486275218103,0.017871011843540358,0.4814228150618313,0.0423586835194276,0.4431902997398148,7.827900514103098,0.12496873697373906,18661,True,1,r1_probe_P=9,1
9,n_weighted,0.33947486275218103,0.017871011843540358,0.4814228150618313,0.0423586835194276,0.4431902997398148,7.827900514103098,0.12496873697373906,18661,True,1,r1_step_to_P=9,1
10,n_weighted,0.3128130243024214,0.011490307747039696,0.4645546755592608,0.03978214639295896,0.41990208919056926,7.827900514103098,0.022926219258024176,19268,True,2,r1_probe_P=10,1
10,n_weighted,0.3128130243024214,0.011490307747039696,0.4645546755592608,0.03978214639295896,0.41990208919056926,7.827900514103098,0.022926219258024176,19268,True,2,r1_step_to_P=10,1
11,n_weighted,0.29560540513168104,0.06068046382419429,0.4499930526608309,0.03780961935715111,0.4056067945995149,7.827900514103098,0.002806725024315687,19792,True,3,r1_probe_P=11,1
11,n_weighted,0.29560540513168104,0.06068046382419429,0.4499930526608309,0.03780961935715111,0.4056067945995149,7.827900514103098,0.002806725024315687,19792,True,3,r1_step_to_P=11,1
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,4,r1_probe_P=12,1
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,4,r1_step_to_P=12,1
12,n_weighted,0.2816707523576468,0.06392646506051315,0.43690426566624985,0.03616292923781975,0.39428989922439683,7.827900514103098,0.00019452549673475058,20263,True,5,r1_stop_local_optimum,1
